C	l1_ratio	loss_achieved
0.5259663786578751	0.8750511344606241	-1.0
0.3912949621646331	0.5520437218689062	-1.0
0.1965977617412486	0.340795982010828	-1.0
0.1	1.0	-1.0
0.1	0.7026008740351293	-1.0
