learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.047330769831618213	827	2	log2	6	2	-0.987878787878788
0.02140347701708215	746	3	log2	2	2	-0.9878787878787879
0.041745353097674895	533	3	log2	5	1	-0.9878787878787879
0.06568312226395104	996	4	log2	2	2	-0.9878787878787879
0.0664556188654652	144	4	log2	4	3	-0.987878787878788
