learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.0010963262018195714	434	4	auto	5	2	-0.1933447172292796
0.0011902542300007276	381	4	auto	6	2	-0.1887042243711268
0.001	487	4	auto	4	2	-0.19293736221066968
0.001	451	5	auto	6	2	-0.18670600064005485
0.0010714120833645528	444	4	auto	5	2	-0.1898130187058254
