C	class_weight	solver	loss_achieved
7.4389179555347456	balanced	lbfgs	-0.5137766812916793
6.893249912068624		newton-cg	-0.520424340790574
0.11615953592045905		lbfgs	-0.5161413224283993
7.308099473874607		lbfgs	-0.5176436205169838
7.183220967629057	balanced	lbfgs	-0.5143125036060859
