learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.06893249912068625	993	3	auto	4	2	-0.3321933621933621
0.06774393822871007	458	2	log2	6	1	-0.3229275128036738
0.06319986757875139	971	3	auto	2	3	-0.3225466648047293
0.03585214103045043	670	5	auto	6	2	-0.3256710409556709
0.08279430762572003	159	2	sqrt	6	1	-0.32544416456181163
