learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.09372962893463976	665	2	auto	4	3	400.4914470087178
0.09462826050225093	1000	2	auto	4	3	399.658256609751
0.0935621358534207	663	4	auto	3	2	399.9804313898005
0.08237871687327622	873	5	auto	3	1	400.9781342525293
0.09127054913611564	1000	5	auto	2	3	400.9281480720121
