n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	bootstrap	loss_achieved
521	83	auto	3	3	True	-0.987878787878788
470	53	auto	3	3	False	-0.9878787878787879
129	77	log2	2	2	False	-0.987878787878788
688	100	sqrt	3	1	True	-0.9878787878787879
695	14	sqrt	3	2	True	-0.987878787878788
