learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.05665961949435967	210	3	sqrt	4	3	-0.4938383838383839
0.006157022304560389	466	3	sqrt	2	3	-0.4986002886002886
0.030526293938415626	477	3	sqrt	4	3	-0.4938383838383839
0.02446325661560689	561	3	sqrt	4	1	-0.4938383838383839
0.07255140153376391	100	2	sqrt	4	3	-0.5025685425685426
