learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.06053732533554889	1000	2	sqrt	2	3	-0.5078626725174039
0.1	1000	2	sqrt	2	3	-0.5091958539290264
0.1	1000	2	sqrt	2	3	-0.5134113026375495
0.053817911160700616	1000	2	sqrt	2	3	-0.5122467636065517
0.1	1000	2	sqrt	2	3	-0.5060248933003054
