C	class_weight	solver	loss_achieved
1.5961617782459947	balanced	newton-cg	-0.39692768959435626
4.987482466738032	balanced	newton-cg	-0.39692768959435626
3.4933619543656538	balanced	newton-cg	-0.39692768959435626
8.559079626492599	balanced	newton-cg	-0.39692768959435626
7.66046013028905	balanced	newton-cg	-0.39692768959435626
