learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.0715825767317995	486	4	log2	4	3	-0.9962962962962962
0.041681512898192885	622	2	log2	5	2	-0.9962962962962962
0.025231168418438074	725	4	log2	4	1	-0.9962962962962962
0.0715206879574875	485	3	log2	5	2	-0.9962962962962962
