C	class_weight	solver	loss_achieved
0.7189644204783043		sag	-0.4824208478605594
2.1394516450669774		sag	-0.4824208478605594
5.349168066446244		sag	-0.4875821556885338
7.860026442197848	balanced	newton-cg	-0.4811759216799606
8.561849341861105	balanced	newton-cg	-0.4811759216799606
