C	class_weight	solver	loss_achieved
10.0		liblinear	-0.517448035716235
9.995155050284527		liblinear	-0.5169688930893843
10.0		liblinear	-0.5180406601880018
10.0		liblinear	-0.5174598519369761
10.0		liblinear	-0.5180093024864266
