learning_rate	n_estimators	max_depth	max_features	min_samples_split	min_samples_leaf	loss_achieved
0.006157022304560389	466	3	sqrt	2	3	-0.3905663780663781
0.05665961949435967	210	3	sqrt	4	3	-0.3881854256854257
0.029446245346554763	594	2	sqrt	3	1	-0.3881854256854257
0.030526293938415626	477	3	sqrt	4	3	-0.3881854256854257
0.02286108548397432	610	2	sqrt	2	1	-0.3876563251563251
