symbol	GSM109814	GSM109815	GSM109816	GSM109817	GSM150196	GSM150197	GSM150198	GSM150199	GSM150201	GSM1256720	GSM1256722	GSM1256723	GSM1256726	GSM1256729	GSM1256731	GSM1256733	GSM1256734	GSM1256739	GSM1256741	GSM1256742	GSM1256744	GSM1256745	GSM1256748	GSM1256753	GSM1256754	GSM1256756	GSM1256759	GSM1256760	GSM1256761	GSM1256762	GSM1256763	GSM1256770	GSM1256771	GSM1256772	GSM1256784	GSM1256785	GSM1256786	GSM1256788	GSM1256793	GSM1256794	GSM1256796	GSM1256798	GSM1256799	GSM1256800
ANGPT2	5.57640677863478	5.34134206287752	5.41943455635218	5.50100165227792	5.85578165698521	5.46091071008141	5.18908276957674	5.17780086389017	5.38047802530855	6.01944153707055	5.99134066396358	6.4535512550812	5.82968275724672	5.89002919128243	6.45577558514805	5.8861177004837	5.64122751776092	5.24575388942022	5.39906746716306	5.27689748726638	5.3199845714953	5.40184506554313	5.38505257479284	5.33377115643904	5.30867050387421	5.23455655218077	5.3911126171217	5.7217957970581	5.33538432200444	5.33550051176683	5.29014714708391	5.34950512971388	5.40560551538294	5.55362660680966	5.63611008708313	5.62669393080158	5.46812412928219	5.77764797004382	5.62788426552446	5.56903872075804	5.64571702547123	5.55278075522424	5.65091810771401	5.6447830319686
FGF9	6.67829639197433	7.3907980119348	5.20420264283705	6.50327576837374	6.95613566386842	6.30083153049316	6.88370110817938	5.26703017978992	6.21897343250775	6.48081963292106	6.3798888012261	7.44812222659367	6.26273789901697	6.60520077670431	7.40274420268139	6.09383953392152	6.5427864490913	5.25292921882261	6.24043944511505	5.60450436443716	7.26878492224006	5.75467359867578	6.69872076546156	5.85314338995639	6.31198303285994	5.23782436678753	5.96843684431487	6.13088713602713	6.04285272518031	6.27154335617159	5.59171109734408	6.92334352524313	5.64963571033278	6.29634969022743	6.7179896983305	5.80568166453368	6.45627089413439	7.56723206034331	6.6561693225802	6.5745052772966	6.48048725159167	6.36530059788009	6.23681973945185	5.94630876490814
FRAS1	6.67119425740131	6.418468183494	6.74687892200915	6.48412473411833	6.36946481161583	6.62258192922568	6.42721333629103	6.75801434636926	6.40190559005352	6.25210693679346	6.34074107192959	6.21236380453243	6.49339408884255	6.36799189695445	6.27490724846337	6.46491986633826	6.29226870624385	6.292051251898	6.38683379320352	6.47402301737499	6.4145922652008	5.86457087360123	6.37374893952251	6.52039375686872	6.3362198324201	6.11638178606273	6.46043681461669	6.10163214634065	6.40693661872788	6.37230341034472	6.59579649804396	6.57238478104617	6.65388033146792	6.57595715351152	6.95712810961105	6.6552885642341	6.43938679405502	6.30710792208468	6.52585618851097	6.94697636801017	6.53506868775385	6.44248097505946	6.60262112206643	6.69490215755807
FREM1	9.18907366657207	8.74597146191384	8.3049621677843	8.68708613628203	8.28848674090849	8.46836025447689	8.10139856288504	7.86688245224988	8.11740922587428	8.6811502561362	8.63723713757991	8.37823296952494	8.53532211629076	8.32280315695458	8.38116751047278	8.20037454820785	8.14872278319777	6.88785175248414	7.90270917442611	6.83854675617297	6.77377144803933	6.09276350719956	7.03534854846944	7.45291901144099	7.3333928060326	6.60776931826359	7.44602675915923	6.85373342150276	7.85173339657524	6.94468041944732	7.0332109899616	8.43160459297171	8.02009888921992	8.37649483189186	8.03245600236979	7.48478816483039	8.25650267171699	9.082480606575	8.6359024708642	9.29699577826482	8.42376508305968	8.69843286187052	8.35613275124202	8.05048889938623
IGF1	11.7814374593856	10.8776018416923	11.2572355413892	11.9292107938565	10.8655078266353	11.4589587746428	10.6345844367611	11.0345787334181	11.5755160392982	11.4476477814406	11.2563441771185	10.8416858899533	11.6973042807067	11.139029466058	11.444707782208	11.3400712425397	11.4315343125554	10.5778121090322	11.3312064525574	10.8950337771197	9.80014968880326	9.73518056635549	10.9579830098063	11.2829306349485	11.3754803831204	10.365341623326	10.5451655281304	9.71404830786501	11.0927978214791	10.96581167053	10.3626446616535	11.3672312145675	11.6421917382003	11.9973260286741	11.6558071098166	11.3824378339217	11.4033020539078	10.8890093156595	11.5345196186178	11.4502460054869	11.4770484789581	11.5504697311498	11.4738558393012	11.4322472592086
IL15	6.6009168072349	5.55254291877186	5.3212128106816	5.63394815400624	6.47348687560981	6.66129684207042	5.62666633124442	5.50290851656188	5.67741573417932	7.50132756296083	7.45342305932982	8.76552279373251	7.65036437886208	7.1855939291259	8.25673476765689	7.39215286596502	8.24574545804122	5.97268272534901	6.76825104585579	5.7095699367408	5.44247248428278	6.59663215902109	6.76685198350674	6.50984718687379	6.12545788433065	5.57434592083853	6.36289633670876	6.39886286425154	6.43391966295972	6.75041988735662	5.52442858778831	6.14067484057041	5.75957547581828	6.00924771900315	7.54600730926746	7.0127346883276	6.9030754775769	7.96595554093108	7.03534412447701	6.99846711977522	6.75548469287159	7.31962493139121	6.87965334112062	6.62812013642199
LAMA1	6.13025440196518	7.2772186416116	6.49004242155746	7.23823010148345	6.43594047214434	5.61367142350706	6.62061353327003	5.85295674198385	6.66652466342529	6.89012362080462	6.71159201531828	5.88609190658529	6.55333047637539	7.15682413947907	5.96027494107401	6.59948346283155	6.65474778668612	4.49819014546938	5.7972575131827	5.87017329346614	4.7781449043806	5.89319021738604	5.03984430364986	5.87425071851888	5.803373044547	4.59012958557229	5.65362507783142	4.84122339454843	5.95339557128157	4.62581828771938	5.57202950610965	6.00666892279808	5.53315334960517	6.21240428539063	5.86410802154271	5.69703231461392	6.26197146178689	4.64866036979521	6.64544482572436	6.39464227060303	6.60584868376141	6.34150784230692	6.98390179425998	6.43249644070681
LAMB1	7.93809875854122	7.81026978809447	7.39416593472224	8.20536707379692	8.02452913282439	7.79391038603859	7.73121739271164	7.31321984926173	8.07014933340387	8.84600536736949	8.82020081731591	8.97992259675168	8.92089193270847	8.77352539017559	8.85913618990057	8.64353620304981	8.67441580424404	7.77152086486569	8.59874839911674	7.9713178231743	7.71140913202369	8.39952391924599	8.58396009912033	8.44383652430477	8.35478579351593	7.89402143720171	8.19158345717402	8.18597264889619	8.26347581649484	8.36256742763664	8.2311238348124	8.70231410608369	8.55532377588991	9.05744583506683	8.96509034184631	9.28959951469538	9.155575684303	9.33601959750969	8.97267494093428	8.79120904519366	9.22004317328122	8.82684615428159	9.03566372669776	8.925900364902
LAMC1	9.76546680143926	10.0641702607316	9.79009385897238	10.0491227620762	9.63194139809892	9.62934839251609	9.92866923205792	9.65114624760849	9.8758602827373	10.3182999739092	10.2089117933225	10.2917940825234	10.3056589927043	10.1557161051649	10.333417247399	10.1610708877406	9.94424935647712	9.28971997321654	10.0375597209648	9.46839381892485	9.535968507023	9.94991019259768	9.83831398278414	9.78266782769499	9.70883236365775	9.38377511394679	9.56418859358514	9.76371512680378	9.77745438591347	9.81402552873441	9.69920911247574	10.2820991058917	10.0703421913535	10.3589630594425	10.1396033900997	10.0560198432978	9.90023120306415	10.3503519419847	10.2623298535544	10.2993852397327	10.0962047883366	10.1392896328631	10.1145037458643	10.0898119901084
LAMC2	6.3223028854179	6.99584920377286	7.07754606836945	6.94921050651795	6.70152898841349	6.29839421515008	6.91822284961286	6.96093319021037	6.7437964606129	6.60069221509634	6.90084701350664	7.24399316894706	6.80707916102963	6.89961678793142	7.0259011093539	6.76932680085553	6.5430871460057	6.37834424557936	6.35818669194782	6.61379930517821	6.48846642033878	6.85845310572081	7.00884934077519	6.48866695592743	6.55012114781526	6.5443030793989	6.58740189983431	7.472245940284	6.61632382517518	6.77081588946061	6.83403220969975	6.83094243811505	6.96419798984691	6.7522577839705	6.57065027963564	6.63439810322019	6.65472475195836	6.70384428565688	6.75819152672692	6.88301601680883	6.87738589915686	6.46732942959227	6.72021478191886	6.70350344420669
PDGFC	9.08772517818651	8.98001795825434	8.10959377387963	8.7324345981826	8.44779724500184	8.37495429216785	8.26261930726759	7.64529843766234	8.0799659407803	8.69152398198253	8.61052758708021	9.06720158860684	8.85348629898174	8.52090261139804	8.81887688455136	8.61582122037324	8.82205630416661	6.57873717592966	8.24813895603991	7.59151220338984	7.05992118691735	7.91842674487067	8.24954554978409	7.64091792730402	8.21609411071983	6.97072373111478	7.75975760331722	7.36657454252315	7.82853614167341	7.78785309212856	7.33939034148443	7.99361022071945	7.39998108154088	7.8765547650583	8.32360973508302	8.43854602365232	8.25048904827831	8.56887850898849	8.32764367232484	8.20136090221166	8.3293382419555	8.26463527284112	8.44537593041937	8.04122834049246
PDGFD	7.58191668787985	7.06697480745495	6.24492662345527	6.81580472817779	7.06824735983877	7.28803819571282	6.66909157953781	6.03136779090225	6.53098707440578	6.90175632688855	6.36150601671104	7.03272240482628	6.47633093624441	6.64351201373235	7.00426934061322	6.44842046684897	6.49845091920601	5.55829272256686	6.30614963495525	6.04941948311602	6.82309759825299	5.94344040294383	6.42968264950082	5.93727757946602	6.65431614011717	5.73249976256419	5.93837850642219	6.14695828803281	6.13978115441669	6.42773545405504	6.29643163999838	7.25049689317546	6.30292295475963	6.66060902329871	6.37035206057827	6.85372923327922	6.56918825879256	7.42771739480312	6.48356431811977	6.36612946380643	6.60288631648293	6.79069703744797	6.36492762331211	6.29689397909971
SPP1	8.58482198192234	7.51900594365262	7.44986274151912	8.54511497333887	8.10978616889465	9.17416639823048	8.21791934605282	8.16059505602152	9.11292843725352	10.9781677542414	9.62566787908704	12.3195555143005	9.95771631609505	9.33211532889533	11.41757824335	9.64679911392345	9.95220346397091	8.29362120557361	8.64994908576791	9.76628387526814	8.33836112587793	11.5483672832168	10.8020401152449	8.13683738781669	9.11560110503937	8.85655818728271	9.04564904100739	10.5186650778045	9.46742171118073	11.0993673762597	9.71554550751891	8.17258306641369	8.2454843828953	9.32445047621069	10.726337594511	9.37474870352936	8.69233113579107	13.4288964624974	8.9233077422247	9.3152020029124	10.1973993046268	9.70254254275857	8.27247036622443	9.34146286461407
TNFSF10	8.20736178577746	8.75588287828706	7.12657088978146	7.83619647163447	8.63122494359983	8.12315440133249	8.50108086485435	7.2456809860571	7.83076017724854	8.97774362220236	8.57958988065932	10.1752253346212	8.26063370284119	9.4881452013781	9.81220233121193	9.20984823284725	9.02059468500345	7.05598826690952	8.32148839140685	7.61523490582688	8.22427779627035	8.51195964358207	8.09868910728254	7.66697052064536	8.36846555982815	7.26697047306356	7.91846911218996	8.64382865867994	8.12086808396895	8.05965784860907	7.87302922938697	8.79359331569101	7.60925231059995	8.22785520844619	8.48530142766313	8.33584444865215	9.43934765731566	9.71664688318783	8.93390288893653	8.90730582129826	9.0485372865461	8.69514771293795	8.81002680755769	9.13884214593434
