symbol	1	2	3
CCL14	0.9664027845575648	1.7584970820663681	0.17430848704876145
CCL21	1.0287364534556545	1.5415784356627413	0.5158944712485676
CCL3	1.1131990788882618	1.5061504632212086	0.7202476945553149
CCL5	0.6587661425933681	1.2461591825546168	0.07137310263211938
COL6A2	1.0676264648513316	1.413853544021986	0.7213993856806773
COMP	0.6336149713555008	1.011375939706014	0.2558540030049876
CSF3	0.6280696197309231	0.8502706044353088	0.4058686350265375
CTF1	1.0208989386520386	1.4233367634411982	0.618461113862879
CX3CL1	0.5580177293934026	0.8653250911311613	0.2507103676556438
CXCL14	0.5877837413456419	2.1021447702880582	-0.9265772875967746
EBI3	0.6981770062569904	0.9612365398802949	0.43511747263368594
EPO	0.594140583496318	1.1069416805340908	0.08133948645854516
FGF18	0.5903648991394711	1.1881175197284484	-0.007387721449506279
GDF11	0.4643987810299357	1.002401679540914	-0.07360411748104267
GDF15	0.581724397426543	1.4748567249445994	-0.31140793009151346
HSPG2	0.9639050625500872	1.1734513738548797	0.7543587512452947
IGF2	0.8838852794189981	1.0874218207001516	0.6803487381378446
IL13	0.5103541215730022	0.7442637315536111	0.2764445115923933
IL17C	0.6437044503816267	0.8448886335856045	0.442520267177649
IL1A	0.4077207487814335	0.5953498882019858	0.22009160936088126
LAMA5	0.5319832450356164	0.9856368039559946	0.07832968611523822
LAMC3	0.7841108687915276	1.018347452261052	0.5498742853220031
LIF	0.44803133182743254	1.068240453746018	-0.1721777900911528
LTB	0.7300198355518086	1.0860947680699737	0.3739449030336435
NGF	0.5313479493961007	0.7414034077579972	0.3212924910342043
PDGFA	0.6515544382692215	1.0276344749666357	0.2754744015718074
PF4	0.7440557624284623	1.1129090785035505	0.375202446353374
TGFB1	1.2096247713515005	1.4997562741329353	0.9194932685700656
TNF	0.6365322454354256	1.0865553901503395	0.18650910072051174
TNFSF12	0.9303203816925623	1.211916356240828	0.6487244071442966
TNFSF13	0.6150559075157452	0.956644534825233	0.2734672802062574
TNXB	0.7307721578663737	1.2586384085115632	0.2029059072211844
VEGFB	0.5157540578493229	0.7913620442251688	0.24014607147347705
