id	filename	md5	size	state
24ed4b86-b2ae-464b-81f6-f14d7f883abb	24ed4b86-b2ae-464b-81f6-f14d7f883abb/0918c2f9-d5c3-41e4-a7b3-2d3717d57554.htseq.counts.gz	fa1ad34345e552e4dba374e2ac72404b	252601	validated
2b1d6638-5080-4312-86f4-77659c25d896	2b1d6638-5080-4312-86f4-77659c25d896/58c881aa-862d-4237-bc98-48189938c973.htseq.counts.gz	c4dbf95249bcda4da0224c619ddb1a42	253188	validated
6703eee8-b68e-4aa3-bfd9-79b212ec1378	6703eee8-b68e-4aa3-bfd9-79b212ec1378/d37d9cd1-0c83-4723-bab3-fa7871917e91.htseq.counts.gz	6d030e24a7c74ba0191db014d798b1f1	249535	validated
754ebcbf-924d-4bc2-af4d-dc04b0a960ee	754ebcbf-924d-4bc2-af4d-dc04b0a960ee/6cab4354-60f1-4676-a20d-f5adc8f5b769.htseq.counts.gz	56f46fe2096b314318a2d43ff068adaf	250431	validated
75a72f38-e37a-4ce8-ab64-e352b77a861a	75a72f38-e37a-4ce8-ab64-e352b77a861a/2a1dddb6-8af8-4745-bf3b-4d9790993cb8.htseq.counts.gz	2c1d4acfc40b5f537cfef47f7cb629a0	249299	validated
bc7b3ccf-a19d-473f-8d1c-bed533175975	bc7b3ccf-a19d-473f-8d1c-bed533175975/a76ee558-8751-4945-b90a-07a66bcbe867.htseq.counts.gz	f44125287b35817f30d5542564714ff1	249426	validated
ce3ffb99-2dd2-46fd-bbae-813b123c6ec6	ce3ffb99-2dd2-46fd-bbae-813b123c6ec6/511a7447-d9e6-45d6-9c38-5bedc4ee84c9.htseq.counts.gz	b96d366668e3a73c9d904551ee653efd	256294	validated
d04e4543-d930-4155-8637-c74f10d97e75	d04e4543-d930-4155-8637-c74f10d97e75/4040bf67-0be1-41f9-b270-95dfa975cead.htseq.counts.gz	629109333f023953d6a6fb0af2f15f35	255408	validated
d86133d8-32f5-4c8c-881b-986d543bc5b9	d86133d8-32f5-4c8c-881b-986d543bc5b9/bab0e5d9-2a58-4537-b554-e12394ee24de.htseq.counts.gz	151ee5ff1958535c0fcaf36b2fbd518c	253183	validated
