hgnc_symbol	agilent_gpl6848
DNAJB12	A_24_P244096
DNAJB12	A_24_P244100
VSIG8	
FAH	
FAH	A_23_P129221
	A_32_P77252
CFAP45	
CFAP45	A_23_P62642
DUSP13	A_23_P104471
DUSP13	
SAMD1	A_23_P435941
SAMD1	A_32_P89073
SAMD1	
MINK1	A_23_P164307
MINK1	A_23_P164313
MINK1	
ANKZF1	
ANKZF1	A_23_P119907
MIR4259	
UPF1	A_24_P194154
UPF1	
	A_24_P59297
SLAMF9	A_23_P96833
TAS2R1	A_23_P402123
DOK3	A_32_P121085
DOK3	A_23_P133506
DOK3	
SCN2B	A_23_P306819
SCN2B	A_32_P187571
SCN2B	
RPS6	A_23_P123563
RPS6	
	A_24_P324606
	A_24_P456490
RNA5SP206	
H2AC6	A_23_P167983
H2AC6	A_23_P372860
H1-12P	
	A_23_P219045
	A_24_P217834
RNF216	A_23_P42724
RNF216	A_24_P235131
RNF216	
SNHG28	A_24_P456490
SNHG28	
OR8G3P	A_23_P47396
H3C4	A_23_P219045
H3C4	A_24_P217834
HTATIP2	
HTATIP2	A_23_P64129
H2AC7	A_23_P428184
H3C5P	
H2AC9P	
H1-3	A_24_P260639
H4C6	A_23_P359540
H4C7	A_24_P277673
H3C7	A_23_P30799
H2AC10P	A_23_P42198
H2BC10	A_23_P111041
TMIE	A_24_P234462
H3C9P	
BMP3	A_23_P81058
BTN3A2	
BTN3A2	A_23_P391264
BTN3A2	A_24_P252078
	A_23_P10172
MIR4254	
NDUFA5P3	
HMGB1P19	
ACER2	
PRSS50	A_23_P10172
RPL13	A_23_P501849
RPL13	A_24_P142223
RPL13	A_24_P142228
RPL13	A_24_P73738
RPL13	A_32_P93868
MIR4663	
C8orf76	A_23_P31747
C8orf76	
RPS23	
	A_32_P170664
MAP1LC3BP1	A_24_P58037
ATP1A1	
ATP1A1	A_23_P1072
PRSS46P	
C11orf98P1	
IQCM	
	A_32_P20691
	A_32_P20697
	A_32_P213706
RPGR	A_23_P136964
RPGR	A_23_P394562
RPGR	
SORCS1	A_23_P352932
SORCS1	
SLC24A2	A_23_P112173
SLC24A2	A_32_P154941
PRSS43P	
PRSS44P	
SH3D19	
SH3D19	A_23_P33364
SH3D19	A_24_P366656
PRSS42P	A_24_P408767
ETNK1	
ETNK1	A_23_P419239
ETNK1	A_24_P488105
KIAA0895	A_23_P305205
KIAA0895	
MYL3	A_23_P155638
MYL3	A_24_P131646
PLAAT5	A_23_P416314
PLAAT5	A_23_P53018
PLAAT5	
DCP2	A_23_P256868
DCP2	A_24_P886040
DCP2	
ZHX1-C8orf76	
UBA52P5	
RIC1	A_24_P306136
RIC1	A_23_P134994
RIC1	A_24_P312381
RIC1	A_24_P49447
RIC1	
ZHX1	
GDF1	A_23_P209098
NKD1	
NKD1	A_23_P429449
NKD1	A_24_P304881
NKD1	A_32_P77742
CTXND1	A_32_P334940
DUT-AS1	
RNU6-628P	
FAM83A	
FAM83A	A_23_P216052
FAM83A	A_24_P43810
DUT	
DUT	A_23_P88484
RN7SL734P	
PPP6R3	
PPP6R3	A_23_P150129
PPP6R3	A_23_P202637
PPP6R3	A_24_P261488
	A_24_P927474
PHLDA1-AS1	
COPE	
COPE	A_23_P209088
COPE	A_24_P399622
COPE	A_23_P373545
PHLDA1-DT	
PTH1R	A_23_P167030
PTH1R	
FBXL15	A_23_P12635
FBXL15	
GLB1L	A_23_P218579
GLB1L	
ZNF608	A_23_P169978
ZNF608	
NAP1L1	A_23_P338912
NAP1L1	A_23_P53646
NAP1L1	A_23_P76450
NAP1L1	A_24_P304458
NAP1L1	A_24_P915692
NAP1L1	A_24_P943597
NAP1L1	
BTN2A2	A_24_P346210
BTN2A2	A_23_P122439
BTN2A2	A_24_P249072
BTN2A2	A_24_P337592
BTN2A2	
SH2D4B	A_24_P273489
SH2D4B	A_24_P417904
PHF14	A_23_P134384
PHF14	A_24_P21056
PHF14	
RNU6-817P	
LINC01762	
MIR3181	
LINC02168	A_24_P865245
RNA5SP426	
HMGB3P32	
ZBTB41	A_23_P113328
ZBTB41	A_24_P221660
ZBTB41	A_32_P108826
MIR548V	
RNA5SP256	
ANTXRL	
MTUS1	A_23_P347169
MTUS1	
ADGRG1	
ADGRG1	A_23_P206280
EFNA4	A_23_P322
SYT15B	A_24_P100535
SYT15B	A_32_P122268
GAPDHP40	
	A_24_P114032
AGAP5	A_23_P138394
AGAP5	A_32_P221958
AGAP5	A_32_P41526
AGAP5	
EFNA3	A_24_P114032
EFNA3	
TTC1	A_23_P19164
TTC1	
EFNA1	A_23_P113005
EFNA1	A_23_P254512
LBX1	
FAM25G	
HTR5A	A_23_P304373
HTR5A	A_23_P42565
LINC02680	
C10orf90	A_32_P191441
C10orf90	
AK4P4	A_23_P136857
MLANA	A_23_P43350
MLANA	
SLC50A1	A_24_P88565
CEP41	A_23_P111413
CEP41	A_23_P215070
CEP41	A_24_P155016
CEP41	
OCIAD1	
OCIAD1	A_23_P213093
	A_32_P1509
FABP6-AS1	
FBN1	
ADAMTS19	
STK16	
ATP6V0CP1	
RN7SL784P	
CHRNE	A_23_P304279
CHRNE	
P4HA1	A_24_P406693
P4HA1	
ERMP1	
ERMP1	A_32_P69783
ERMP1	A_23_P169154
BTN3A1	A_24_P126282
BTN3A1	
BTN3A1	A_23_P214499
BTN3A1	A_24_P329065
C17orf107	
	A_24_P399622
DDX49	A_23_P16573
DDX49	
MIR5010	
PTP4A2P1	A_24_P764595
NAGLU	A_23_P26945
NAGLU	
PLK2	A_23_P30254
PLK2	
MECP2	A_23_P114361
MECP2	A_24_P237486
MECP2	
HSD17B1P1	
HSD17B1	A_23_P15542
HSD17B1	A_24_P56833
NBEAL2	A_23_P409168
NBEAL2	A_24_P272160
NBEAL2	
COASY	
COASY	A_23_P4144
HMGN2P18	
KRTCAP2	A_23_P149249
KRTCAP2	
ADAM12	A_23_P202327
ADAM12	A_23_P350512
ADAM12	
BTN3A3	
BTN3A3	A_24_P311917
TUBA4B	A_23_P102109
	A_23_P149249
MIR92B	
EEF1D	A_24_P926053
THBS3	A_23_P201047
THBS3	
PTPRN	A_23_P90722
PTPRN	
ALG13	
ALG13	A_23_P11279
ALG13	A_23_P22672
MIR548AE2	
LINC02108	
LINC00492	
PSMC3IP	A_24_P287941
PSMC3IP	
LINC00491	A_32_P162880
HOMER3	A_23_P39364
HOMER3	
EIF3KP1	
GIN1	A_23_P110611
GIN1	
PIGCP2	
FBN1-DT	A_32_P119869
	A_24_P221445
CD24P2	
	A_23_P502035
	A_23_P71867
	A_23_P83277
	A_24_P12865
RFX7	
RFX7	A_23_P26107
OR2V1	
LAMB1	A_23_P94030
LAMB1	
RNU7-175P	
SUMO2P5	
IL11RA	A_23_P71867
IL11RA	A_23_P83277
IL11RA	
CERT1	
CERT1	A_24_P29277
CERT1	A_23_P61748
SELENOKP3	
ASF1A	A_23_P19219
ASF1A	
NRADDP	
MCM9	A_23_P30630
MCM9	A_24_P303497
MCM9	
MRPL57P3	
ACVR2B-AS1	
ACVR2B	A_23_P109950
ACVR2B	A_24_P231132
ACVR2B	A_32_P134209
RNU6-1287P	
HMGB1P33	
FAN1	
FKBP15	A_32_P224149
FKBP15	
RETREG3	A_24_P185158
RETREG3	A_24_P18965
RETREG3	
TGFB1	A_24_P79054
TGFB1	A_23_P218476
TGFB1	A_24_P96171
TGFB1	
COPS5P1	A_24_P152792
EPHA7	A_23_P7835
EPHA7	A_24_P226332
EPHA7	
EPHA7	A_24_P34031
PRKCSH	
PRKCSH	A_24_P396197
LIPK	
DDTP1	
RPL18AP7	A_24_P913384
ZFYVE27	A_23_P323924
ZFYVE27	
LRRFIP1P1	A_23_P56422
ZNF639	A_24_P123155
ZNF639	A_24_P873291
ATP5MGP7	A_24_P67681
HMGB3P27	A_24_P67681
TUBG2	A_23_P78014
TUBG2	
PLEKHH3	A_32_P172188
PLEKHH3	
	A_24_P873291
C11orf71	A_24_P210082
C11orf71	A_23_P13150
MFN1	A_23_P80648
MFN1	
MIR153-1	
RBM7	A_23_P138975
RBM7	
EEF1A1-AS1	
RESP18	A_24_P59236
RESP18	
RPS27P15	
LINC01973	
RNU1-80P	
UBE2V2P2	
RNU6-625P	
EIF5AP2	
MTMR10	A_23_P117833
MTO1	A_23_P145068
MTO1	
TK1	A_23_P107421
TK1	A_24_P915535
TK1	
ECRG4	
ECRG4	A_23_P56433
MPP7	A_23_P384663
MPP7	
MADCAM1-AS1	
TPGS1	A_23_P366682
TPGS1	
RMI1	A_23_P112341
CDC34	A_24_P177025
CDC34	
AQP7	A_23_P158041
AQP7	
ARNTL	
ARNTL	A_23_P162037
UXS1	A_23_P67829
UXS1	
LINC02931	
UBE2DNL	A_23_P367071
BIRC5	A_23_P118815
BIRC5	
GZMM	A_23_P130836
FIRRE	A_24_P728920
FIRRE	
FIRRE	A_24_P32920
RNU6-466P	
SORBS1	A_23_P202388
SORBS1	A_24_P317907
SORBS1	A_24_P326511
SORBS1	
MIR211	
TRPM1	
DIRAS1	A_23_P386942
DIRAS1	
CD99P1	
CD99P1	A_24_P68222
	A_24_P382467
SLC39A3	A_24_P160460
SLC39A3	A_24_P382467
SLC39A3	A_23_P388170
SGTA	A_23_P108331
SGTA	A_24_P399585
SGTA	
SLC25A5-AS1	A_23_P384825
	A_32_P108636
LINC00630	
GNB4	A_23_P18186
GNB4	A_32_P171313
GNB4	A_32_P184916
GNB4	
NOL6	A_24_P21410
NOL6	A_24_P38572
NOL6	A_32_P210691
NOL6	
SEPTIN11	A_23_P212781
SEPTIN11	A_23_P306964
SEPTIN11	
SEPTIN11	A_32_P11425
THA1P	
LINC01993	A_32_P175349
	A_32_P104448
KRBA2	
KRBA2	A_24_P256415
KRBA2	A_24_P92640
HCCS-DT	A_24_P491740
CAVIN1	A_23_P141376
CAVIN1	A_23_P394064
RNU7-97P	
MIR548AT	
MIR222HG	
RNU6-1271P	
TIGAR	A_23_P128486
TIGAR	A_24_P564462
TIGAR	
STAT3	A_23_P100795
STAT3	A_23_P107206
STAT3	A_24_P116805
STAT3	
STAT3	A_24_P923962
RPL22P10	
RNU6-586P	
	A_24_P109973
RNU4ATAC4P	
SRSF3P4	
DNAJB6P4	A_24_P834066
RNU6-387P	
FTX	
FTX	A_32_P128603
RNU6-1031P	
FGF23	A_23_P117095
FGF23	
EXOSC2	
EXOSC2	A_23_P216396
MED15P9	
CR1L	A_23_P63547
CR1L	
CR1L	A_23_P256821
CCND2	A_23_P139881
CCND2	A_24_P270235
CCND2	A_24_P278747
CCDC74B	A_23_P381102
CCDC74B	A_23_P401718
CCDC74B	
CD46P1	
CDCA4P3	
CDCA4P4	
CD34	A_23_P23829
CD34	A_32_P220798
CD34	
GDF11	A_23_P76102
GDF11	A_24_P227350
PRDM5	
PRDM5	A_23_P362759
SARNP	A_23_P43946
SARNP	A_32_P165713
SARNP	
THOP1	A_23_P28057
THOP1	
LINC02767	
OR10J6P	
RNU6-828P	
RNU6-37P	
RN7SL731P	
MTHFD2P7	A_24_P195528
PGD	
PGD	A_23_P126623
LRRC61	A_23_P134225
LRRC61	
ACTL6A	A_23_P69249
ACTL6A	
MZT2B	A_24_P212152
MZT2B	A_24_P259819
MZT2B	
	A_23_P43946
RNF208	A_23_P170464
RARRES2	A_23_P134237
SNAPC4	A_23_P20722
SNAPC4	A_23_P20728
SNAPC4	
ORMDL2	A_23_P87500
ORMDL2	A_24_P124567
TUBA3E	
CENPS-CORT	A_23_P258164
CENPS-CORT	A_24_P246926
CENPS-CORT	
MMP19	A_23_P203882
MMP19	A_23_P203888
MMP19	A_24_P184445
MMP19	
FAM240B	
MIR199B	
MIR3154	
RHOQP3	A_32_P49848
RHOQP3	A_32_P70273
RHOQP3	A_32_P83915
NR4A3	A_23_P306867
NR4A3	A_23_P398566
NOC2LP1	A_24_P93012
NOC2LP1	
PCDH18	A_24_P284959
PCDH18	
DUSP28	
POLK	A_23_P386450
POLK	A_24_P303160
POLK	
POLK	A_24_P923478
POLK	A_24_P919863
CENPS	
CENPS	A_23_P138023
ADGRG3	
ADGRG3	A_23_P140760
KRT18P52	
AK2P2	
DPY30	A_32_P143880
DPY30	A_23_P5389
CADM1	
CADM1	A_23_P203120
CADM1	A_24_P227230
DFFA	A_23_P12189
DFFA	A_24_P222758
DFFA	
STX17	A_23_P169358
STX17	
ZNF554	A_23_P343250
ZNF554	
SLC30A6	A_23_P165390
SLC30A6	A_24_P342807
SLC30A6	
WDR17	A_24_P91985
WDR17	A_32_P340618
WDR17	
REPIN1-AS1	
SDHDP2	A_24_P418780
NUP205	A_32_P51084
NUP205	
	A_24_P914922
OLA1P3	
NSA2P1	
ZNF555	
ZNF555	A_23_P16652
GSTP1P1	
SNORA77	
LAX1	A_24_P370952
LAX1	A_23_P438
LAX1	A_32_P64558
DGKA	
DGKA	A_23_P105307
DGKA	A_24_P84834
DRC7	
DRC7	A_23_P129367
	A_24_P186862
	A_32_P82424
RPL35AP5	
ZNF556	
ZNF556	A_23_P39454
SNRPE	A_23_P126291
SNRPE	
KRT8P29	
KEAP1	A_23_P119141
KEAP1	
SMPDL3B	A_23_P160881
SMPDL3B	
DDX50P1	
RNU6-647P	
RPL7P13	A_24_P161914
MRPL47	A_23_P502425
MTCO1P42	
	A_32_P11863
MIR8485	
RNA5SP111	
TMEM202	A_23_P26062
RN7SL75P	
RPS2P35	
NANOGP5	
FAM86B2	A_24_P280868
SCN3A	A_23_P67896
SCN3A	A_24_P85888
SCN3A	
PHB1P20	
CDK5RAP2	A_23_P83110
CDK5RAP2	
DANT2	
DANT2	A_24_P733308
DANT2	A_32_P23731
ATG4D	A_23_P101342
ATG4D	
OSR2	
OSR2	A_23_P71570
OSR2	A_24_P55496
HEXA	
	A_32_P182070
RN7SL559P	
NKAPP1	A_24_P365753
NKAPP1	A_23_P359782
NKAPP1	A_32_P159989
XKR8	A_23_P149496
XKR8	
CPN2	A_23_P121030
CPN2	A_24_P137461
LRRC15	A_24_P751327
LRRC15	A_24_P827037
FAM89A	A_24_P418408
RNU6-1101P	
RPL23AP93	
TM9SF5P	
TM9SF5P	A_24_P263826
CCAR2	A_24_P38446
CCAR2	
MIR1182	A_24_P418408
LSG1	A_23_P132417
LSG1	A_24_P148653
LSG1	A_24_P148657
LSG1	
	A_24_P341427
G3BP2	A_23_P41255
G3BP2	A_24_P128977
G3BP2	A_24_P380132
G3BP2	
C1orf131	A_23_P46095
C1orf131	
C1orf131	A_24_P222147
KATNB1	
KATNB1	A_23_P117980
CALCA	A_24_P198178
CALCA	A_23_P301846
LINC02595	
LINC01278	
LINC01278	A_32_P143336
RNU7-140P	
MIR1238	A_23_P101342
FAM43A	A_23_P422144
BHLHE40	
BHLHE40	A_24_P268676
KRI1	A_23_P101332
KRI1	
ANKDD1B	
LINC01144	A_32_P481631
	A_23_P51660
TOE1	A_23_P160598
TOE1	A_24_P19828
	A_24_P246692
RHOXF1-AS1	
RNF10P1	
UBTFL8	
SCRN1	A_23_P366366
SCRN1	
MIR223HG	A_32_P139163
MIR223HG	
LINC01186	A_24_P384969
LINC01186	
TESK2	A_23_P9875
TESK2	
DNAH5	A_23_P93058
DNAH5	A_24_P120462
DNAH5	A_24_P333461
DNAH5	A_24_P388786
DNAH5	
LINC00892	A_32_P77102
ARL8B	A_24_P377065
ARL8B	
ARL8B	A_23_P385217
ATP6AP1-DT	A_24_P917384
ATP6AP1-DT	
MIR6772	
MMGT1	A_23_P11224
MMGT1	
PPIAP36	
RNU6-20P	
CCDC163	
ZC4H2	A_23_P62188
ZC4H2	
UCP2	A_23_P47704
UCP2	
	A_24_P186464
EDEM1	
EDEM1	A_24_P285768
CYLD	A_23_P65996
CYLD	A_24_P48078
CYLD	
FKBP14-AS1	
FKBP14	A_23_P215341
FKBP14	A_24_P312119
FKBP14	
DMD	
DMD	A_24_P185854
DMD	A_24_P342388
DMD	A_32_P199796
DMD	A_24_P34186
MMACHC	A_23_P418282
MMACHC	A_24_P83586
AEBP1	A_23_P145916
AEBP1	A_23_P157299
AEBP1	
MIR4790	
RN7SL553P	
LINC02897	A_24_P831309
FGFR3P6	
WNT5A-AS1	
ZNF731P	A_23_P158997
ZNF731P	
ERC2-IT1	A_23_P18053
ERC2-IT1	A_23_P18055
MIR3938	
RN7SKP45	
RNA5SP133	
MIR3916	
RNA5SP82	
CCDC66	
CCDC66	A_23_P396981
CCDC66	A_24_P935804
VN1R17P	
VN1R5	A_23_P303238
CDKN2D	A_23_P89941
OR2W5P	
GCSAML	
GCSAML	A_23_P408787
AP1M2	A_23_P78543
AP1M2	
PCM1	A_23_P82950
PCM1	A_24_P135167
PCM1	A_24_P555510
PCM1	
PPFIA1	A_23_P75509
PPFIA1	A_23_P75516
ERCC8	A_23_P58521
ERCC8	
ERCC8	A_24_P324986
ERCC8	A_23_P69918
NQO2	
MIR4649	
RNA5SP230	
MYL7	
MYL7	A_23_P59738
MAPRE1P3	
RNU7-9P	
RNU6-613P	
FBXO36	A_23_P422981
FBXO36	A_24_P254702
LEF1	A_23_P213045
LEF1	A_24_P20630
LEF1	
SLC44A2	
SLC44A2	A_23_P208340
SLC44A2	A_24_P10657
RNU6-964P	
FBXO36-IT1	
RNU6-1027P	
RCC2P7	A_24_P612921
SLC16A14	A_23_P131394
SLC16A14	A_24_P342829
SLC16A14	
DST-AS1	
VPS37D	
RPL17P26	
RNU6-626P	
BEND6	A_23_P310086
BEND6	
LPAR5	A_23_P204375
DNAJC30	A_23_P157170
DNAJC30	A_24_P218006
RN7SL418P	
ACRBP	
ACRBP	A_23_P151120
RNY4P19	
OSTCP6	
SCYGR10	
FTH1P15	
BUD23	
BUD23	A_23_P71014
BUD23	A_32_P220826
MRPL30P1	
KIAA1586	A_24_P101047
KIAA1586	A_24_P230965
SLC19A3	A_23_P39871
SLC19A3	A_24_P182892
SLC19A3	
SCN11A	
SCN11A	A_24_P393181
OR2G2	
OR2G3	
OR3D1P	
RNU6-991P	
CHRM3-AS2	
CHRM3-AS1	
FOXP4	A_23_P258703
FOXP4	A_24_P371892
FOXP4	A_24_P93855
FOXP4	
RPS7P5	
ADH5P3	
CHRM3	
CHRM3	A_23_P200843
CHRM3	A_23_P401472
CHRM3	A_24_P25137
CHRM3	A_24_P817236
RNA5SP121	
SNRPGP8	
FAM102B	A_24_P237927
FAM102B	A_32_P172864
CCL20	
CCL20	A_23_P17065
ZSCAN26	A_23_P145244
ZSCAN26	A_23_P145247
ZSCAN26	
TDGF1P2	
DAW1	A_23_P28466
DAW1	
ING4	A_23_P48070
ING4	
ECT2L	
ECT2L	A_24_P942346
QTRT1	
QTRT1	A_24_P96234
ZNF710	A_24_P342328
ZNF710	A_32_P200595
ZNF710	
RPSAP34	
ZACNP1	
HENMT1	A_23_P309361
HENMT1	
EXOC7P1	
BMPR1B	A_24_P63380
BMPR1B	A_32_P217901
BMPR1B	A_32_P24939
BMPR1B	
MIR3174	
ZNF710-AS1	A_24_P765795
IDH2	A_23_P129209
IDH2	
	A_32_P233213
GUSBP17	A_24_P332739
GUSBP17	A_32_P92654
GLI2	
GLI2	A_23_P209246
GLI2	A_23_P500034
RNU6-1153P	
CARTPT	A_23_P167493
AKTIP	A_23_P163622
AKTIP	
MIR638	
MIR4748	
MIR199A1	
MIR6793	
TMED1	A_24_P164731
TMED1	
RNA5SP190	
FABP5P6	
SYTL3	A_23_P168188
SYTL3	A_24_P291826
SYTL3	
TUBAP15	
STMN4	A_23_P31739
STMN4	
HSD17B4	A_23_P92954
HSD17B4	
C19orf38	
C19orf38	A_23_P142055
MAGEF1	A_23_P7033
IDH2-DT	
LINC02069	
GABARAPL3	A_23_P65823
ZNF774	
THBS2	
C3orf70	A_32_P128174
STX1A	A_23_P168556
STX1A	A_23_P82420
STX1A	A_24_P226541
STX1A	
SP140	
SP140	A_23_P209726
SP140	A_24_P328504
EHHADH-AS1	
HIKESHIP2	A_23_P139396
EIF2S2P2	
MIR5588	
NDUFA3P4	
TECTA	A_23_P104853
TECTA	A_23_P375354
TECTA	
PRPF38B	A_23_P201567
PRPF38B	A_24_P222844
PRPF38B	
IQGAP1	A_24_P321919
IQGAP1	
VPS8	A_23_P431587
VPS8	A_24_P357709
VPS8	
ZNF331	
ZNF331	A_23_P433690
ZNF331	A_23_P50376
FNDC7	A_24_P268323
FNDC7	
SPIRE2	
SPIRE2	A_23_P37825
RAB28	A_32_P7204
RAB28	
RAB28	A_23_P125147
KIAA1549L	A_23_P64121
KIAA1549L	A_24_P727884
KIAA1549L	
STXBP3	
STXBP3	A_23_P51996
PTMS	A_23_P128337
PTMS	
SLC17A2	A_23_P59051
SNX19	A_23_P98345
SNX19	A_24_P81695
SNX19	
SDR9C7	A_23_P25086
SDR9C7	A_23_P371758
GPR182	A_23_P64751
GPR182	
RAB5C-AS1	
TCF25	A_23_P49220
TCF25	A_24_P306558
TCF25	A_24_P306561
TCF25	
KCNH4	
ZBTB39	A_23_P13683
PMP2	A_23_P31615
PMP2	A_24_P261033
PMP2	A_32_P108870
TAC3	A_23_P2283
TAC3	
MIR4284	
RN7SL265P	
CLDN3	A_23_P71017
CLDN3	A_24_P35109
SFMBT2	A_24_P417460
SFMBT2	A_32_P98291
SFMBT2	
METTL27	A_23_P381017
METTL27	
SPATA42	A_32_P70056
RANP5	
TMEM167B-DT	
TMEM167B	A_32_P73217
TMEM167B	
ASIC5	A_23_P258433
FABP9	
FABP4	A_23_P8820
FABP4	
TMEM270	A_23_P418274
TMEM270	
SCARNA2	
HCRTR2	
HCRT	A_23_P129989
GHDC	
GHDC	A_23_P207387
GHDC	A_24_P258800
RBM28	A_23_P168629
RBM28	A_23_P336218
RBM28	A_23_P393697
RBM28	
DAP3	
DAP3	A_23_P63067
FTH1P11	A_32_P820503
OOEP	A_32_P14762
IMPA1P1	
SMLR1	A_24_P463929
APOBEC2	A_23_P70387
NIPA2P4	
RPS26P34	
SLC10A5P1	
IMPA1	A_23_P168818
IMPA1	A_24_P183864
IMPA1	
FTH1P21	
CTSO	
FAM168A	A_24_P188105
FAM168A	
PIK3R4	A_23_P132526
PIK3R4	
	A_24_P238609
	A_24_P732565
SPECC1-DT	
KCTD9P1	
HCP5	A_32_P220770
HCP5	A_32_P208173
RNU6-258P	
RNU6-1057P	
RNU6-467P	
UPF3AP2	A_32_P226567
RNU7-27P	
ZNF207	A_23_P118690
ZNF207	A_24_P116766
ZNF207	
GLRX3P2	A_24_P381029
PRRT4	
	A_23_P428465
PRPF4B	A_23_P168240
PRPF4B	A_24_P403168
PRPF4B	A_24_P941787
PRPF4B	
RNU6-35P	
ELOVL6	A_23_P7361
ELOVL6	A_32_P80597
ELOVL6	
CYP2R1	A_23_P202860
CYP2R1	
HSPE1P3	A_23_P56922
ASAH2	A_23_P161171
ASAH2	
SPINT1	A_23_P49060
SPINT1	
IMPDH1	A_24_P89701
IMPDH1	A_24_P89708
IMPDH1	
ZEB2-AS1	
RN7SL275P	
HSBP1P2	
RNF14P2	
RNU6-205P	
ZBED1P1	
RPL7L1P13	
ZNF969P	
LINC01438	
MIR297	
LYPLA1P2	
CABP4	
CABP4	A_23_P308021
RNU6-289P	
DYTN	
LINC02945	
RN7SKP212	
GSTO3P	
CCDC34P1	
TUBB8P3	
FAM241A	A_23_P58390
FAM241A	A_24_P54863
RNU6-726P	
CLDN1	A_23_P57784
CLDN1	A_24_P165949
MYO1A	A_23_P162288
MYO1A	
AP1AR-DT	A_24_P785853
AP1AR	A_24_P363023
AP1AR	A_23_P69791
AP1AR	
NCAM1	A_23_P1740
NCAM1	A_23_P203053
NCAM1	
FAM217A	
FAM217A	A_23_P317760
FXYD4	A_23_P98121
GCNT1P3	
LPIN1	
LPIN1	A_32_P52609
LPIN1	A_23_P320371
CLDN16	
CLDN16	A_23_P80583
HNRNPF	A_23_P75330
PENK-AS1	
C6orf201	A_24_P350303
C6orf201	
MSTO2P	A_23_P630
	A_23_P20494
UBR5-DT	A_24_P450172
CLK3	
CLK3	A_32_P20697
SYT11	A_23_P12018
SYT11	A_24_P139899
SYT11	A_24_P248240
TIFA	A_23_P352619
TIFA	A_24_P350686
TIFA	
SNORD3J	
LINC00964	
LINC02916	A_32_P75311
RNU7-193P	
ZNF239	A_23_P86731
RTEL1P1	
RIT1	A_23_P115052
RIT1	A_23_P316601
RIT1	
TOX4P1	A_32_P721983
	A_23_P49220
MC1R	A_23_P54692
MC1R	A_23_P329271
MC1R	A_23_P66095
MFSD10	A_23_P41246
MFSD10	
	A_23_P66095
	A_23_P77493
	A_24_P258633
ECI2	A_23_P156852
ECI2	
CAP1P2	
ZNF485	
ZNF485	A_23_P115861
GAS8	
GAS8	A_23_P206435
GAS8	A_24_P279203
ZNF32-AS3	
RPL21P88	
ZNF32	A_23_P98057
ATP2C1	A_23_P143916
ATP2C1	A_24_P137372
ATP2C1	A_24_P137376
ATP2C1	
ZNF32-AS1	
ZNF32-AS2	
ZNF487	A_32_P6107
ZNF487	A_24_P633543
ZNF487	
KHDC4	A_23_P74467
KHDC4	A_24_P350744
KHDC4	
GSK3A	
GSK3A	A_24_P185394
CCNJ	A_23_P24176
SLC47A2	A_23_P77908
SLC47A2	
LINC03018	
LINC00534	
NEMP1	A_23_P53346
NEMP1	A_24_P126628
NEMP1	
MIR3157	
RNU6-271P	
NPM1P25	
PRF1	
PRF1	A_23_P1473
ADAMTS14	A_23_P202558
NOP14	
NOP14	A_32_P22622
NAB2	
NAB2	A_23_P368187
NAB2	A_23_P76151
SLC10A5	
GAS8-AS1	A_23_P344515
SNORA80E	
SCARNA4	
URAHP	
MIR6738	
ARHGEF2-AS2	
ZFAND1	A_23_P146050
ZFAND1	
ARHGEF2-AS1	
TUBB8P7	
SSR2	A_23_P126474
SSR2	A_24_P282578
SSR2	
CICP25	
DBNDD1	A_23_P26439
DBNDD1	
RPS26P40	
PCBD1	
PCBD1	A_23_P367405
STAT6	A_23_P47879
STAT6	
ZNF574	A_23_P89931
ZNF574	
TBATA	A_23_P12858
TBATA	
MIR4323	
DEDD2	A_24_P207479
DEDD2	
HEATR3-AS1	
TLX1NB	
ACTG1P16	A_24_P850172
RNY4P3	
TLX1	A_23_P24031
TLX1	
RPL10P14	
DHRS7C	
DHRS7C	A_23_P129916
MIR138-2	
SLC12A3	A_23_P77653
SLC12A3	A_24_P309912
SLC12A3	A_32_P108066
SLC12A3	
CALHM2	A_23_P202219
CALHM2	
RN7SL836P	
GRK4	A_23_P212756
GRK4	
GIPR	A_23_P119395
GIPR	A_24_P373768
GIPR	
CLUH	A_23_P4435
CLUH	A_24_P61753
CLUH	
	A_24_P460599
ECI2-DT	
CALHM1	A_32_P812268
CALHM3	A_24_P263297
NEURL1-AS1	
	A_24_P289471
	A_32_P74140
CALML4	A_23_P129188
CALML4	
RPS6KA2-AS1	
SH3PXD2A-AS1	
RN7SL524P	
CTSLP3	
RNASET2	A_24_P192017
RNASET2	A_24_P289471
RNASET2	A_24_P360269
RNASET2	
GLUD1P2	
	A_32_P98298
RNA5SP311	
PTPN20	A_23_P202532
PTPN20	
SH2D7	
VEGFB	A_23_P1594
VEGFB	A_24_P55971
VEGFB	
UBQLN4P2	
UBQLN4	A_23_P201059
UBQLN4	
RETREG1	A_23_P167599
RETREG1	A_24_P266048
RETREG1	
DNAJA4	A_23_P129279
DNAJA4	A_23_P206140
DNAJA4	
DNAJA4	A_23_P387649
RNU7-54P	
CLHC1	A_23_P257417
CLHC1	
HILPDA	A_23_P20022
LINC02705	
MIR6503	
MS4A12	
MS4A12	A_23_P127760
RAB25	A_23_P115091
RAB25	
HILPDA-AS1	
METTL2B	A_23_P59836
METTL2B	A_24_P372123
METTL2B	
PMF1-BGLAP	A_23_P160638
PMF1-BGLAP	A_24_P336551
MS4A13	
CDPF1P1	A_23_P91130
MTIF2	
MIR642A	
