hgnc_symbol	agilent_cgh_44b
XRCC4	A_14_P201832
XRCC4	A_14_P128951
RRAGA	A_14_P102520
CLDN9	
AP2S1	
SCNM1	
SCNM1	A_14_P116662
ADAMTSL1	
ADAMTSL1	A_14_P116569
ADAMTSL1	A_14_P132270
CLDN6	
EIF3E	
OOEP-AS1	
RPL12P3	
CNTROB	
CNTROB	A_14_P108303
CNTROB	A_14_P124610
BPIFB1	
RPL39P3	
MTM1	
THOC6	
THOC6	A_14_P108282
P2RY1	A_14_P108100
RPS6P8	
EEF1A1P25	
DDX43	
NAALADL2-AS3	
DAP	
UBE2V1P2	
LINC02500	
AVEN	
SERP1	
APOBEC3AP1	
ANKRD44	
LINC02382	
CHRM5	
MED26	
BPIFB5P	
BPIFB9P	
FLG	
CDK5RAP1	
NDUFS6	
FAM227B	
SPOCK3	
ALX3	
ATP5MC1P4	
YWHAQP6	
NMUR2	
DNAI1	
DNAI1	A_14_P117242
HCFC2	A_14_P127030
HCFC2	A_14_P135104
HCFC2	
PIN1	
RPS15AP9	
NHLH2	
TRPC7	
ENHO	
CNTFR	
TNIK	
KHDRBS2-OT1	
TRIM33	
KHDRBS2	
PAK1	
XRCC1	
GUCA1B	
MRPS10	
CNTFR-AS1	
LINC02440	
MRPS6P4	
CRYBG1	A_14_P119112
CRYBG1	
RPP25L	
DCTN3	
DTWD1	
DTWD1	A_14_P136618
BICDL2	
DUSP19	
DUSP19	A_14_P137326
CFAP54	
CD99L2	
RNU1-125P	
RNU1-22P	
GUCY2D	
ZSCAN10	
IGKV3OR2-268	
GALT	A_14_P100216
GALT	
RNA5SP211	
LINC01889	
LINC01807	
RTN4IP1	
GAPDHP59	
KLF2	A_14_P200525
KLF2	A_14_P100921
C2orf88	
C2orf88	A_14_P117471
C2orf88	A_14_P136727
MIR422A	
CIAO2A	
RNU6-527P	
QRSL1	A_14_P122092
QRSL1	
QRSL1	A_14_P104661
ALOX15B	
ALOX15B	A_14_P120628
UBE2E3-DT	
FLG-AS1	
FLG-AS1	A_14_P109748
RPL21P65	
LINC02526	
PSMD14	
RNU6-117P	
MIR587	
SNORA40C	
RNU6-1115P	
TICAM2	
CNN2P9	
ZNF213	
KSR2	
AMD1	
AMD1	A_14_P133699
SNX1	A_14_P106504
SNX1	
PPP4R3A	
CDC14A	A_14_P110107
CDC14A	
CDC14A	A_14_P131083
ADAM19	
CASP16P	
SNTA1	
DENR	A_14_P124565
DENR	
OR1F1	A_14_P127116
BPIFB3	
SH3BP4	A_14_P120051
SH3BP4	
SH3BP4	A_14_P140004
OR1F2P	
LINC00921	
PPIAP91	
ZNF263	A_14_P120704
ZNF263	
NLGN3	
NLGN3	A_14_P126422
LINC02444	
RPS27P23	
MIP	
DNMT3B	A_14_P103258
DNMT3B	A_14_P138075
DNMT3B	
ALOXE3P1	
TIGD7	
ALOX12B	
LINC02459	
RCN1	A_14_P109022
RCN1	
CCL27	
LINC02882	
OR2C1	A_14_P134461
GTF3C6	
MTCO1P28	
MTND1P8	
RPF2	
ZNF174	A_14_P135673
ZNF174	A_14_P133670
NUP37	
MIR4314	
CCL19	
RDX	
HES7	
WDR18	
SNX22	A_14_P104907
SNX22	
GSTM2P1	
RNU6-824P	
ZNF597	
MIR1273C	
CCL21	
TFB1M	
FAM205A	
PER1	
SIGMAR1	
NAA60	
NAA60	A_14_P122857
MORF4L1P5	
PRXL2CP1	
CLDN20	
SLC4A10	A_14_P107255
SLC4A10	A_14_P107135
SLC4A10	
SLC4A10	A_14_P113800
SLC4A10	A_14_P136448
LAS1L	
NOX3	
PHB1P18	
CSNK1G1	
ITPR2-AS1	
ESR2	
IFITM3P5	
ANAPC5	
RN7SKP186	
MIR4640	
FBXO38	A_14_P106261
FBXO38	
MIR6877	
GGA1	
GGA1	A_14_P113815
GTF3C5	
GTF3C5	A_14_P132610
NHS	
RPL7P54	
LPAR4	
LPAR4	A_14_P112508
	A_14_P108879
CALR3	
NT5DC1P2	
PHF6	
PHF6	A_14_P201283
NAPGP2	
IFNL2	
MIR6883	
RNU6-1133P	
VAMP2	
PSORS1C1	A_14_P200175
PSORS1C1	A_14_P124767
SLC6A5	A_14_P114336
SLC6A5	A_14_P113842
ZNF547	
ZNF547	A_14_P101574
CD53	
CD53	A_14_P103836
TMEM107	
TCF19	A_14_P127041
NR2C2AP	
PYGB	A_14_P130740
PYGB	
SNORD118	
CEL	
MIR4521	
BORCS6	
RLIMP2	
MTIF2P1	
AURKB	
FLG2	
LTA4H	
SRGAP2C	
VARS2	A_14_P108879
VARS2	A_14_P117738
CELP	
CARM1	A_14_P118491
CARM1	
RALGDS	
MTND5P9	
MFAP3L	
	A_14_P123240
MIR6126	
C16orf90	
UBE2QL1	
SPAG17	
RPS20	
CLUAP1	A_14_P123240
CLUAP1	
CLUAP1	A_14_P200411
CLUAP1	A_14_P125867
GRIK4	A_14_P102615
GRIK4	A_14_P123338
GRIK4	
NSUN2	
LINC02436	
ABHD12	
HAUS4	
HPRT1	
RPL36AP54	
MIR450B	
MIR450A1	
MIR450A2	
MIR542	
MIR503HG	
CTSB	
TMED4	
PRX	
MIR503	
MIR424	
LINC00629	
PLAC1	
SRGAP2-AS1	
KLHL2	
RPL21P133	
AGBL3	
RPS7P12	
RNU4-44P	
PABIR2	
TTF2	
KCNMA1-AS3	
MBL2	
SH3BP1	
SH3BP1	A_14_P139916
IZUMO1	
CRYGA	
PCLAF	
PFAS	
PFAS	A_14_P124874
PFAS	A_14_P136779
MTND4LP14	
SRD5A1	
LINC01827	
CRLF3P1	
NTN4	
KCNH7-AS1	
ABCC2	
ABCC2	A_14_P113705
NLRC3	
PPIAP2	
NINL	
UBE2WP1	
RPL6P2	
PLEKHA2	
FGF21	A_14_P135843
ITM2C	A_14_P121377
ITM2C	
CSTPP1	A_14_P107705
CSTPP1	A_14_P112129
CSTPP1	
CSTPP1	A_14_P121520
CSTPP1	A_14_P132154
CSTPP1	A_14_P133508
CSTPP1	A_14_P138395
CAV2	
CAV2	A_14_P124346
CAV2	A_14_P131069
RNU6-317P	
BCAT2	
LINC02102	
TENT4A	A_14_P128196
TENT4A	
TRIP4	
TRIP4	A_14_P106860
ASIP	
XPOTP1	
AHCY	
HTRA4	A_14_P125091
TRAP1	
SLC25A4	A_14_P139919
CACNA2D1	
CDC42P1	
ITCH-AS1	
ITCH-IT1	
MIR644A	
FDX1P1	
MAP1LC3A	A_14_P121568
MAP1LC3A	A_14_P128074
MRPS18CP7	
RNA5SP505	
PHF8	
SLC25A35	
TM2D2	
TOMM22P4	
DUX4L5	
GAPDHP61	
AKIRIN2P1	
LINC02514	
LINC02430	
FBXW7-AS1	A_14_P122699
	A_14_P127876
AGA	
ADGRD1-AS1	
PDXP-DT	
SHLD2P3	
RN7SL453P	
RHEBP2	
PDXP	
PSMD9	
PSMD9	A_14_P108328
SLC6A17-AS1	
ADAM32	A_14_P125405
RN7SL385P	
PIGU	
LGALS1	
NPR1	A_14_P125388
NPR1	
RPL7L1P10	
CXXC1	
RPL7P34	
RANGRF	A_14_P120429
RANGRF	
RANGRF	A_14_P133932
LIPF	A_14_P121204
LIPF	
TLK1	
MIR4278	
RN7SKP79	
GNL3LP1	
ERCC8-AS1	
SMIM15	
NOL12	
	A_14_P128989
NSA2P6	
HINT1	
MAP9-AS1	
ARHGEF15	A_14_P103051
ARHGEF15	
DYNLRB1	
ITCH	A_14_P128989
ITCH	A_14_P109028
ITCH	
ITCH	A_14_P121685
GOLGA8UP	
RPS14P7	
OR4K2	
PHB1P14	
RPL6P11	
HNRNPA1P43	
RN7SL82P	
HERC2P10	
LRFN5	A_14_P102026
LRFN5	
LYRM7	A_14_P202223
LYRM7	A_14_P108668
LYRM7	
DNAJB14	
MAGI3	A_14_P131418
MAGI3	A_14_P131236
MAGI3	A_14_P108071
MAGI3	
SLC48A1	
SLC48A1	A_14_P122399
FDPSP4	
	A_14_P100640
UBR1	
ODF4	A_14_P100640
ODF4	
PLA2G6	
OR4M1	
OR4K14	
NLRP14	A_14_P106729
NLRP14	A_14_P114383
OR6J1	
OR4K13	
SH3TC2	
OR4K1	
OR11M1P	
NAPGP1	
KRT8P38	
OR10G3	
RCBTB2P1	
LIPM	
C14orf178	
RPL26	
NF1P4	
GBGT1	
SNX2P2	
LINC02932	
RNU6-1306P	
NF1P11	
RCOR2	
RPS10P14	
RAP1B	
RAP1B	A_14_P109280
RSL24D1P3	
RALGAPA1	
MTND1P3	
DNAJB9	
DNAJB9	A_14_P201145
LIPN	
RNU6-598P	
EEF1A1P39	
DNM1P17	
GOLGA2P6	
PCOLCE-AS1	
RN7SL241P	
MIR7162	
NIFKP1	
CCND3P1	
MAP3K8	A_14_P201691
MAP3K8	A_14_P133193
LEP	A_14_P137267
NAA40	
PDGFC	
GRPEL2P3	
HSD17B14	
GNAT3	
HNRNPA1P32	
RN7SL63P	
SNRPGP12	
SMNDC1	
IFT80	
RNU7-43P	
PPIAP52	
MTND4LP2	
CCDC42	
DOCK4-AS1	
ASS1P11	
LINC00602	
GAPDHP72	
OR7E38P	
EEF1GP1	
	A_14_P128469
RNU6-153P	
PRR18	
MFSD6L	
PIK3R6	
SFT2D1	
GCC1	
DUSP5-DT	
HMGB3P5	
DUSP5	
DUSP5	A_14_P126507
PLEKHA4	
RNU6-45P	
COX8A	
RPS3AP47	
RXFP1	
RXFP1	A_14_P122746
TMEM62	
TMEM62	A_14_P103948
TMEM62	A_14_P119182
CEP19P1	
CACNA2D1-AS1	
CRYGB	
SND1-IT1	A_14_P101199
EIF2S2P5	
LINC02903	
PGBP	
MACROD1	
MIPEPP1	
TERF1	
TERF1	A_14_P115924
KCNC4-DT	
NDUFAF4P2	
HNRNPA1P49	
LINC01649	A_14_P117074
MPC1	
OR7E89P	
LINC01963	
ANKRD7	
MYO1B-AS1	
MTPAP	
UBL4B	
TERF1P6	
WNT6	A_14_P121368
WNT6	
MPC1-DT	
RPS6KA2-IT1	
MIR1913	
RNU6-285P	
TBXT	
GGH	
PIK3R5-DT	
NTN1	
LAMB4	
KLF7	
GINS1	A_14_P104044
GINS1	A_14_P134876
GINS1	
GINS1	A_14_P119966
CSPP1	A_14_P131035
CSPP1	
CSPP1	A_14_P138463
SRL	
STX8	
SPCS2P1	
RNU6-571P	
MED28P1	
ACTBP14	
SRGN	
MRS2	
MRS2	A_14_P130852
MRS2	A_14_P111162
CCNDBP1	
CCNDBP1	A_14_P129740
CCNDBP1	A_14_P120398
STIP1	
STIP1	A_14_P131568
MYO5B	
RPS12P17	
LINC02159	
ANXA8	
GABRA6	A_14_P107784
GABRA6	
TFAP4	
GABPB2	
FAM120C	
FOXA2	
PPP1R15A	A_14_P106853
LNCNEF	
LINC01747	
KIAA2012	
TULP2	
CD5L	
KRT18P3	
GCNT1P1	
RNA5SP476	
POLR3F	
POLR3F	A_14_P105542
CFAP52	
CFAP52	A_14_P119159
GLRXP3	
ZNF474-AS1	
LINC01761	
CDK4P1	
LINC01768	
SNCAIP	
SNCAIP	A_14_P126034
RPL37P24	
RPL7AP71	
RUFY2	
NYX	
NYX	A_14_P101243
TPTEP2-CSNK1E	
FMO5	
TMEM185A	
TPTEP2	
RPL7P61	
CDK8P2	
MTERF4	
MIR3192	
RPL21P3	A_14_P128180
RBBP9	
NUCB1	
BEND3	
RPS19P1	
SEC23B	
KAT6A	
PREP	
RBMX2	
RBMX2	A_14_P136460
PRKCI	
PRKCI	A_14_P114731
RPL19P18	
MYL6P4	
USP43	
KCNJ4	
GRM8-AS1	
RPL3P8	
KDELR3	
KDELR3	A_14_P128501
PUS7	
LCOR	A_14_P108044
LCOR	
LCOR	A_14_P116894
DDX17	
SAGE1	
GPR34	
RPS17P8	
VTI1A	
VTI1A	A_14_P100357
VTI1A	A_14_P121694
GPR55	
SCAF8	A_14_P138405
SCAF8	A_14_P116761
SCAF8	A_14_P107039
SCAF8	
DACH2	A_14_P202385
HAO2-IT1	
	A_14_P108733
COPS8-DT	
TXNP3	
LINC02053	
CPS1-IT1	A_14_P119465
LINC02772	
LINC02082	
RPS29P29	
FABP5P10	
PDE4DIPP6	
SLC39A10	
ZNF277	A_14_P113710
ZNF277	A_14_P109489
ZNF277	
ZNF277	A_14_P126873
NAALADL2	
LINC01262	
KIFBP	
KIFBP	A_14_P114547
ELL2P1	
LYSMD1	
LINC02515	
LINC02374	
GLP2R	
GLP2R	A_14_P116007
GLP2R	A_14_P125924
CEP76	
ZNF827	
ELOCP19	
PNRC2P1	
NUP210L	
NUCB1-AS1	
DHDH	
RPSAP33	
ELF4	
ATP5PDP1	
TGM7	
LINC02000	
CSF2RBP1	
DCUN1D1	
TST	
FTL	
LCMT2	
GALNT17	A_14_P101370
GALNT17	A_14_P110343
EPB42	
ASAH2B	
DIAPH2	A_14_P111991
DIAPH2	A_14_P113830
DIAPH2	A_14_P104334
DIAPH2	A_14_P129534
DIAPH2	A_14_P129902
CYTH4	
CYTH4	A_14_P111673
CYTH4	A_14_P127980
GSTM3P2	
NPM1P45	
RCVRN	
TFPI	
SLC31A1P1	
RPP30	
RPP30	A_14_P103054
LINC02023	
RPS27AP1	
NAT16	
CILK1	
PLOD2	
MYH13	
KCND2	A_14_P111263
KCND2	A_14_P201598
ZNF585A	
COL4A6	
LINC01882	
IMMP2L	
PSMG2	
PSMG2	A_14_P127660
PSMG2	A_14_P113466
ZNF585B	
RAB19	
SLC4A9	A_14_P122452
SLC4A9	
RPL19P4	
AHCTF1P1	
GPR39	
AP3M2	
DENND2C	
CENPW	
MYHAS	
MIR7973-2	
MIR7973-1	
	A_14_P131541
	A_14_P100549
	A_14_P115982
TCAF1	
GLDN	A_14_P126809
GLDN	
KLF7-IT1	
BOK	
MYH8	
KCNK16	
LINC02965	
CCDC115	
ELFN2	
NEBL	
MFNG	
LINC00904	
SND1	A_14_P111044
SND1	
SND1	A_14_P120007
SND1	A_14_P101199
LINC01838	
ZNF792	
SMIM26	
MXRA7P1	
RPL17P14	
GRAMD1A-AS1	
RN7SL638P	
RNU6ATAC34P	
DUXAP7	
DTD1-AS1	
SLC25A12	
MIR6887	
RBCK1	
RBCK1	A_14_P129653
LGI4	
TMEM200A	A_14_P114357
CD2	A_14_P112244
CD2	
FHIP1A	A_14_P130462
FHIP1A	
CARD10	
REPS1	
DMXL2	
LINC02799	
LINC01661	
MYH4	
PLAT	
TPT1P3	
LINC02031	
MTND4LP10	
DOCK1	
DEPDC1	
BZW1P1	
LINC02006	
CDKN2AIP	A_14_P110527
CDKN2AIP	A_14_P135662
CDKN2AIP	
SLC7A14-AS1	
SLC7A14-AS1	A_14_P125956
STK25P1	
EIF4A2P1	
SEH1L	
SEH1L	A_14_P121139
RPL22P1	
SOX2	A_14_P103493
SOX2	A_14_P132639
SOX2	A_14_P202174
ADAM20P3	
MTND4P8	
LINC01596	
ATP11B	
RPS23P4	
ZFP42	A_14_P123211
DLX5	
MYH1	
MTND3P3	
UNC5C	
ARF5	
ARF5	A_14_P123307
FXYD7	
RPE	
RNF121	
MAP4K5	
FXYD5	
FXYD5	A_14_P103859
USP44	
RTEL1-TNFRSF6B	
MFSD14C	
PKMP1	
PPIAP7	
OR10AE1P	
LINC02806	
MRPS21P2	
CEP192-DT	
RNU4-14P	
ELOCP20	
CEP192	
CEP192	A_14_P202294
NDUFA5P10	
ANKHD1	
ANKHD1	A_14_P130301
ANKHD1	A_14_P125712
TESC	
MYH2	
CDC42EP1	
CDC42EP1	A_14_P113444
WWC2	A_14_P202275
WWC2	
WWC2	A_14_P112034
FAM3C	
TCEA1P1	
GAS2L1P2	
GPR89A	
VN1R51P	
FAM220CP	
RNU6-798P	
ZNF322P1	
RPN2	
SUGT1P4	
CTSV	
LGALS2	
DYNC1H1	
DYNC1H1	A_14_P118619
LNCSRLR	
LINC02409	
MRPL2P1	
SSU72P8	
RBM19	
TTLL8	
SLC13A1	
CC2D2B	
RAC2	
	A_14_P130195
RNU6-72P	
MIR3165	
LAMTOR1	
RAC1P6	
GRM8	
CFAP43	
RPEP6	
FOLR1P1	
PHOX2A	
APOL1	A_14_P118891
APOL1	
	A_14_P120455
OR13C6P	
OR13C7	
OR2AM1P	
RECK	
SLC22A18	A_14_P200283
SLC22A18	A_14_P106963
RTEL1	
LINC02830	
SMIM30	
LINC02172	
TRIM8	
HPGD	
	A_14_P118830
MIR5695	
FARSA	
CALN1	
CMAS	A_14_P122451
MYH3	
CDHR3	
CDHR3	A_14_P134200
CLTA	
SCG3	
AHCYP5	
LRRC10	
GAS2L1	A_14_P119263
GAS2L1	
GAS2L1	A_14_P103198
DMBT1	
CAMKK2	
ATXN3L	
VCX3B	
OSBPL6	A_14_P132366
OSBPL6	A_14_P118167
OSBPL6	
SLC38A5	
POLB	
POLB	A_14_P115835
POLB	A_14_P109786
POLB	A_14_P101242
LYSMD2	
MTND3P2	
ANKHD1-EIF4EBP3	A_14_P110229
MRPS36P2	
DUX4L6	
BAIAP2L1	
FHIP1A-DT	
LINC02492	
RYR3	A_14_P103005
RYR3	
RYR3	A_14_P201624
GNE	
FARSA-AS1	
TBL1XR1-AS1	
MIR6515	
ASS1P7	
NPHP3-AS1	
RAD23A	
RAD23A	A_14_P139481
LSM8	
SCO1	
HNRNPA1P20	
TRAPPC11	A_14_P201129
TRAPPC11	
TRAPPC11	A_14_P112209
NAALADL2-AS2	
ACIN1	
KCNMB2-AS1	
RIMBP3B	
FAM246B	
FAM246A	
MRTFA	
PLEKHA8	
PLEKHA8	A_14_P108955
ADPRM	A_14_P132359
MECOM	
EIF4EBP3	A_14_P110229
TMEM220	
VCX3A	
HAUS1P1	
NDUFA2	
TCEAL4	A_14_P118508
TCEAL4	A_14_P128392
MAGOH2P	
TMEM220-AS1	
GADD45GIP1	
DND1	
TMEM150B	
HARS2	A_14_P121707
HARS2	
HARS2	A_14_P105484
WNK3	
PIRT	
RNU6-1065P	
RPL15P21	
RN7SL601P	
SHISA6	A_14_P119953
SHISA6	
LDLRAD4	
LDLRAD4	A_14_P119388
HMGB3P24	
PPP6C	
PTGES3P3	
NR1H5P	
TEMN3-AS1	
GTF2B	
DNAH9	
DNAH9	A_14_P108901
DNAH9	A_14_P130280
DNAH9	A_14_P124667
TKTL2	
KMT5C	
KMT5C	A_14_P132141
PRPS1P2	
RPSAP76	
RABEPK	
LINC02508	
FMC1-LUC7L2	
GASK1B-AS1	
DKK4	
SNORA30	
TMEM265	
SUMO2P14	
PHKG2	
YWHAQP4	
VDAC3	
VDAC3	A_14_P125826
FKBP5	
F11-AS1	
TFEC	
MTCO2P21	
HSPA5	
TNFSF4	
MC2R	
METAP1	A_14_P200127
METAP1	
METAP1	A_14_P137160
HNRNPA1P68	
ZNF519	
PFN1P12	
KCNJ9	A_14_P137800
COX6B2	
HMGCLL1	
CSF1	A_14_P103968
CSF1	
BRCC3	
HSPA5-DT	
RNU6-1020P	
FRG2LP	
RNA5SP281	
SLC25A5P8	
ACO1	
ACO1	A_14_P136455
CLUL1	A_14_P121360
CLUL1	A_14_P130387
CLUL1	
ATP5PBP4	
PRSS37	
LIN28AP1	
HNRNPCP2	
GARIN5B	
NUDT19P5	
DBET	
LINC02355	
LANCL1	
UNC5C-AS1	
NWD2	
IL11	
CFAP119	
MTCO3P9	
VTI1BP2	
LINC02496	
ABT1P1	
ATP5MGP4	
RPL23AP65	
RPL30P6	
TMEM190	
TBX1	
SWAP70	A_14_P106179
SWAP70	A_14_P103999
SWAP70	
SWAP70	A_14_P136192
DUX4L4	
IDH3G	
TRMT12	A_14_P129371
TRMT12	
NPY2R	
RNF139	A_14_P110401
TMEM238	
SETP12	
TATDN1	
RPL28	
RPL28	A_14_P117270
MTATP6P14	
NKAIN1P1	
DHCR24-DT	
LINC02805	
ANP32C	
SERPINB10	
FOSL1P1	
SLC25A5P6	
TNFAIP8L2	
ZNF629	
TNFRSF11A	A_14_P100206
TNFRSF11A	A_14_P118731
TNFRSF11A	
MIR4519	
MIR762	
CTF2P	
FBXL19-AS1	
	A_14_P101426
	A_14_P200428
ORAI3	A_14_P101426
ORAI3	
FMO8P	
HSD3B7	
HSD3B7	A_14_P100587
ADTRP	
RPL7AP19	
CDC26P1	
NAP1L4P1	
SEC22B4P	
LZTR1	A_14_P125763
LZTR1	A_14_P128364
LZTR1	
LZTR1	A_14_P131023
LMX1A-AS1	
LINC01307	
MIR4325	
RPL39P39	
SPO11	
SPO11	A_14_P103062
RPL7AP42	
IGSF8	
HIBADH	
RPPH1-2P	
CHURC1-FNTB	A_14_P109310
CHURC1-FNTB	
MIR6805	A_14_P117270
UBE2S	
RN7SKP50	
LINC02709	
RPL17P44	
ACTBP9	
	A_14_P201940
ZCCHC2	A_14_P108470
ZCCHC2	
ZCCHC2	A_14_P202270
RNU7-28P	
LINC02437	
AGGF1P1	
LINC02434	
ADM-DT	
ZMAT2	
ZMAT2	A_14_P132436
ADM	A_14_P130211
ADM	A_14_P117900
ADM	
ADM	A_14_P120133
ISOC2	
CLUHP4	
PLG	
PLG	A_14_P116814
STX1B	
THEGL	
RAB15	
PCDHA1	
PCDHA1	A_14_P101802
MPC2	
FAM47A	
APOOL	
NDUFB6	
DPP3P1	
FAM13A-AS1	
RNF148	
LINC01107	
HSPE1P23	
NDUFS5P4	
RAE1	
UGGT1	
LINC02507	
PLS3	
TLCD4-RWDD3	A_14_P126646
TLCD4-RWDD3	
DFFBP1	
TAF1L	
LINC02465	
SNRPCP1	
DDX58	
ZNF628-DT	
SLC25A24P2	
FMO11P	
LINC00624	
ZNF628	
STX4	
NAT14	A_14_P113058
NAT14	
C1orf112	A_14_P110548
C1orf112	A_14_P117149
C1orf112	A_14_P116543
C1orf112	
RPL6P27	
RNU6ATAC33P	
PCDHA2	
PCDHA2	A_14_P101802
MIR4485	
RNF141	
LINC01630	
SSC5D	
SSC5D	A_14_P124206
PCDHA3	A_14_P118477
PCDHA3	A_14_P101802
PCDHA4	
PCDHA4	A_14_P118477
PCDHA4	A_14_P101802
SMIM28	
LYRM4	
MAP3K13	
MAP3K13	A_14_P101556
MIR7154	
FNTB	A_14_P121438
FNTB	A_14_P109310
FNTB	A_14_P122411
FNTB	
	A_14_P127559
SNHG22	
PCDHA5	
PCDHA5	A_14_P101802
GAPLINC	
LINC02885	
GPM6A-DT	A_14_P101587
PCDHA6	
PCDHA6	A_14_P101802
EP300-AS1	
TNRC6B-DT	
LINC01902	
RRP7BP	
TMEM184C-DT	
RPL7AP28	
MIR924HG	
STMP1	
ZNF18	
MIR571	
LNCDAT	
RN7SKP113	
RN7SKP36	
MIR4798	
RN7SKP292	
MIR548I2	
RN7SL221P	
RNA5SP152	
PKMP5	
RNA5SP154	
RNA5SP156	
RNU6-578P	
SBK2	
NRN1	
RN7SKP170	
MIR572	
SNORA75B	
MIR573	
RN7SL16P	
CYCSP19	
RNU6-420P	
MIR218-1	
MIR7978	
RNA5SP157	
RN7SL101P	
MIR4275	
RNU7-126P	
SBK3	
MIR1255B1	
RNU6-573P	
LINC02690	
PRELID3BP10	
RN7SL558P	
RNU6-1112P	
MIR4802	
RNU7-74P	
RNA5SP159	
PARP12	
MIR4801	
RNU7-11P	
RNU6-931P	
RNU6-412P	
ZNF579	
RNU6-32P	
RN7SL193P	
RN7SKP199	
CRY2	
CRY2	A_14_P133733
RNU6-158P	
RNU5E-3P	
MIR7853	
MIR8053	
MIR5683	
RNU6-276P	
SNAPC5P1	
RN7SKP30	
FIZ1	
RNU6-310P	
MIR548AG1	
F13A1	
RNU6-1325P	
RNU6-652P	
RNU6-699P	
MIR1269A	
RNU6-191P	
RNU1-63P	
RNA5SP527	
RNU6-95P	
RNU6ATAC5P	
ATP8B1-AS1	
RNU4ATAC9P	
MAX	
RNU5A-2P	
RNU6-499P	
RNU6-774P	
RN7SKP48	
MIR575	
LRRC37A7P	
RN7SL552P	
RNU6-469P	
ZNF524	
ZNF524	A_14_P200557
RNU6-615P	
RNU6-33P	
MIR3976HG	
RNU6-1059P	
MIR4451	
RN7SKP28	
MAP2K4	
MAP2K4	A_14_P202132
RNU7-149P	
PCDHA7	
PCDHA7	A_14_P101802
MIR3684	
RNU6-462P	
RNU6-551P	
ZNF784	
RNU6-34P	
RNU6-635P	
RNU6-431P	
SNORA24	
MIR577	
RN7SL55P	
PCDHA8	
PCDHA8	A_14_P101802
MIR576	
MIR8066	
MIR1255A	
RNU6-1054P	
RN7SKP137	
RNU6-948P	
RNU6-1217P	
RNU6-119P	
RNU6-550P	
RN7SL205P	
PCDHA9	A_14_P129625
PCDHA9	A_14_P101802
RNU6-583P	
ZNF580	
RNU1-89P	
RNU6-224P	
RN7SL808P	
PCDHA10	
PCDHA10	A_14_P101802
LINC02544	
RNA5SP166	
RNU7-197P	
THBS2-AS1	
RNU6-1230P	
RNA5SP167	
TOPORS	
MIR6844	
RNA5SP165	
RN7SKP253	
MIR4799	
RN7SL254P	
NDUFB9	
NDUFB9	A_14_P133978
RN7SKP35	
ZNF581	A_14_P120788
SNORD73B	
VTA1P1	
MIR548G	
RNU6-1282P	
RNA5SP169	
THAP7-AS1	
SNORD73A	A_14_P201526
RNU6-1285P	
XIAP-AS1	
RNU6-582P	
RNU6-122P	
PARD6BP1	
STAG2-AS1	
MIR3140	
RPPH1-3P	
SMIM15P2	
RNU4-79P	
LINC01664	
NOTCH1	
RNU6-284P	
MTCH1P1	
RN7SL446P	
STAG2	
STAG2	A_14_P126411
NHSL1-AS1	
RN7SKP188	
RNA5SP170	
RNU6ATAC13P	
CCDC106	
CCDC106	A_14_P105149
MTND1P9	
RBM38-AS1	
RN7SKP105	
CCDC28A-AS1	
RNU6-1336P	
RNU6-853P	
RBM38	A_14_P113172
RBM38	
RNY4P17	A_14_P119234
MIR6082	
ACKR4P1	
MIR4453	
RN7SL776P	
RN7SL253P	
	A_14_P103693
RNA5SP172	
RNU1-45P	
RN7SKP136	
RNA5SP171	
RNA5SP173	
MIR4454	
MIR3667HG	
RN7SKP13	
RNU6-335P	
RNU6-1053P	A_14_P201129
CCDC28A	
RNU6-479P	
RN7SL28P	
MIR1305	
RNU2-34P	
RNU2-66P	
RN7SKP67	
RNU2-44P	
MIR4276	
RNU6-173P	
RNU7-192P	
VEPH1	
UPP2-IT1	
TEKT4P3	
UQCC1	
GTF3C4	
NFXL1	
LINC00896	A_14_P123694
LINC01850	
PODXL	
TCP10L3	
BCRP2	
PRADC1	
FAM78B	
COSMOC	
THOC1-DT	
LINC00667	
LINC00667	A_14_P125580
RNU11-2P	
MIR744	
PCDHA14	
PCDHA11	
PCDHA11	A_14_P101802
LINC02991	
MYOCD-AS1	
AK8	
TUBAP13	
LAMC1	A_14_P118994
LAMC1	
ARHGAP44-AS1	
MLXIP	A_14_P122584
MLXIP	A_14_P131632
ACKR3	A_14_P120005
ACKR3	A_14_P200874
MIR1269B	
MTSS1	
ZNF668	
AMZ2P2	
RPS3AP13	
MIR3918	
EZR-AS1	
RPSAP43	
RNA5SP213	
ELAC2	
MIRLET7BHG	
EPN1	A_14_P114407
EPN1	A_14_P112466
EPN1	
EPN1	A_14_P123027
ERCC3	
MAPK8IP1	
PARD6G-AS1	
GSTA1	
SPACA9	
PCDHA12	
PCDHA12	A_14_P101802
EPIC1	
LINC01544	
ZNF646	
MTCO3P41	
ZNF271P	
LINC01915	
TSC1	
DYNC2I1	A_14_P100915
DYNC2I1	A_14_P117930
DYNC2I1	
CD1D	
CD1D	A_14_P103137
VKORC1	
MIR122HG	
LIVAR	
MIR133A1HG	
GSTA6P	
GSTA5	
DLGAP1-AS2	A_14_P102300
DLGAP1-AS2	
GSTA11P	
NCR2	
NCR2	A_14_P132993
NLRP9	
	A_14_P133383
KDSR-DT	
PCDHA13	A_14_P101802
PCDHA13	
DSCAS	
TYMSOS	
BCKDK	A_14_P123905
BCKDK	
DLGAP1-AS4	
