hgnc_symbol	affy_u133_x3p
FAM234A	Hs.322456.0.S1_3p_x_at
EFCAB9	
AFF4	Hs.88808.0.A1_3p_at
AFF4	Hs.282908.0.A1_3p_at
AFF4	g7656878_3p_at
AFF4	Hs.231967.1.A1_3p_a_at
AFF4	Hs.11637.0.A1_3p_at
AFF4	Hs.269664.0.A1_3p_at
AFF4	Hs.269664.0.A1_3p_x_at
AFF4	
AFF4	Hs2.231967.2.S1_3p_at
KCMF1	
KCMF1	Hs.5392.0.S2_3p_a_at
KCMF1	g10047127_3p_a_at
KCMF1	Hs.143426.0.A1_3p_at
KCMF1	Hs.155659.0.A1_3p_at
	Hs.61504.0.A1_3p_at
C1orf122	Hs.26683.0.A1_3p_at
	Hs.4232.0.S1_3p_at
	Hs.4232.0.S1_3p_x_at
	Hs.4232.1.S1_3p_a_at
	226613_3p_at
CHIC2	g6912275_3p_at
CHIC2	
GRHL2	
GRHL2	g13376381_3p_at
LINC01654	Hs2.385558.1.S1_3p_at
EPHA10	
EPHA10	Hs.129435.0.A1_3p_at
EPHA10	Hs.122393.0.A1_3p_at
EPHA10	Hs2.376724.1.S1_3p_at
H3P38	
HYKK	Hs.291215.0.A1_3p_at
HYKK	g860728_3p_at
BCL11A	g12150277_3p_s_at
BCL11A	g8922264_3p_a_at
BCL11A	g13375629_3p_a_at
BCL11A	Hs.130881.0.S2_3p_a_at
BCL11A	
BCL11A	Hs2.371364.1.A1_3p_at
LINC01216	
CISD2	Hs.295953.0.A2_3p_x_at
CISD2	Hs.295953.0.A2_3p_at
CISD2	Hs.295953.0.A1_3p_at
CISD2	Hs.127700.0.A1_3p_at
MIR4473	
RNU4-26P	
MIR4474	
RPL7AP48	
FOCAD-AS1	
MIR491	
SNORA30B	
DNAJC17	g8922562_3p_at
DNAJC17	
EXD3	Hs2.164257.2.A1_3p_a_at
EXD3	Hs.126388.0.A1_3p_s_at
EXD3	
EXD3	g8923406_3p_at
TBC1D10A	Hs.8003.0.S1_3p_s_at
TBC1D10A	
MTND5P5	
H2AZ1	Hs.119192.1.A1_3p_a_at
MARCKS	Hs.75607.0.S1_3p_a_at
MARCKS	Hs.330716.0.S1_3p_at
MARCKS	g11125771_3p_s_at
MARCKS	g187386_3p_a_at
HYAL2	g4504550_3p_s_at
HYAL2	g6005759_3p_a_at
HYAL2	
SMPDL3A	Hs.42945.0.A1_3p_at
SMPDL3A	
HOXB8	g13273316_3p_at
HOXB8	g13273316_3p_x_at
HOXB8	Hs.183274.0.A1_3p_at
RHPN1	Hs.149152.0.A1_3p_at
RHPN1	Hs.128081.0.A1_3p_at
LINC00671	Hs2.432988.1.S1_3p_s_at
LINC00671	
GAST	g6005999_3p_at
FHL3	g4758373_3p_at
FHL3	
ALG1L3P	
MRPL1	g9437516_3p_at
MRPL1	
SCARNA23	
EEF1B2P3	g4503476_3p_s_at
ARX	Hs.103538.0.S1_3p_at
ARX	
RAD21L1	Hs.323833.1.S1_3p_x_at
RAD21L1	Hs.323833.1.S1_3p_at
RAD21L1	215917_3p_at
RAD21L1	Hs.323833.1.S1_3p_a_at
RAD21L1	Hs.307141.0.S1_3p_at
RAD21L1	
COX6B1P2	
NDUFS5P1	
HECA	g7706434_3p_at
UTP18	g7705764_3p_a_at
UTP18	
RPL7AP23	
PAFAH1B2P1	
RN7SL91P	
WASH6P	
WASH6P	Hs.21346.2.S1_3p_x_at
WASH6P	226340_3p_x_at
WASH6P	Hs.21346.0.A1_3p_a_at
WASH6P	Hs.21346.3.S1_3p_x_at
WASH6P	Hs.21346.1.S1_3p_x_at
WASH6P	Hs.21346.0.A1_3p_x_at
PPP1R14BP5	
NPM1P36	
NACAP7	
	Hs.293977.0.A1_3p_at
SPATA12	Hs.129794.0.S1_3p_at
TRAPPC3L	Hs.134795.0.S1_3p_at
TRAPPC3L	
PRICKLE2-AS3	Hs2.367669.1.S1_3p_at
OSTCP1	Hs2.352634.1.S1_3p_x_at
ANKK1	
LINC00251	
SLC18B1	Hs.43627.1.A1_3p_at
SLC18B1	
KRT8P4	
ABHD5	g7705770_3p_at
ABHD5	Hs.184019.1.S1_3p_at
ABHD5	
ABHD5	Hs.184019.0.S1_3p_at
LACTB2	g12654126_3p_a_at
LACTB2	g7705792_3p_at
LACTB2	
ARHGEF17	g7662063_3p_at
ARHGEF17	
RHBDL2	Hs2.433304.2.S1_3p_s_at
RHBDL2	1554895_3p_a_at
RHBDL2	Hs2.433304.1.S1_3p_s_at
RHBDL2	Hs2.433304.2.S1_3p_at
TMSB10	g10863894_3p_a_at
PM20D2	225431_3p_x_at
PM20D2	Hs.30212.2.S2_3p_at
PM20D2	Hs.30212.2.S1_3p_a_at
PM20D2	Hs.30212.2.S1_3p_x_at
MTCO3P23	
	Hs.152423.0.S1_3p_at
KMT5AP2	g9966854_3p_a_at
KMT5AP2	Hs.111988.2.A1_3p_at
ZFX-AS1	
PNRC1-DT	
MTATP8P2	
RPS26P58	g4506708_3p_a_at
NOTO	
TBCK	Hs.8115.0.S1_3p_at
TBCK	
RPL7P29	
LINC00242	
AFAP1L1	Hs2.64313.1.S1_3p_at
AFAP1L1	Hs.64313.0.A1_3p_at
AFAP1L1	
CYCSP55	g13529022_3p_at
INF2	Hs2.385556.1.S1_3p_at
INF2	
INF2	g11968044_3p_a_at
INF2	Hs.24956.0.S1_3p_a_at
INF2	g13544085_3p_s_at
TNFRSF21	Hs.159651.0.S2_3p_x_at
TNFRSF21	Hs.159651.0.S2_3p_at
TNFRSF21	g7706171_3p_at
DRD5P1	
RPL37P10	
RPL12P18	
LYARP1	
ARHGEF9	Hs.54697.0.S1_3p_a_at
ARHGEF9	g7662107_3p_s_at
ARHGEF9	
LINC01293	Hs2.385784.1.S1_3p_at
ZNF831	Hs2.131301.1.S1_3p_s_at
ZNF831	
ARC	g6319151_3p_at
USP3	
USP3	g4689127_3p_a_at
USP3	Hs.12030.0.A1_3p_at
RPL12P19	Hs.182979.1.A1_3p_a_at
HMGB1P31	
INPP5B	Hs.182577.1.S1_3p_a_at
INPP5B	Hs.182577.0.S1_3p_at
INPP5B	Hs.182577.0.S1_3p_x_at
INPP5B	
INPP5B	Hs2.407126.1.S1_3p_x_at
SUCLA2P2	
CBFA2T2	233243_3p_at
CBFA2T2	Hs.287420.0.S1_3p_at
CBFA2T2	g3201989_3p_a_at
CBFA2T2	g4826662_3p_a_at
CBFA2T2	Hs2.153934.2.S1_3p_s_at
CBFA2T2	Hs.153934.1.A2_3p_a_at
RPL32P4	
ENTPD8	
TRAM1	g7657654_3p_a_at
TRAM1	g12653796_3p_at
TRAM1	
PLGLB2	Hs.262869.1.S1_3p_at
PLGLB2	g13529238_3p_at
PLGLB2	Hs2.391855.1.S1_3p_at
PLGLB2	
SUMO2P17	213881_3p_x_at
SUMO2P17	Hs.180139.0.S2_3p_a_at
SUMO2P17	Hs.180139.1.S1_3p_a_at
SUMO2P17	Hs.180139.1.S1_3p_x_at
SMIM36	
ALDH8A1	g12007647_3p_at
ALDH8A1	
TBC1D3P1-DHX40P1	g7705842_3p_at
	Hs.296545.0.S1_3p_at
MARCHF10-DT	Hs2.434305.1.S1_3p_at
SF3A1	Hs.288883.1.S1_3p_at
SF3A1	Hs.288883.0.A2_3p_at
SF3A1	Hs.288883.2.A1_3p_a_at
SF3A1	g5032086_3p_a_at
SF3A1	Hs.288883.0.A2_3p_a_at
SF3A1	
GPATCH11P1	
RPL26P13	
MRPL19	
MRPL19	Hs.27552.0.A1_3p_at
MRPL19	Hs.162167.0.A1_3p_at
MRPL19	g7661911_3p_at
MRPL19	Hs.44024.0.A1_3p_at
LINC01482	
LINC01482	Hs.278334.0.S1_3p_at
CTDSPL	Hs.147189.0.A1_3p_a_at
CTDSPL	g5031774_3p_a_at
CTDSPL	Hs.147189.0.A2_3p_a_at
CTDSPL	
RPL23AP74	
	Hs2.319071.1.S1_3p_s_at
	Hs.184776.2.A1_3p_at
TUBD1	g7705912_3p_a_at
TUBD1	Hs.270847.2.S1_3p_at
TUBD1	
MIR7114	
PNPLA7	Hs.269682.0.A1_3p_at
PNPLA7	Hs.88827.0.S1_3p_at
PNPLA7	Hs.88827.0.S1_3p_x_at
PNPLA7	Hs.269682.0.A1_3p_x_at
PNPLA7	
LINC02732	
YIPF5	Hs.5672.0.S3_3p_at
YIPF5	Hs.5672.0.S2_3p_at
YIPF5	224949_3p_at
YIPF5	g13540583_3p_s_at
YIPF5	
LINC02698	
SMARCE1P1	
FAM183A	
	Hs2.407181.1.S1_3p_at
RNF169	Hs.21256.0.A1_3p_at
RNF169	Hs.21256.0.A1_3p_x_at
RNF169	
LY6D	g11321574_3p_at
RNGTT	g4506562_3p_at
RNGTT	g2979495_3p_a_at
RNGTT	g3097309_3p_a_at
RNGTT	g2979497_3p_at
RNGTT	
LSM3P3	
ARL3	Hs.6220.0.S1_3p_at
ARL3	g4757773_3p_at
ARL3	g4757773_3p_s_at
ARL3	202641_3p_at
PAIP2B	Hs.102657.0.S1_3p_at
ZMYM4	g4827068_3p_a_at
ZMYM4	Hs.150390.0.S1_3p_a_at
ZMYM4	Hs.150390.0.S2_3p_a_at
ZMYM4	
	Hs2.382003.1.S1_3p_at
NCOA2	g5729857_3p_a_at
NCOA2	Hs.29131.0.S1_3p_a_at
NCOA2	Hs.29131.1.S1_3p_at
NCOA2	
UVRAG	g4507860_3p_at
UVRAG	
FABP1	g4557576_3p_s_at
FABP1	g4557576_3p_at
SMAGP	g13097236_3p_a_at
SMAGP	
HPSE2	g11141906_3p_a_at
HPSE2	
HNRNPA1P13	
SEPHS2P1	
PGAM5P1	
RNF215	Hs.331618.0.S1_3p_at
RNF215	Hs2.331618.1.S1_3p_x_at
RNF215	1569365_3p_a_at
RNF215	
RNF215	Hs.283910.0.S1_3p_at
RNF215	Hs.283910.0.S1_3p_x_at
EVA1A-AS	Hs2.382187.1.S1_3p_at
MCC	g4505128_3p_at
MCC	Hs.284252.0.S1_3p_at
MCC	
	Hs2.407645.1.S1_3p_at
ANKRD11P1	
	Hs.40137.1.A1_3p_a_at
	Hs.40137.2.A1_3p_a_at
	Hs.50724.0.A1_3p_s_at
	Hs.35982.0.A1_3p_at
HNRNPA1P57	
ZNF863P	
HOXC4	
HOXC4	Hs.50895.0.S2_3p_at
MRPL41	Hs.44017.3.S1_3p_a_at
MRPL41	Hs.44017.2.A1_3p_a_at
MRPL41	Hs.44017.2.A1_3p_x_at
NCAPH	Hs.1192.0.S1_3p_at
NCAPH	
DPH7	Hs.292570.0.S1_3p_at
DPH7	
KRT125P	
KLF17P1	Hs.306808.0.S1_3p_x_at
KLF17P1	216729_3p_at
	Hs2.128889.1.S1_3p_at
OR5BK1P	
BTBD10P1	
ENO4	
RSL24D1P5	
SFMBT1	Hs.21695.0.S1_3p_s_at
SFMBT1	Hs.144616.0.A1_3p_at
SFMBT1	
RESF1	g8922572_3p_at
RESF1	
RESF1	Hs.323822.0.A1_3p_at
IQCE	Hs.21361.1.S1_3p_x_at
IQCE	Hs.21361.1.S1_3p_a_at
IQCE	g8922140_3p_at
IQCE	
ZNF236	g10092585_3p_a_at
ZNF236	47571_3p_at
ZNF236	4860525_3p_s_at
ZNF236	
SEC14L2	
SEC14L2	Hs.277728.1.A1_3p_at
SEC14L2	g7110714_3p_at
SEC14L2	Hs.139876.0.A1_3p_at
OIT3	Hs.8366.0.S1_3p_at
TG	
TG	g6631113_3p_at
MTCYBP36	
OGFRL1	Hs.233276.0.S1_3p_at
OGFRL1	g13375751_3p_at
OGFRL1	Hs.13299.0.S1_3p_at
OGFRL1	
	Hs.145875.0.A1_3p_at
KIF2B	g13377625_3p_at
RPL32P16	g4506634_3p_a_at
PPIAP19	
HOXB-AS3	Hs.269918.1.A1_3p_x_at
HOXB-AS3	Hs.269918.1.A1_3p_at
HOXB-AS3	Hs.269918.0.A1_3p_a_at
HOXB-AS3	Hs.269918.2.A1_3p_at
HOXB-AS3	Hs.269918.0.A1_3p_at
HOXB-AS3	Hs.269918.0.A1_3p_x_at
HOXB-AS3	Hs.183096.0.A1_3p_at
LINC02646	
BTF3P10	
KRT19P1	
IL22	g10092624_3p_a_at
MEMO1P2	g7705719_3p_s_at
AXIN1	Hs.184434.0.S1_3p_at
AXIN1	
FTH1P16	200748_3p_s_at
MTCO3P31	
NHLRC2	Hs.125811.0.A1_3p_at
NHLRC2	Hs.48728.0.A1_3p_at
NHLRC2	g8923144_3p_at
NHLRC2	
SPTLC1P3	
HNRNPA1P60	
ARAP1-AS2	
ARL6IP1P3	
RPSAP50	
RPS6KA2	Hs2.397210.1.S1_3p_s_at
RPS6KA2	g12803118_3p_at
RPS6KA2	Hs.184581.0.A1_3p_at
RPS6KA2	
SMCO4	g9910225_3p_s_at
SMCO4	
PPIAP71	
CSNKA2IP	
PRDM6	Hs.135118.0.A1_3p_at
PRDM6	Hs.98506.0.A1_3p_at
PRDM6	
RPS6KB1	g189509_3p_a_at
RPS6KB1	g4506736_3p_at
RPS6KB1	
RPS6KB1	Hs.146217.0.S1_3p_at
ZMYND19	Hs.128096.0.A1_3p_at
ZMYND19	
PROS2P	g4506116_3p_a_at
AASDHPPT	
AASDHPPT	g11120434_3p_at
AASDHPPT	g7106835_3p_a_at
AASDHPPT	g11120434_3p_x_at
EMX2	Hs.202095.0.S1_3p_at
MAPKAPK3	
MAPKAPK3	g1256004_3p_a_at
MAPKAPK3	g4758699_3p_at
ACTL10	Hs.191063.0.S1_3p_at
TPM3P2	
PIGPP3	
CCDC112	Hs.47534.0.A1_3p_at
CCDC112	
RTKN2	
RTKN2	Hs.177043.0.A1_3p_at
RTKN2	Hs.58559.0.A1_3p_at
ARRDC1	Hs.12999.0.A1_3p_a_at
ARRDC1	
TREHP1	
KRT8P39	
VTI1BP3	
GNAS	Hs.113368.3.A1_3p_x_at
GNAS	Hs.273385.2.A1_3p_s_at
GNAS	Hs.113368.3.A1_3p_a_at
GNAS	g3552031_3p_s_at
GNAS	Hs.273385.1.A1_3p_s_at
GNAS	
GNAS	Hs.157307.0.A1_3p_at
GNAS	g3552031_3p_a_at
GNAS	Hs.159354.1.A1_3p_at
GNAS	Hs.38057.0.A1_3p_at
GNAS	Hs.46853.0.A1_3p_at
P4HA3	
P4HA3	1560715_3p_at
P4HA3	Hs2.435828.1.S1_3p_x_at
P4HA3	Hs2.435828.1.S1_3p_at
P4HA3	Hs.179891.0.A1_3p_at
LINC02400	Hs.98588.0.A1_3p_at
PDZRN4	g7242145_3p_at
	g13625155_3p_at
UTP11	
UTP11	g7705808_3p_a_at
	Hs.168427.0.A1_3p_at
OPALIN	Hs.12449.0.A1_3p_at
EEF1A1P9	
PKD1	g4505832_3p_a_at
PKD1	Hs.75813.2.S1_3p_a_at
PKD1	Hs.75813.0.S1_3p_a_at
PKD1	
PKD1	Hs.75813.1.S1_3p_at
PKD1	214682_3p_at
PKD1	Hs.75813.1.S1_3p_x_at
PAPSS1	
PAPSS1	g3378100_3p_at
	Hs.201878.0.A1_3p_at
	Hs.201878.0.A1_3p_x_at
	g6005977_3p_a_at
	Hs.301637.1.S1_3p_at
MED21	
MED21	g1197662_3p_a_at
MED21	Hs.286145.0.A2_3p_at
ACTN4P2	
C1orf216	Hs.112023.0.A1_3p_at
C1orf216	
RPL10AP6	g6325471_3p_a_at
RPL10AP6	200036_s_at
RPL10AP6	g6325471_3p_s_at
VGLL3	
VGLL3	g7705882_3p_at
VGLL3	Hs.30343.0.A1_3p_at
SETP5	
SPATA31C1	
SPATA31C1	Hs.189296.0.S1_3p_x_at
SPATA31C1	Hs.189296.0.S1_3p_s_at
SPATA31C1	215320_3p_at
SHMT1P1	
	Hs2.376893.1.S1_3p_at
ACTL8	Hs.2149.0.S1_3p_at
SLCO6A1	Hs2.388874.1.S1_3p_at
SLCO6A1	
TRAPPC8	g7662447_3p_a_at
TRAPPC8	
RNU6-86P	
RPS10P3	
	Hs.306656.0.S1_3p_s_at
PHB1P12	
C9orf92	
RLF	g6912631_3p_at
GBE1	g4557618_3p_at
GBE1	
BNC2-AS1	
DOCK8-AS1	Hs2.190877.1.A2_3p_s_at
DOCK8-AS1	1552755_3p_at
DOCK8-AS2	
RPL12P25	
RNU6-1327P	
EIF1P1	
DMRT1	
DMRT1	g11386172_3p_at
CERS5	Hs.5331.0.S1_3p_at
CERS5	Hs.101368.0.A1_3p_at
CERS5	
	Hs2.48793.7.S1_3p_s_at
	Hs.48793.1.S2_3p_at
	Hs2.48793.3.S1_3p_s_at
	1555702_3p_a_at
	g12001985_3p_at
MTCYBP7	
RNU6-564P	
MTFP1	
MTFP1	g12001985_3p_at
PKDCC	Hs.10083.0.A1_3p_at
PKDCC	
DMRT3	Hs.189174.0.S2_3p_at
DMRT3	
RPL17P17	
CFAP20DC-DT	
	Hs2.407650.1.S1_3p_at
LINC01218	
C9orf129	
MTCO2P6	
HNRNPA3P8	
HMGB1P38	
TMEM123	Hs.172089.0.S1_3p_at
TMEM123	
RNU6-829P	
CLSPN	
CLSPN	Hs2.175613.1.S1_3p_at
CLSPN	Hs.226414.0.A1_3p_at
CLSPN	Hs.150847.0.A1_3p_at
FAM120AOS	
FAM120AOS	1563112_3p_at
FAM120AOS	Hs.37958.0.A1_3p_at
FAM120AOS	Hs.332011.2.A1_3p_at
FAM120AOS	1558761_3p_a_at
FAM120AOS	Hs2.170408.1.S1_3p_x_at
FAM120AOS	Hs.332011.0.A1_3p_a_at
DOCK3	Hs.7022.0.S1_3p_at
LINC02264	Hs.148448.0.A1_3p_at
ZNF536	
ZNF536	g7662091_3p_at
ZNF536	Hs.240905.1.A1_3p_at
ZNF536	Hs.240905.0.A1_3p_at
RPL17P50	
CYP26C1-DT	
GAPDHP45	
LINC02641	
CA10	g9910365_3p_s_at
CA10	g13094698_3p_a_at
CA10	
UGT2B4	g10863940_3p_at
UGT2B4	
UGT2B4	Hs.285887.0.S1_3p_x_at
UGT2B4	Hs.285887.0.S1_3p_at
SEC14L3	Hs.283777.0.S1_3p_at
SEC14L3	Hs.254969.0.A1_3p_at
SEC14L3	
C10orf67-AS1	
FAF2P1	
EML4-AS1	
RPL34P19	
RPL12P46	
LINC00867	Hs.69494.0.A1_3p_at
LINC00867	
REG1B	g10835247_3p_at
REG1B	
ZNF790	
ATP5PBP5	
CLNS1A	
CLNS1A	Hs.194417.0.A1_3p_at
CLNS1A	g2209234_3p_s_at
PTCHD3P1	
ERLIN1	Hs.285818.0.S2_3p_at
ERLIN1	g5453705_3p_a_at
ERLIN1	
FCHSD1	Hs.59563.0.S1_3p_at
FCHSD1	Hs.59563.0.S2_3p_at
FCHSD1	
MIR548AU	
TRAF1	g5032192_3p_at
TRAF1	Hs.129024.0.A1_3p_at
MRPL50P1	
ANAPC1P3	Hs.40137.2.A1_3p_a_at
ARHGEF9-IT1	
BTF3P8	
MIR1468	
TCF7L1	g13786122_3p_s_at
TCF7L1	
ZCCHC18	
ZCCHC18	Hs.110168.0.A1_3p_at
PAGE5	Hs.293317.0.A1_3p_s_at
COPS4	g7705844_3p_at
COPS4	
TAF9P3	
	Hs.166683.0.A1_3p_at
RAB14	Hs.5807.0.S2_3p_a_at
RAB14	g6563199_3p_s_at
RAB14	g7328165_3p_a_at
EEF1A1P7	
RPS29P30	
WTIP	Hs.39384.1.A1_3p_x_at
WTIP	Hs.39384.1.A1_3p_at
WTIP	
GXYLT2	Hs.97600.0.A1_3p_at
GXYLT2	Hs.130526.0.A1_3p_at
GXYLT2	
GCH1	g4503948_3p_a_at
GSTO2	Hs.107384.0.A1_3p_at
GSTO2	Hs.44860.0.S1_3p_at
GSTO2	
PJA1	g11641292_3p_at
PJA1	
ICE2P2	
HEY2	g6912413_3p_at
HEY2	g7141333_3p_a_at
HEY2	g6912413_3p_x_at
ID2B	
SERPINA15P	
CRLF3P3	
	Hs2.321359.1.S1_3p_s_at
CCDC102B	
CCDC102B	g13376139_3p_at
RPS2P17	
ABHD17C	
ABHD17C	Hs.26765.0.S1_3p_at
FZD6	g4503830_3p_at
FZD6	
LGALS16	
HK2	Hs.198427.0.S3_3p_at
HK2	
TMEM255A	g8923642_3p_at
TMEM255A	
RN7SL181P	
ATP5MGP2	
GSN-AS1	g9910449_3p_at
FBXL2	
FBXL2	Hs.6092.0.S2_3p_at
ACNATP	
HMGB1P7	
	Hs.132967.1.S1_3p_at
TMED3	208837_3p_at
TMED3	g12652570_3p_at
TMED3	g12652570_3p_s_at
TMED3	Hs.71608.0.A1_3p_at
TMED3	Hs.129003.0.A1_3p_at
TMED3	Hs.122907.0.A1_3p_at
THAP2	g12052739_3p_at
THAP2	g12052739_3p_x_at
THAP2	Hs.165980.0.A1_3p_at
THAP2	
OARD1	
OARD1	Hs.183056.0.S1_3p_at
OARD1	Hs.32428.0.A1_3p_at
MRPL50	Hs.325795.0.A1_3p_x_at
MRPL50	243219_3p_x_at
MRPL50	Hs.288224.1.S1_3p_a_at
	Hs2.375917.1.A1_3p_at
RNU6-576P	
MIR6078	
RNU6-163P	
SDC4P	
RNU6-889P	
MIR6072	
RNA5SP299	
SEC14L4	Hs.20468.0.A1_3p_at
SEC14L4	Hs.20468.0.A1_3p_x_at
SEC14L4	Hs.287352.0.S1_3p_at
SEC14L4	Hs.10739.0.S1_3p_at
RNU6-1095P	
RN7SL198P	
TMEM246-AS1	
RNA5SP300	
MIR548AK	
RNU6-1075P	
RNU2-18P	
PGAP4	Hs.7000.0.A1_3p_at
PGAP4	g13543948_3p_at
PGAP4	
RNU6-1212P	
RNA5SP303	
MIR511	
MTCYBP35	
MIR4293	
IL26	g8923755_3p_at
MIR1265	
RNU6-1141P	
MTCYBP40	
RNU6ATAC39P	
MIR4480	
MIR4481	
MIR548Q	
SLC2A3P1	
RNU6-88P	
RN7SKP219	
PPIC	g4505990_3p_a_at
PPIC	Hs.110364.0.S2_3p_at
PPIC	
RN7SKP37	
RNA5SP307	
RNA5SP306	
RNF20	Hs.168095.0.S2_3p_at
RNF20	
RNU6-413P	
RNA5SP304	
SUMO2P15	
RN7SKP132	
	Hs2.255890.1.A1_3p_at
MIR604	
MIR938	
MIR4713HG	
RNU6-908P	
RNA5SP308	
CABYR	g10444393_3p_a_at
CABYR	
IGHD4OR15-4A	
RPL7AP9	Hs.129716.0.S1_3p_x_at
RNU6-632P	
RN7SL825P	
RN7SKP220	
SLC38A2-AS1	Hs2.344350.1.S1_3p_s_at
SLC38A2-AS1	Hs2.344350.1.S1_3p_at
RNU7-22P	
RORA-AS2	
RN7SL398P	
MIR4683	
RNU6-795P	
RNU6-1170P	
LINC00927	Hs2.212271.1.S1_3p_at
LINC00927	Hs2.437130.1.S1_3p_at
LINC00927	
SLC16A7	g4759119_3p_x_at
SLC16A7	g3834394_3p_a_at
SLC16A7	Hs.88156.0.A1_3p_at
SLC16A7	Hs.219226.0.A1_3p_at
SLC16A7	Hs.170504.0.A1_3p_at
SLC16A7	
RNU6-885P	
MIR3156-1	
RNA5SP312	
MIR605	
MTND4LP31	
COL25A1-DT	
RNA5SP318	
ANKRD33B-AS1	
RN7SKP196	
	Hs.143629.0.A1_3p_at
LINC02503	
RNU6-543P	
SBSPON	Hs.41185.0.S1_3p_at
SBSPON	Hs.194024.0.A1_3p_at
SBSPON	Hs.122544.0.A1_3p_at
	Hs2.398155.1.S1_3p_at
MIR3924	
	Hs2.332028.1.S1_3p_s_at
MIR1296	
RNA5SP319	
DYNLL1P6	
GPATCH1	g8922282_3p_s_at
GPATCH1	
SNORD98	
TTC33	
TTC33	g7110678_3p_at
PRSS23	g6005881_3p_at
PRSS23	Hs.19545.1.A1_3p_at
PRSS23	Hs.25338.0.A1_3p_at
PRSS23	
PGAM4P2	
SHROOM3-AS1	
MIR4676	
MIR606	
RN7SL518P	
RNU6-673P	
CEMIP	Hs.50081.1.S1_3p_a_at
CEMIP	Hs2.50081.1.S1_3p_s_at
CEMIP	
RN7SL840P	
RNU6-325P	
RNU6-478P	
RN7SKP238	
DKK2	g12249110_3p_a_at
DKK2	g7657022_3p_at
RNA5SP322	
MIR346	
RNU6-129P	
RN7SKP143	
RNU6-441P	
MIR4678	
RNA5SP324	
CACNG5	Hs2.278907.1.S1_3p_at
CACNG5	
TOP1MT	
TOP1MT	Hs.5566.4.A1_3p_at
TOP1MT	Hs2.407591.1.S1_3p_at
SNORA12	
RNU6-422P	
RNU2-43P	
MIR6507	
MIR4482	
RN7SKP278	
	Hs2.385635.1.S1_3p_at
RNA5SP326	
RNU5B-6P	
GCATP1	g7657117_3p_at
RNU6-463P	
RNU4-5P	
HSPE1P2	g4504522_3p_a_at
MIR4295	
RNU6-1165P	
RNU6-597P	
RNU6-1121P	
RNU2-59P	
RNU6-1162P	
MIR3663	
RNU6-839P	
RNA5SP325	
RN7SL846P	
MIR3158-1	Hs2.32990.1.A1_3p_s_at
MIR3158-2	
MIR609	
RNU2-42P	
SNORA19	
LINC02713	
LNPEP	Hs.26330.0.A1_3p_at
LNPEP	Hs.123337.0.A1_3p_at
LNPEP	231866_3p_at
LNPEP	g5031880_3p_a_at
LNPEP	Hs.116278.0.S1_3p_at
LNPEP	Hs.116278.0.S1_3p_x_at
LNPEP	Hs.107882.1.A1_3p_s_at
LNPEP	
MIR4484	
MIR4296	
RN7SL749P	
RNU6-728P	
TAF7L	g13376332_3p_at
TAF7L	g13603872_3p_s_at
MIR4681	
MIR378C	
NME1-NME2	g4505408_3p_s_at
RNA5SP328	
MIR3941	
LRRC27	Hs2.132888.1.S1_3p_s_at
LRRC27	Hs.132888.0.S2_3p_x_at
LRRC27	Hs.132888.0.S2_3p_at
LRRC27	Hs.132888.0.S1_3p_at
LRRC27	
MIR548H1	
NCAM1-AS1	
	Hs2.383242.1.S1_3p_at
LINC00523	Hs2.379802.1.S1_3p_at
LINC00523	
RPL34P23	
RPL31P46	
RPL31P46	Hs.203755.0.A1_3p_at
RPL31P46	Hs.203755.0.A1_3p_x_at
PPP3R2	Hs.97447.0.A1_3p_at
PPP3R2	Hs.183747.0.A1_3p_at
SIRPAP1	Hs.287353.0.S1_3p_s_at
SIRPAP1	g4758977_3p_x_at
SIRPAP1	g1864010_3p_a_at
LINC01378	
BAAT	
GAL3ST1	g4758087_3p_at
GAL3ST1	
DLK1	
DLK1	Hs.116631.0.A1_3p_at
DLK1	g562105_3p_a_at
STX3	Hs.82240.0.S3_3p_at
STX3	Hs.82240.1.S1_3p_a_at
STX3	Hs.180711.0.S1_3p_at
STX3	
CAAP1	Hs.178357.2.S1_3p_at
CAAP1	g13376229_3p_a_at
CAAP1	
TMPRSS11BNL	
CHMP4AP1	
NDUFB4P7	
INTS6L	Hs.15282.0.A1_3p_at
INTS6L	
	Hs.114142.0.A1_3p_at
CCDC85A	Hs.259414.0.A1_3p_at
CCDC85A	Hs.194327.0.A1_3p_at
CCDC85A	Hs.283902.0.S1_3p_at
ZNF565	Hs.20369.0.A1_3p_at
ZNF565	
ARHGEF38	g8923172_3p_at
ARHGEF38	
DHFRP3	Hs.169235.0.S1_3p_at
KMT2CP5	Hs2.288971.3.S1_3p_s_at
KMT2CP5	
RNFT1	Hs.30154.1.S1_3p_at
RNFT1	
RNFT1	g7705842_3p_at
LINC01793	
H3P31	
CCDC12P1	
RN7SL100P	
IGKV2OR2-1	
KRT127P	
PLAA	g5326865_3p_a_at
PLAA	Hs.72475.0.A1_3p_at
PLAA	Hs.27182.0.S2_3p_at
PLAA	
	g6912505_3p_at
VENTXP3	
RPS29P27	
CCNB2P1	
RBX1P1	
RPL10P13	
TMEM143	Hs.19039.0.S1_3p_a_at
TMEM143	
	Hs.107387.1.A1_3p_at
RBMS2	Hs.114701.0.A1_3p_at
RBMS2	34187_3p_at
RBMS2	g4506448_3p_at
RBMS2	4867726C_3p_s_at
RBMS2	Hs.148014.0.A1_3p_at
