hgnc_symbol	affy_hta_2_0
LINC01495	TC11003081.hg
LINC01495	TC11001497.hg
GJA10	TC06000802.hg
GJA10	TC06002926.hg
GJA10	TC06000803.hg
SPANXN1	TC0X000700.hg
LINC00112	TC21000742.hg
LINC00112	TC21000192.hg
ZDHHC13	
ZDHHC13	TC11000249.hg
PNMA6B	TC0X002303.hg
PNMA6B	ADDON002154.hg
MAGEC3	
	TC06001945.hg
RPSAP6	
AIFM1P1	
ZNF503	TC10002967.hg
RIPK4	TC21000476.hg
C1R	TC12001156.hg
C1R	
FAM21FP	TC10002597.hg
FAM21FP	
CYP1D1P	
	TC09001185.hg
TMEM185AP1	TC0X001910.hg
TMEM185AP1	TC0X000715.hg
TMEM185AP1	TC0X000714.hg
PCA3	
PCA3	TC09002025.hg
PCA3	TC09000351.hg
PCA3	TC09000352.hg
SPAG6	TC10000157.hg
SPAG6	
SPAG6	TC10001935.hg
TRMT1P1	
MTND4P24	TC0X001865.hg
RAP2C-AS1	
RAP2C-AS1	TC0X000629.hg
RAP2C-AS1	TC0X001870.hg
	TC0X001471.hg
	TC0X001470.hg
	TC0X001472.hg
OR11N1P	
HSPB1P1	TC09002591.hg
UBE2NL	TC0X000698.hg
ATP5MFP3	
HSFX1	TC0X000716.hg
HSFX1	TC0X001481.hg
	TC09000331.hg
	TC09002005.hg
	TC09000387.hg
ZBTB46	TC20001039.hg
ZBTB46	
CMC4	
TUT7	TC09001293.hg
TUT7	
	TC08001055.hg
LINC01289	TC08001951.hg
LINC01289	TC08000429.hg
LINC01289	
	TC21000193.hg
MIR6814	
MAPK6P4	
PINX1-DT	TC08000082.hg
ABCG1	TC21000198.hg
ABCG1	
AFF2-IT1	TC0X000709.hg
RPS15AP24	
	TC0X001351.hg
	TC08001114.hg
SLC9A8	TC20000391.hg
SLC9A8	
	TC08001262.hg
M6PRP1	
SLC20A2	
RHOXF1	TC0X001321.hg
PGBD4P6	
OR2AF1P	
ZFYVE9P1	
MAGEA8	TC0X000717.hg
GDAP1L1	TC20000327.hg
GDAP1L1	
ASS1P5	
IDS	TC0X002267.hg
IDS	TC0X002343.hg
IDS	
IDS	TC0X002268.hg
SLC25A15P3	
RPL34P27	18670011
RPL34P27	18670009
ELOBP1	
RNU6-78P	TC13000066.hg
RN7SL741P	
RNY1P3	TC13000499.hg
	TC14002339.hg
SHISA2	TC13000500.hg
SHISA2	TC13001372.hg
	TC15000065.hg
	TC15000061.hg
	TC15000064.hg
	TC15000063.hg
LINC00415	TC13001372.hg
LINC00415	TC13000501.hg
RXFP2	TC13000106.hg
LINC01491	TC15002522.hg
LINC01491	TC15002523.hg
LINC01491	TC15001328.hg
LINC01491	
TM9SF1	TC14002340.hg
TM9SF1	
NAV2-AS3	TC11001485.hg
	TC15002212.hg
	TC15000367.hg
ZNF214	TC11001369.hg
ZNF214	
APH1B	TC15000582.hg
APH1B	
LINC01387	TC18000032.hg
SH2D4A	TC08000146.hg
SH2D4A	
THAP12P3	
L3MBTL4-AS1	TC18000030.hg
L3MBTL4-AS1	TC18000619.hg
RPS12P2	
MARCHF8	TC10001224.hg
MARCHF8	TC10001223.hg
LINC01416	TC18000934.hg
LINC02699	TC11000273.hg
LINC02699	
TTC39C	TC18000104.hg
TTC39C	TC18000654.hg
TTC39C	ADDON002899.hg
TTC39C	
	TC11001433.hg
	TC07002739.hg
LINC03015	TC07002736.hg
KIF16B	TC20000649.hg
KIF16B	
MYO18B	TC22000166.hg
MYO18B	
FRY	TC13000109.hg
FRY	TC13001008.hg
FRY	TC13000110.hg
FRY	TC13000107.hg
FRY	
FRY	TC13000108.hg
FRY	TC13001006.hg
LEMD2	
LEMD2	TC06001593.hg
LINC00595	TC10002152.hg
LINC00595	TC10000559.hg
LINC00595	TC10002155.hg
LINC00595	
LINC00595	TC10002157.hg
LINC00856	TC10002152.hg
LINC00856	TC10000559.hg
LINC00856	TC10002155.hg
LINC00856	
LINC00856	TC10002157.hg
FAM20C	TC07000004.hg
	TC10001447.hg
	TC10002719.hg
	TC14000308.hg
LINC02654	TC10001917.hg
LINC02654	TC10000121.hg
LINC02654	
C1RL	
C1RL	TC12001157.hg
PTPN21	TC14001423.hg
PTPN21	
NPM1P24	
TET1	TC10000406.hg
	TC09001314.hg
	TC09002643.hg
RPS20P25	
TYRP1	
TYRP1	TC09000065.hg
XKR4	TC08000380.hg
XKR4	TC08000378.hg
DCC	TC18000184.hg
DCC	
	TC08002272.hg
PSAT1P1	
RFPL4AP7	
NDUFA5P12	
TSSK4	TC14000164.hg
TSSK4	
	TC0X001904.hg
	TC08001126.hg
GPR50-AS1	TC0X002272.hg
GPR50-AS1	TC0X001489.hg
DKK1	TC10000350.hg
DKK1	
	TC0X000613.hg
	TC0X001864.hg
CT47A7	TC0X001331.hg
CT47A7	TC0X001330.hg
CT47A7	TC0X001333.hg
CT47A7	TC0X001328.hg
CT47A7	TC0X002361.hg
CT47A7	TC0X001335.hg
CT47A7	TC0X002362.hg
CT47A7	TC0X001337.hg
CT47A7	TC0X001334.hg
CT47A7	TC0X001329.hg
CT47A7	TC0X001336.hg
CT47A7	TC0X001332.hg
	TC11003056.hg
	TC11001421.hg
	TC07002740.hg
	TC07001071.hg
	TC08000198.hg
PRRG4	TC11000310.hg
PRRG4	TC11002623.hg
	TC07002091.hg
FRMD5	TC15001289.hg
FRMD5	
RPL29P19	
	TC08000201.hg
	TC08001122.hg
HNRNPH1P2	
	TC08000360.hg
LDOC1	
LDOC1	TC0X002259.hg
LDOC1	TC0X001438.hg
RPL6P22	TC08002282.hg
MTCP1	TC0X001549.hg
MTCP1	
LINC02947	TC08001194.hg
LINC02947	TC08002319.hg
LINC02630	TC10001180.hg
LINC02630	TC10002560.hg
	TC08001810.hg
RP1L1	TC08000960.hg
RP1L1	
KIF5B	TC10001160.hg
KIF5B	
PNMA2	TC08001075.hg
PNMA2	
TPD52L2	TC20000526.hg
TPD52L2	TC20001360.hg
TPD52L2	
GNA14	TC09001226.hg
	TC14002026.hg
RPL36AP40	TC11003086.hg
RBMXL2	TC11000145.hg
CHMP4A	TC14002341.hg
CHMP4A	
SYNDIG1L	TC14001305.hg
SYNDIG1L	TC14002087.hg
SYNDIG1L	
C1RL-AS1	
C1RL-AS1	TC12002212.hg
C1RL-AS1	TC12000106.hg
MTND1P33	
	TC11000281.hg
GABRA3	TC0X001493.hg
GABRA3	
GABRA3	TC0X001494.hg
RNA5SP492	TC21000199.hg
TFF2	TC21000485.hg
HMGB1P40	
CNGA4	
CNGA4	TC11000128.hg
PLPP2	TC19000981.hg
PLPP2	
RBP5	TC12001158.hg
RBP5	TC12002732.hg
RBP5	
	TC14000313.hg
	TC14000519.hg
DDHD1	TC14001145.hg
DDHD1	TC14002012.hg
DDHD1	
ZFAND5	TC09002594.hg
ZFAND5	TC09001209.hg
ZFAND5	
TFF1	TC21000486.hg
FOXC1	TC06002402.hg
FOXC1	TC06002403.hg
FOXC1	TC06000012.hg
ANO3	TC11000275.hg
ANO3	
	TC08000408.hg
	TC08001938.hg
	TC06003523.hg
TFAP2A-AS1	TC06000069.hg
TFAP2A-AS1	TC06002577.hg
	TC0X002267.hg
TMPRSS3	TC21000998.hg
TMPRSS3	TC21000487.hg
TMPRSS3	
ERVFRD-1	TC06001272.hg
	TC14002341.hg
	TC14002342.hg
LYN	TC08000383.hg
LYN	
MAPK4	TC18000179.hg
NHLRC1	TC06001300.hg
RNU6-485P	TC12000107.hg
	TC12002733.hg
	TC12001159.hg
DNAH8-DT	
RBMX2P2	
	TC0X002266.hg
	TC0X001476.hg
CLSTN3	
CLSTN3	TC12000108.hg
MDP1	
MDP1	TC14002341.hg
MDP1	TC14002342.hg
MAGEA11	TC0X000713.hg
MAGEA11	
CDYL	TC06002544.hg
CDYL	TC06000044.hg
CDYL	
GPR50	TC0X000729.hg
GPR50	TC0X001917.hg
FAM226B	TC0X002120.hg
FAM226B	TC0X002335.hg
WASH5P	TC19000974.hg
WASH5P	TC19002273.hg
WASH5P	
MAGEA13P	
PASD1	TC0X000732.hg
VN1R76P	
	TC17000227.hg
	TC17000232.hg
	TC17001236.hg
SEPTIN7P9	TC10002564.hg
SEPTIN7P9	
RNF165	
RNF165	TC18000698.hg
RNF165	ADDON002011.hg
RNF165	ADDON000425.hg
SPECC1P1	TC17002075.hg
SPECC1P1	
LRTM2	TC12000019.hg
LRTM2	
MISP	TC19000014.hg
MISP	
	TC10000257.hg
	TC04000607.hg
	TC0Y000215.hg
	TC0Y000089.hg
	TC01001881.hg
	TC01006140.hg
	TC10002017.hg
	TC10002016.hg
	TC01003854.hg
SLC13A5	TC17001068.hg
SLC13A5	
FAM138F	TC09000860.hg
FAM138F	TC19000975.hg
FAM138F	TC01002051.hg
FAM138F	TC01005179.hg
FAM138F	TC02003520.hg
FAM138F	TC19002274.hg
FAM138F	TC02000730.hg
FAM138F	TC15001003.hg
FAM138F	TC15002419.hg
FAM138F	TC12002165.hg
NEDD8-MDP1	TC14001936.hg
LINC01002	TC16000717.hg
LINC01002	TC0Y000215.hg
LINC01002	TC0Y000089.hg
LINC01002	TC01001881.hg
LINC01002	TC01003854.hg
LINC01002	TC01001882.hg
LINC01002	TC01003855.hg
LINC01002	TC01003856.hg
LINC01002	TC01004035.hg
LINC01002	TC01001875.hg
LINC01002	TC07001425.hg
LINC01002	TC01000006.hg
LINC01002	TC07000364.hg
LINC01002	TC19002275.hg
LINC01002	TC07001404.hg
LINC01002	TC01003864.hg
LINC01002	TC07001426.hg
LINC01002	TC07001383.hg
LINC01002	TC01002069.hg
LINC01002	TC07001415.hg
LINC01002	TC07000363.hg
LINC01002	TC01002070.hg
LINC01002	TC19000978.hg
LINC01002	TC19000977.hg
LINC01002	TC01003877.hg
LINC01002	TC07001384.hg
LINC01002	TC07001414.hg
LINC01002	TC01002067.hg
LINC01002	TC07000285.hg
LINC01002	TC01002068.hg
LINC01002	TC01001876.hg
LINC01002	TC01003863.hg
LINC01002	TC19000976.hg
LINC01002	TC07000286.hg
LINC01002	TC01000007.hg
LINC01002	TC19000979.hg
LINC01002	TC01004101.hg
LINC01002	TC03002773.hg
LINC01002	TC01005193.hg
LINC01002	TC01005185.hg
LINC01002	TC01002054.hg
LINC01002	TC16001725.hg
LINC01002	ADDON001130.hg
LINC01002	TC11003512.hg
LINC01002	TC11002978.hg
LINC01002	TC01002072.hg
LINC01002	TC01002056.hg
LINC01002	
LINC01002	TC01002055.hg
LINC01002	TC07000284.hg
LINC01002	TC01003865.hg
LINC01002	TC01003878.hg
LINC01002	TC05001087.hg
LINC01002	TC01004037.hg
LINC01002	TC01002071.hg
LINC01002	TC11001227.hg
LINC01002	TC04001502.hg
LINC01002	TC19000980.hg
LINC01002	TC16000715.hg
LINC01002	TC09000858.hg
LINC01002	TC10000258.hg
LINC01002	TC09002363.hg
RNU6-1118P	TC01002055.hg
RNU6-1118P	TC07000284.hg
RNU6-1118P	TC01003865.hg
RNU6-1118P	TC01003878.hg
RNU6-1118P	TC05001087.hg
RNU6-1118P	TC01004037.hg
RNU6-1118P	TC01002071.hg
RNU6-1118P	TC11001227.hg
RNU6-1118P	TC04001502.hg
RNU6-1118P	TC19000980.hg
RNU6-1118P	TC16000715.hg
RNU6-1118P	TC09000858.hg
RNU6-1118P	TC10000258.hg
NF1P5	TC18000385.hg
IGSF1	TC0X001365.hg
IGSF1	
	TC18000924.hg
	TC18000930.hg
ABCD1P2	
RPSAP57	
CUPIN1P	
MRO	TC18000515.hg
MRO	
	TC12000020.hg
LINC00940	TC12001093.hg
LINC00940	TC12002705.hg
SUMO2P12	
DCP1B	TC12001094.hg
DCP1B	
OR4Q1P	
CYCSP22	
MOCS1	TC06003630.hg
MOCS1	TC06004132.hg
MOCS1	
	TC09002621.hg
	TC09001288.hg
	TC15001204.hg
PGM5-AS1	TC09001184.hg
PGM5-AS1	
PGM5-AS1	TC09000293.hg
PGM5-AS1	TC09000291.hg
NEDD8	TC14002343.hg
NEDD8	TC14001936.hg
NEDD8	
CARNMT1	TC09001218.hg
CARNMT1	TC09002603.hg
CARNMT1	
RP1	TC08002601.hg
RP1	
RP1	TC08002602.hg
RP1	TC08001922.hg
RP1	TC08001921.hg
RP1	TC08001920.hg
GCOM1	
GCOM1	TC15002213.hg
EEF1DP3	
	TC13001413.hg
FRY-AS1	TC13001414.hg
FRY-AS1	TC13000547.hg
PDS5B	TC13000112.hg
PDS5B	
SPINK4	TC09000138.hg
GMPR2	TC14000165.hg
GMPR2	
ZBTB5	TC09001079.hg
CYCSP25	
	TC11000192.hg
	TC11000220.hg
SNTG1	TC08000356.hg
SNTG1	
CCT5	TC05000072.hg
CCT5	
CSRP3	TC11001477.hg
	TC09002015.hg
	TC09000337.hg
NAA35	TC09000391.hg
NAA35	
NMT2	
NMT2	TC10001061.hg
	TC12001160.hg
GPR33	TC14001012.hg
GPR33	TC14001958.hg
PEX5	
PEX5	TC12000109.hg
CACNA1C	TC12000021.hg
CACNA1C	TC12000025.hg
CACNA1C	TC12002177.hg
CACNA1C	
MTCO1P2	
TMX1	
TMX1	TC14000294.hg
SEL1L2	
SEL1L2	TC20000638.hg
	TC16000717.hg
OR4F8P	TC11001224.hg
OR4F8P	ADDON002444.hg
OR4F8P	ADDON002483.hg
OR4F8P	TC08000872.hg
OR4F8P	ADDON002439.hg
OR4F8P	ADDON002485.hg
OR4G3P	
WBP1LP11	
OR4G1P	
CICP19	
	TC01001882.hg
	TC01003855.hg
	TC01003856.hg
	TC01004035.hg
	TC19000001.hg
	TC01000002.hg
	TC12001072.hg
	TC15002055.hg
	TC09000002.hg
	TC02002225.hg
ABCA7	TC19001929.hg
ABCA7	TC19000028.hg
ABCA7	
ATPAF2	
ATPAF2	TC17001196.hg
RPSAP3	
UBASH3A	
UBASH3A	TC21000201.hg
	TC14001570.hg
	TC14000008.hg
FOXD4L3	TC09000309.hg
FOXD4L3	TC09002368.hg
FOXD4L3	TC09001991.hg
FOXD4L3	TC09001169.hg
ROCK1	TC18000859.hg
ROCK1	TC18000002.hg
ROCK1	TC18000595.hg
ROCK1	TC18000397.hg
ROCK1	
	TC09002641.hg
COX11P1	TC06000285.hg
LINC00520	TC14002024.hg
LINC00520	TC14001162.hg
LINC00520	
	TC09001005.hg
	TC09002449.hg
	TC09002679.hg
	TC09001367.hg
UNC5CL	TC06004133.hg
UNC5CL	
CARD19	TC09000442.hg
CARD19	
	TC11001514.hg
	TC11003091.hg
SYT9	TC11000148.hg
SYT9	
LINC02297	TC14000847.hg
LINC02297	TC14000033.hg
LINC02297	TC14001576.hg
LINC02297	TC22000009.hg
MTCYBP27	
EEF1A1P2	
LINC02303	TC14001993.hg
LINC02303	TC14001087.hg
RNY1P4	TC13000553.hg
ATP5F1AP7	
LINC00423	TC13001418.hg
LINC00423	TC13000554.hg
BTF3P4	
	TC09000262.hg
	TC09001134.hg
	TC09002536.hg
TSPO2	TC06000562.hg
	TC13001422.hg
CIPC	TC14002201.hg
CIPC	
ZBED9P1	
PHB1P13	
LERFS	
LERFS	TC09001153.hg
LERFS	TC09002546.hg
NAV2-AS4	TC11003078.hg
NAV2-AS4	TC11001481.hg
RPL7P52	
MAB21L1	TC13000561.hg
	TC22000324.hg
LINC02759	TC11001563.hg
LINC02759	TC11003123.hg
LINC02759	TC11003124.hg
SGSM3	
SGSM3	TC22000324.hg
LINC02745	TC11001568.hg
LINC02745	
LINC00445	TC13000121.hg
LINC00445	ADDON001853.hg
LINC00445	ADDON000204.hg
RNY4P30	TC13000665.hg
RNY4P30	TC13000700.hg
	TC11000146.hg
CTAGE10P	TC13000201.hg
CTAGE10P	TC13001084.hg
TMEM273	TC10001273.hg
TMEM273	
RNY4P9	TC13000666.hg
ABHD16B	TC20000525.hg
SPRYD7	TC13001497.hg
SPRYD7	TC13000667.hg
SPRYD7	
CSNK2A3	TC11001423.hg
CSNK2A3	TC11003057.hg
CSNK2A3	TC20001369.hg
VSX1	
VSX1	TC20000728.hg
LINC02741	TC11001567.hg
LINC02741	TC11003127.hg
	TC17001228.hg
GRM4	TC06001650.hg
GRM4	
FGF7P5	TC09002530.hg
MEIS3P1	TC17000179.hg
MEIS3P1	TC17000290.hg
MEIS3P1	TC17002074.hg
	TC11000291.hg
FAM74A7	TC09001101.hg
FAM74A7	TC09000230.hg
FAM74A7	TC09000235.hg
FAM74A7	TC09001142.hg
FAM74A7	TC09001922.hg
	TC11001496.hg
FANCF	TC11001498.hg
TBC1D3P3	
	TC14002027.hg
RBM17P3	
LINC02324	TC14001227.hg
LINC02324	TC14002047.hg
	TC11002564.hg
	TC09000269.hg
	ADDON001667.hg
SPON1-AS1	TC11001441.hg
CDK2AP2P2	
DNAAF11P1	
GNA14-AS1	TC09000355.hg
GNA14-AS1	TC09002028.hg
	TC13001272.hg
DAOA-AS1	TC13001671.hg
DAOA-AS1	TC13000857.hg
OSTF1	TC09000343.hg
	TC14001070.hg
TRIM68	TC11001311.hg
TRIM68	
	TC14000470.hg
	TC14001774.hg
UTP14C	TC13000220.hg
UTP14C	TC13001098.hg
YWHAQP1	
	TC14001136.hg
TXNDC17	TC17000073.hg
TXNDC17	
SYT8	
SYT8	TC11000044.hg
RRAGAP1-AS1	TC14001077.hg
RPL13AP2	
	TC14000561.hg
	TC13001099.hg
	TC13000221.hg
	TC14001986.hg
	TC14001072.hg
NEK3	TC13000686.hg
NEK3	TC13001513.hg
NEK3	
RTRAF	TC14000304.hg
RTRAF	
ZBTB7C-AS2	ADDON002013.hg
ZBTB7C-AS2	ADDON000432.hg
	TC18000719.hg
	TC10002652.hg
ST8SIA3	TC18000194.hg
ST8SIA3	
CDH12	TC05001200.hg
CDH12	
CDH12	TC05003063.hg
KIAA0753	TC17001064.hg
KIAA0753	
ADGRF5P1	
	TC09000420.hg
	TC09002078.hg
CCAR1	
CCAR1	TC10000408.hg
	TC11002603.hg
	TC11000267.hg
DNAJB5P1	
RNF152	TC18000947.hg
RNF152	TC18000551.hg
RNF152	
RPL24P8	18670089
RPL24P8	18670084
RPL24P8	18670087
	TC09002507.hg
	TC09002503.hg
	TC09001958.hg
	TC09000237.hg
	TC09001099.hg
	TC09001926.hg
	TC09001096.hg
	TC09000273.hg
MTCO1P51	
MIR4290HG	TC09001315.hg
MIR4290HG	TC09002645.hg
LINC02760	TC11000349.hg
LINC02686	TC11001503.hg
MYL9	TC20000268.hg
MYL9	TC20001202.hg
MYL9	TC20001203.hg
ARL14EP	TC11000295.hg
ARL14EP	
LINC00484	TC09000430.hg
LINC00484	TC09002085.hg
LINC00484	
CCDC68	TC18000524.hg
CCDC68	
AQP7P1	
	TC09001289.hg
	TC09002044.hg
	TC11000363.hg
ARID3A	
ARID3A	TC19000023.hg
CSRP3-AS1	TC11000250.hg
TGIF2	TC20001729.hg
TGIF2	
SERGEF	
SERGEF	TC11003435.hg
RPS6P12	
	TC09000507.hg
	TC09002137.hg
	TC08001206.hg
RPL19P11	
LINC02291	TC14001489.hg
LINC02291	TC14002149.hg
	TC05002926.hg
	TC05001207.hg
FRMD3	
FRMD3	TC09001278.hg
	TC05002401.hg
SARAF	TC08001105.hg
SARAF	
TAF11L5	ADDON001430.hg
TAF11L5	ADDON001429.hg
TAF11L5	ADDON001432.hg
TAF11L5	ADDON001431.hg
YWHAZP1	
TNNI2	TC11000051.hg
TNNI2	
	TC05002903.hg
	TC05001168.hg
FOXN3-AS1	TC14000544.hg
FOXN3-AS1	TC14001806.hg
HMGB1P47	
LINC02960	
	TC14001078.hg
FGF10	TC05001324.hg
TGIF2-RAB5IF	TC20001204.hg
AKAP6	TC14000208.hg
AKAP6	
RPLP0P11	
SGSM3-AS1	TC22000810.hg
MRTFA-AS1	TC22000325.hg
SMAD2	TC18000496.hg
SMAD2	TC18000918.hg
SMAD2	TC18000919.hg
SMAD2	
COX6B1P3	
RPL4P6	
GAPDHP37	
MCRIP2P1	
SLA2	TC20000815.hg
MTCYBP38	
MIR3200	TC22000218.hg
EIF4HP2	
	TC0X000671.hg
	TC0X000685.hg
	TC0X001900.hg
MORC2-AS1	TC22000219.hg
MORC2-AS1	TC22001069.hg
MAGEA7P	
	TC0X002344.hg
	TC0X002268.hg
PNMA6F	ADDON002155.hg
PNMA6F	TC0X002283.hg
	TC05002933.hg
	TC05001215.hg
EOLA2	TC0X001484.hg
EOLA2	
	TC17002888.hg
	TC05002963.hg
	TC05001282.hg
	TC16001120.hg
	TC05002307.hg
MORC2	TC22000660.hg
MORC2	
RAB3C	
RAB3C	TC05000254.hg
RAB3C	TC05002391.hg
	TC17000228.hg
	TC17000233.hg
	TC17001235.hg
	TC17002097.hg
	ADDON001106.hg
	ADDON001958.hg
	ADDON001959.hg
THSD1P1	
INTS6	
INTS6	TC13000678.hg
LRRC75A	TC17001174.hg
HNRNPA3P2	
	TC20000817.hg
MRPS26	TC20000032.hg
MRPS30-DT	
MRPS30-DT	TC05002987.hg
RNU6-1149P	TC21000488.hg
RSPH1	TC21000489.hg
OXT	TC20000033.hg
OXT	TC20001065.hg
NCBP3	TC17002448.hg
NCBP3	TC17001012.hg
NCBP3	TC17002449.hg
NCBP3	
LSP1	
BUD31P1	
	TC08000349.hg
	TC08001907.hg
AVP	TC20001386.hg
AVP	TC20000567.hg
CYP7B1	
CYP7B1	TC08001275.hg
C5orf34	TC05001319.hg
C5orf34	
KRT18P13	
RN7SL555P	
UBOX5-AS1	TC20001066.hg
UBOX5-AS1	TC20000034.hg
UBOX5-AS1	
FUNDC2	
FUNDC2	TC0X000782.hg
CEMIP2	TC09001204.hg
CEMIP2	
UBOX5	TC20000568.hg
UBOX5	
SLC37A1	
SLC37A1	TC21000202.hg
	TC08001197.hg
CA8	TC08001253.hg
CA8	
GRAPL	TC17000229.hg
GRAPL	
LINC00603	TC05002341.hg
LINC00603	TC05000180.hg
	TC05001190.hg
	TC05002914.hg
LINC01331	TC05001480.hg
LINC01331	TC05003081.hg
LINC01331	
DDRGK1	TC20001387.hg
DDRGK1	TC20000570.hg
	TC14000541.hg
	ADDON001863.hg
	ADDON000250.hg
NDUFB3P5	
EOLA1-DT	
EOLA1-DT	TC0X002269.hg
EOLA1-DT	TC0X002345.hg
SRP68P3	
	TC05002309.hg
	TC05000116.hg
	TC14001393.hg
	TC14001394.hg
	TC08002314.hg
LINC02305	TC14001378.hg
LINC02305	TC14002106.hg
	TC17000268.hg
	TC17000428.hg
	TC17001418.hg
	TC17001211.hg
	TC17000430.hg
	TC17000275.hg
	TC17000425.hg
	TC17000277.hg
	TC17000453.hg
	TC17000420.hg
	TC17000274.hg
	TC17000417.hg
	TC17000429.hg
	TC17000273.hg
	TC17001332.hg
	TC17000266.hg
	TC17001415.hg
	TC17001275.hg
	TC17001416.hg
	TC17000419.hg
	TC17000456.hg
	TC17000752.hg
	TC17000279.hg
	TC17000435.hg
	TC17001046.hg
	TC17000410.hg
	TC17000735.hg
	TC17000271.hg
	TC17000282.hg
	TC17000426.hg
	TC17001417.hg
	TC17000278.hg
	TC17001413.hg
	TC17001045.hg
	TC17000281.hg
	TC17000434.hg
	TC17000455.hg
	TC17000421.hg
	TC17000734.hg
	TC17000272.hg
	TC17000409.hg
	TC17000454.hg
	TC17000733.hg
	TC17001414.hg
	TC17000269.hg
	TC17000412.hg
	TC17001214.hg
	TC17000457.hg
	TC17001048.hg
	TC17000280.hg
	TC17000433.hg
	TC17000418.hg
	TC17000424.hg
	TC17001210.hg
	TC17000276.hg
	TC17000414.hg
	TC17000753.hg
	TC17001047.hg
	TC17000265.hg
	TC17000732.hg
	TC17000413.hg
	TC17000432.hg
	TC17000270.hg
	TC17001213.hg
	TC17000427.hg
	TC17000751.hg
	TC17000422.hg
	TC17000267.hg
	TC17000749.hg
	TC17001274.hg
	TC17000458.hg
	TC17001212.hg
	TC17000415.hg
	TC17000431.hg
	TC17000731.hg
	TC17001050.hg
EMB	TC01004676.hg
EMB	TC01001053.hg
EMB	TC05002988.hg
EMB	TC05001331.hg
EMB	
SSTR1	TC14000243.hg
THAP1	TC08001183.hg
THAP1	
PRAL	TC17002461.hg
KRT17P6	TC17002090.hg
KRT17P6	TC17000215.hg
KRT17P6	TC17002547.hg
KRT17P6	TC17001180.hg
SLC25A29	
SLC25A29	TC14001508.hg
RPL34P31	
RPS27AP13	
RPL37P6	TC08000389.hg
ASNSP4	TC08001900.hg
SLC47A1	
SLC47A1	TC17000241.hg
	TC08001107.hg
KCTD9P6	
RPL36AP52	TC0X001901.hg
EOLA1	
EOLA1	TC0X000711.hg
EOLA1	TC0X001909.hg
	TC08000473.hg
RNF122	TC08001120.hg
ITPA	
ITPA	TC20000035.hg
MBOAT1	TC06001313.hg
RSPH1-DT	
	TC08001912.hg
	TC08001913.hg
	TC08000354.hg
	TC08001911.hg
	TC21000203.hg
	TC21000490.hg
	TC06002562.hg
	TC06000055.hg
	TC21000492.hg
	TC21001000.hg
MYLIP	TC06000108.hg
	TC08001203.hg
ELOVL7	TC05001393.hg
ELOVL7	
PDE9A	TC21000204.hg
PDE9A	
	TC08001221.hg
	TC08001021.hg
	TC08000436.hg
C2CD4C	TC19000984.hg
PPP1R26P4	
FAM230E	TC22000065.hg
FAM230E	TC22000030.hg
FAM230E	TC22000486.hg
FAM230E	TC22000518.hg
FAM230E	TC22001200.hg
FAM230E	TCUn_gl000212000001.hg
FAM230E	
RAB27B	
RAB27B	TC18000716.hg
RAB27B	TC18000189.hg
ONECUT3	TC19000044.hg
ONECUT3	ADDON002488.hg
GGT3P	TC22000485.hg
GGT3P	TC22001204.hg
GGT3P	ADDON002233.hg
GGT3P	TC22001235.hg
GGT3P	TC22000514.hg
GGT3P	ADDON002119.hg
	TC08002349.hg
	TC08001271.hg
	TC08002350.hg
CKS1BP1	
GRIN3B	TC19000025.hg
GRIN3B	
MTND4P33	
	TC14000501.hg
	TC08001263.hg
	ADDON002233.hg
E2F6P1	
POM121L15P	TC06000217.hg
POM121L15P	TC05000488.hg
POM121L15P	TC06000691.hg
POM121L15P	TC05000486.hg
POM121L15P	TC05001199.hg
POM121L15P	TC06000690.hg
POM121L15P	TC05000309.hg
POM121L15P	TC05001631.hg
POM121L15P	TC05000321.hg
POM121L15P	TC22000031.hg
POM121L15P	TC05000320.hg
POM121L15P	TC05000308.hg
POM121L15P	TC05001630.hg
POM121L15P	TC05001633.hg
POM121L15P	TC05001632.hg
POM121L15P	TC05000487.hg
POM121L15P	TC06000218.hg
POM121L15P	TC22000554.hg
POM121L15P	TC20000159.hg
POM121L15P	TC22000489.hg
POM121L15P	TC05001198.hg
POM121L15P	TC22000032.hg
POM121L15P	TC22000951.hg
POM121L15P	
ADAM5	TC08001888.hg
ADAM5	TC08000300.hg
ADAM5	
ADAM5	TC08001889.hg
CEP128	
CEP128	TC14001366.hg
BCRP7	
FAM230F	TC22000486.hg
DGCR6	TC22000952.hg
DGCR6	
NPIPB1P	TC18000325.hg
	TC05001335.hg
	TC05002991.hg
SUCLG2P4	
CNN2	TC19000027.hg
CNN2	
	TC05002923.hg
	TC05001197.hg
	TC18000367.hg
	TC18000365.hg
	TC18000840.hg
	TC18000366.hg
CAT	TC11000327.hg
CAT	
FEM1AP2	
TRMT112P2	
TXNL1	TC18000532.hg
TXNL1	TC18000938.hg
TXNL1	
RPSAP38	
RPS17P11	
ITGA1	TC05002373.hg
ITGA1	TC05003439.hg
ITGA1	
	TC22000034.hg
	TC22000953.hg
	TC19002421.hg
DGCR5	TC05001444.hg
DGCR5	TC05000314.hg
DGCR5	TC05001256.hg
DGCR5	TC05001251.hg
DGCR5	TC22000115.hg
DGCR5	TC22000082.hg
DGCR5	TC22000037.hg
DGCR5	TC22000155.hg
DGCR5	TC05000324.hg
DGCR5	TC22000956.hg
DGCR5	TC05000313.hg
DGCR5	TC05001452.hg
DGCR5	TC22000114.hg
