hgnc_symbol	affy_hugene_1_0_st_v1
TRBV7-4	NA
TRBV5-5	NA
LINC01194	NA
TRBV11-3	NA
TAS2R30	NA
TRBV1	NA
TRBV19	NA
TAS2R19	7961287
TRBV12-4	NA
LINC02569	NA
TAS2R8	7961243
OR2J4P	8117718
TRBV7-1	NA
HCG18	NA
TAS2R7	7961239
TRBV25-1	NA
LRRC37A2	8016259
LRRC37A2	8007919
LRRC37A2	8007850
LRRC37A2	8017688
LRRC37A2	8016245
LRRC37A2	8007867
IGKV1D-8	8043474
IGKV1D-8	8043478
TRBV17	NA
IGKV3D-7	8043360
TAS2R50	7961281
TRBV5-3	NA
HNRNPA1P2	NA
TRBV7-9	NA
TAS2R43	7961295
STK19	8179391
STK19	8178164
STK19	8118395
STK19	NA
TAS2R14	7961279
TAS2R14	NA
TRBV5-7	NA
IGKV1OR2-118	8043480
IGKV1OR2-118	8161568
IGKV1OR2-118	8043484
IGKV1OR2-118	8161563
IGKV1OR2-118	8053735
IGKV1OR2-118	8161580
TRBV27	NA
	8105908
	8043474
TAS2R9	7961245
TRBV7-2	NA
TRBV21-1	NA
TRPV5	8143518
TAS2R45	8180320
TAS2R31	7961291
TAS2R13	7961275
RAD17	NA
RAD17	8105878
RAD17	8177478
IGLV3-31	NA
TAS2R46	7961293
KSR1P1	NA
IGLV1-40	NA
IGKV1OR10-1	8043480
IGKV1OR10-1	8161568
IGKV1OR10-1	8043484
IGKV1OR10-1	8161563
IGKV1OR10-1	8053735
IGKV1OR10-1	8161580
TAS2R20	7961285
PABPC1P8	NA
TAS2R15P	NA
OR2AD1P	NA
ASH2LP1	NA
MAS1L	8124648
MAS1L	8179593
MAS1L	8178293
PRR4	NA
PRR4	7961252
PRR4	7961259
ZFP57	8124684
IGLV3-30	NA
OR2H2	8177706
OR2H2	8179009
OR2H2	8117741
IGLV1-44	NA
IGLV3-32	NA
ATAT1	8177834
ATAT1	8117965
ATAT1	8179149
ATAT1	NA
ZNF280B	8074845
ARMC10	NA
DDR1-DT	NA
NEU1	8125139
NEU1	8178676
NEU1	8179851
KCNQ1	NA
IGLVI-38	NA
HCG17	NA
IGLV2-34	NA
IGLV5-37	NA
TRPM1	7987068
IGLV7-43	NA
IGLVVII-41-1	NA
IGLVI-42	NA
IGLV1-41	NA
PLEKHM1	8016239
PLEKHM1	8017675
PLEKHM1	8016232
PLEKHM1	NA
IGLV1-36	NA
ZNF280A	8074853
KCNQ1-AS1	NA
TLCD2	8011188
IGLV2-33	NA
NAP1L4	7945786
NAP1L4	NA
NAP1L4	7945801
IGLV5-45	NA
PRAME	8074856
PRAME	NA
WDR81	NA
WDR81	8003639
RPL23AP95	NA
DPY19L2P2	NA
HLA-DQB1-AS1	NA
TRIM39	NA
TRIM39	8177770
TRIM39	8117869
TRIM39	8179088
MYOM2	8144322
MYOM2	NA
MAPT	8007828
MAPT	NA
SMIM10L1	NA
TAS2R64P	NA
TAS2R10	7961249
TAS2R63P	NA
TRBV12-5	NA
RPP21	8177782
RPP21	8117881
RPP21	8179097
RPP21	8177770
RPP21	8117869
RPP21	8179088
TRBJ2-2P	NA
LY6G5C	8125007
LY6G5C	8178554
LY6G5C	NA
PRSS3P3	NA
TRBJ1-6	NA
TRBJ1-5	NA
TRBV11-2	NA
TRBV20-1	NA
	7936966
CRHR1	8007808
CRHR1	NA
TRBV10-2	NA
LLCFC1	8136832
NAPEPLD	8141872
NAPEPLD	NA
TRBV9	NA
PRSS3P1	8136801
PRSS3P1	8136807
TRBC1	NA
TRBJ2-1	NA
	8143494
HSPA1A	8118310
HSPA1A	8179324
HSPA1A	8118314
HSPA1A	8179322
HSPA1A	8178086
LILRB5	8039180
LILRB5	NA
OR2P1P	NA
UBDP1	NA
HLA-F-AS1	8180216
HLA-F-AS1	NA
TRPV6	8143499
TRPV6	NA
HSPA1L	8179848
HSPA1L	8178650
HSPA1L	8125134
GPSM3	8125373
GPSM3	8179987
GPSM3	8178790
	8074972
	8071801
	8074988
IGLV7-35	NA
SCGB1C2	7937257
SCGB1C2	8019711
C22orf15	8071745
C22orf15	NA
OR2I1P	8117739
TSBP1-AS1	NA
HLA-B	NA
HLA-B	8124911
LINC02091	NA
KRT31	8015273
RXRB	8180111
RXRB	8178903
RXRB	8125638
RXRB	NA
RPH3AL	8010903
CABIN1	NA
	8071819
SMARCB1	8071768
SMARCB1	NA
AZU1	8024038
TBC1D3P7	NA
SLC43A2	8011093
SLC43A2	NA
KRT33A	8015257
	7895336
CRYZP1	NA
MICC	NA
LSM2	8125125
LSM2	8178641
LSM2	8179839
LSM2	NA
KRT37	8015280
PRTN3	8024048
KRTAP16-1	NA
KRT34	8015268
TRBV6-7	NA
KRTAP17-1	8015252
PRSS2	8136790
PRSS2	8136807
KRT33B	8015262
TRBV7-3	NA
ZBED9	8124594
TRBV18	NA
CCL4L2	8019651
CCL4L2	8006608
CCL4L2	8006621
MOXD2P	NA
OR12D2	8177700
OR12D2	8117724
OR5V1	8124639
PLPPR3	NA
PRSS1	8136795
PRSS1	NA
KRT18P1	NA
PRPF31	NA
PRRT1	8125321
PRRT1	8178754
PRRT1	8179950
PRRT1	NA
	8015268
ATP6V1G3	7923164
MED16	NA
CLIC1	8179827
CLIC1	8178598
CLIC1	8125059
LENG8	8031176
LENG8	NA
TJP1	7986977
TJP1	NA
CCL3-AS1	NA
TBC1D3I	8014420
TBC1D3I	8014633
TBC1D3I	8019716
TBC1D3I	8019655
TBC1D3I	8014376
TBC1D3I	8006746
TBC1D3I	8017346
TBC1D3I	8014437
TBC1D3I	8014603
TBC1D3I	8017173
TBC1D3I	8014397
TRBV23-1	NA
PTPRC	NA
LY6G6E	8179810
LY6G6E	8178582
LY6G6E	8125038
TRBV5-4	NA
PRSS3P2	8136801
PRSS3P2	8136807
KBTBD11-AS1	NA
MIF	8071737
KBTBD11	8144317
OR6V1	8136837
HCG21	NA
MRPS18B	8177824
MRPS18B	8117955
MRPS18B	8179139
MRPS18B	NA
OR9P1P	NA
PGBD4P1	NA
TRBJ1-4	NA
DOC2B	8019643
DOC2B	8010901
DOC2B	NA
MGAM2	8136709
MGAM2	NA
HLA-DOB	8125470
HLA-DOB	8178833
LINC03021	NA
	8071737
ARHGEF10	8144281
ARHGEF10	NA
ARHGEF10	8144315
DERL3	NA
DERL3	8074944
ELANE	8024056
CNOT3	NA
LINC02887	NA
RILP	8011131
CFD	8024062
HLA-DRB3	8178811
HLA-DRB3	8180003
HLA-DRB3	8178802
OR9A2	8143555
TRBV13	NA
MIR22HG	8011193
TRBV28	NA
LINC01149	NA
MCCD1P2	NA
TRBJ2-2	NA
SLC2A11	8071783
SLC2A11	NA
EPHB6	8136811
EPHB6	NA
CDKN1C	NA
CDKN1C	7945767
CCL3L1	8014414
CCL3L1	8014391
CCL3L1	8019731
CCL3L3	8014414
CCL3L3	8014391
CCL3L3	8019731
CARS1-AS1	NA
OR12D3	8124645
OR12D3	8178289
	7937866
COX6CP18	NA
DDX39BP2	NA
SLC22A18	7937852
SLC22A18	NA
TBC1D3B	8014420
TBC1D3B	8014633
TBC1D3B	8019716
TBC1D3B	8019655
TBC1D3B	8014376
TBC1D3B	8006746
TBC1D3B	8017346
TBC1D3B	8014437
TBC1D3B	8014603
TBC1D3B	8017173
TBC1D3B	8014397
TSBP1	8125415
ARL17B	NA
ARL17B	8016300
ARL17B	8016285
ARL17B	8007794
PRPF8	7892884
PRPF8	7894555
PRPF8	7896456
PRPF8	7892764
PRPF8	7895981
PRPF8	7892890
PRPF8	7892542
PRPF8	7893364
PRPF8	7895515
PRPF8	7896685
PRPF8	7894662
PRPF8	7895676
PRPF8	7895052
PRPF8	7893551
PRPF8	7895414
PRPF8	7893910
PRPF8	7896594
PRPF8	7893153
PRPF8	7894548
PRPF8	7894498
PRPF8	7894421
PRPF8	7896474
PRPF8	7895077
PRPF8	7895767
PRPF8	7895289
PRPF8	7895340
PRPF8	8011141
PRPF8	7894431
PRPF8	7893494
PRPF8	7895356
PRPF8	7895758
PRPF8	7895162
PRPF8	7893681
PRPF8	7893271
PRPF8	7893261
PRPF8	7894489
PRPF8	7895890
PRPF8	7895290
PRPF8	7896210
PRPF8	7895192
PRPF8	7895853
PRPF8	7893534
PRPF8	7896508
PRPF8	7896156
PRPF8	7893032
PRPF8	7896673
PRPF8	7896647
PRPF8	7895525
PRPF8	7893493
PRPF8	7893239
GP6	NA
CCL18	8006594
PSORS1C2	8178445
PSORS1C2	8124865
HCP5	8118111
SALL3	8021826
SALL3	NA
	8014414
	8014391
	8019731
GOLGA8J	7982284
GOLGA8J	7982206
GOLGA8J	7982271
PEBP1P3	NA
TCF19	8118086
TCF19	8179228
TCF19	8177947
	8000409
	7982204
LINC01896	NA
GREM1	7982377
ATP9B	NA
CHRNA7	7982341
CHRNA7	7987012
CES1P1	8001457
CDK7	8105862
CDK7	8177462
CDK7	NA
NCR3	NA
NCR3	8124955
NCR3	8178517
NCR3	8179773
CES5A	8001464
CES5A	NA
FAN1	7982309
PSORS1C3	8124897
PSORS1C3	8179727
SLC22A18AS	7945774
SLC22A18AS	NA
TBC1D3B	NA
KCNQ1DN	7937847
NLRP2	NA
	7945829
SNORA54	7945801
SAPCD1	8118293
SAPCD1	8178080
SAPCD1	8118302
	8136807
ETF1P1	NA
HLA-P	NA
	7982337
SCG5	7982366
TRBV6-5	NA
TRBV14	NA
TRBV12-1	NA
BRD2	8179504
BRD2	8118580
BRD2	NA
TRBV4-2	NA
TRBV5-1	NA
MTMR10	7987048
MTMR10	NA
TRBJ2-6	NA
AGPAT1	8179958
AGPAT1	8125328
AGPAT1	8178762
TRBV7-7	NA
TRBV2	NA
	7987066
KLF13	7982326
KLF13	NA
MGAM	8136662
MGAM	NA
	7987110
	7982254
DDAH2	8125048
DDAH2	8179819
DDAH2	8178590
GSDMD	8148642
GSDMD	NA
	8023908
HLA-W	NA
TNXA	8179935
TNXA	8178712
TNXA	8125289
MTCO3P1	NA
HLA-DRB4	NA
TRBV16	NA
TRBVB	NA
TRBV6-1	NA
KANSL1	NA
KANSL1	8016266
CCL3	8014369
CCL3	8014414
CCL3	8014391
CCL3	8019731
PRSS58	8143486
NCF4-AS1	NA
NCF4	8072744
NCF4	NA
TRBV24-1	NA
POLR1H	8117822
POLR1H	8179055
TRBJ2-7	NA
TRBJ1-3	NA
TRBVA	NA
TRBV26	NA
OR6W1P	8143557
TRBV4-1	NA
TRBC2	NA
CUBNP2	NA
MARCHF8	7933228
MARCHF8	NA
TRBV8-1	NA
TRBV22-1	NA
TRBV10-3	NA
TRBJ1-1	NA
TRBJ2-3	NA
CCL4	8019651
CCL4	8006608
CCL4	8006621
CCL4	8006602
OR6D1P	NA
TRBV7-5	NA
TRBJ2-5	NA
LINC01238	NA
ANKRD30BP3	NA
TRBV5-6	NA
OR13A1	7933219
	8049961
TRBV12-2	NA
	8049957
TRBV6-4	NA
ALOX5	7927215
ALOX5	NA
TRBJ1-2	NA
LILRA6	8180196
LILRA6	8039196
TRBD1	NA
SERPINF2	8003656
TRBJ2-4	NA
TRBV6-2	NA
PVALB	8075838
TRBV30	NA
RN7SL301P	8006606
TRBV12-3	NA
RPL13AP	NA
TRBV3-1	NA
TRBV8-2	NA
WBP1LP1	NA
GNL1	8178346
GNL1	8124742
GNL1	8179648
GNL1	NA
TRBV6-8	NA
TRBV29-1	NA
TRBV6-6	NA
TRBV15	NA
KEL	8143534
KEL	NA
CDC42EP5	8039273
CDC42EP5	NA
HLA-DQB3	NA
TAP1	8178867
TAP1	8125512
TAP1	8180061
TAP1	NA
	8016261
	8007848
CES1	NA
CES1	8001457
CES1	8180234
LRRC37A	8016259
LRRC37A	8007919
LRRC37A	8007850
LRRC37A	8017688
LRRC37A	8016245
LRRC37A	8007867
ZC3H3	NA
PYCR3	8153459
RN7SL105P	8011110
RPL15P4	8118124
RPL15P4	8177964
RPL15P4	8179246
TRIM26	8124726
TRIM26	8179638
TRIM26	NA
VWA7	8125072
VWA7	NA
LRRC37A3	8007919
LRRC37A3	8007850
LRRC37A3	8017688
LRRC37A3	8016245
LRRC37A3	8007867
LRRC37A3	8016259
EGFL8	NA
TAMM41	8085350
TAMM41	NA
EEF1D	NA
EEF1D	8153449
RNU6-1207P	7933217
TNXB	NA
OR2H1	8117732
OR2H1	NA
TRIM15	8179070
TRIM15	8177760
TRIM15	8117849
TRIM15	NA
DDT	8074969
DDT	8071806
PATL2	NA
TRIM69	7983365
TRIM69	NA
MARK2P14	NA
NUP210P2	NA
	8016300
	8016285
	8007794
	8085358
LTA	8118137
LTA	8177976
LTA	8179258
DDR1	NA
HCG4B	NA
HCG27	8118093
HCG27	8179235
HCG27	8177951
RPS26P8	8007797
KIF5C	8045637
KIF5C	NA
OR12D1	NA
NRM	8179683
NRM	8124806
NRM	8178399
POMZP3	8140433
POMZP3	NA
GSTT1	8074980
GSTT1	NA
LILRA1	8031213
LILRA1	NA
TC2N	7980891
TC2N	NA
HCG27	NA
ABR-AS1	NA
TRARG1	NA
PPT2	NA
PPT2	8179451
PPT2	8118509
YWHAE	8055476
YWHAE	8011011
YWHAE	NA
	8045887
	8082248
	7968787
	8082244
	7971241
UPK3B	8133741
UPK3B	NA
	8103222
	8082246
	8082242
	8071804
	7945873
	8138151
	8042574
	8156319
MIF-AS1	NA
	7960896
	8082250
GSTT3P	NA
GSTT2	8071809
GSTT2	8074962
LINC00685	NA
FABP5P13	NA
KRT18P53	NA
PPP2R3B	8176986
PPP2R3B	8171087
PPP2R3B	NA
SORD2P	NA
SORD2P	7983393
SPDYE16	8133209
SPDYE16	8133654
SPDYE16	8135197
SPDYE16	8132531
SPDYE16	8135204
SPDYE16	8140454
SPDYE16	8140424
B2M	7983360
B2M	NA
CHCHD10	8074939
CHCHD10	NA
ABHD16A	NA
ABHD16A	8125017
ABHD16A	8178561
DTX2	NA
DTX2	8133736
GSTT4	8074972
GSTT4	8074988
GSTT4	8071801
DDTL	8071806
LINC00588	NA
MMP11	8071758
MMP11	NA
LINC01606	NA
HCG9P5	NA
IGHA2	NA
MDC1	8124813
MDC1	8178404
MDC1	NA
MCCD1	8118124
MCCD1	8177964
MCCD1	8179246
	8146525
FLOT1	NA
IGHD4-17	NA
ZNF251	NA
ZNF251	8153890
IGHEP1	NA
MAP3K14	NA
IGHG3	NA
UBQLN1P1	NA
UQCRHP1	NA
OR10C1	8179007
OR10C1	8117727
OR10C1	8177704
	8007865
	8007883
	8016257
	8016213
	8016283
IGHJ5	NA
HLA-DQB2	8180029
HLA-DQB2	8125463
ATP6V1G1P1	NA
IGHD1-26	NA
CATSPERB	7980861
CATSPERB	NA
IGHD7-27	NA
IGHV3-11	7981728
IGHV3-11	7981724
IGHV3-11	7981722
LINC03009	8133752
LINC03009	NA
IGHD3-3	NA
IGHD3-22	NA
	7988342
	7983377
IGHD6-19	NA
DDX39B-AS1	NA
	7983379
	7988346
IGHJ1	NA
IGHJ2	NA
MRPS16P3	NA
RPL3P2	NA
IGHV3-20	NA
GSTT2B	8071809
GSTT2B	8074962
IGHE	7981708
APOL5	8072721
HLA-A	NA
IGHV1-24	NA
PPP1R18	NA
PPP1R18	8124798
PPP1R18	8179683
PPP1R18	8124806
PPP1R18	8178399
IGHJ3P	NA
FAM30A	7977445
FAM30A	7977440
FAM30A	NA
LAIR2	NA
LAIR2	8031196
RBFOX2	8075673
RBFOX2	NA
ELK2BP	NA
IGHA1	NA
RN7SL268P	8074958
IGHD1-14	NA
IGHV1-3	NA
IGHVIII-38-1	NA
IGHV7-34-1	NA
RDM1P2	NA
IGHV4-34	NA
IGHGP	NA
LINC02829	NA
HLA-Z	NA
IGHM	7896697
IGHM	7896715
IGHV4-39	NA
STH	8007846
IGHG1	NA
HLA-DMB	8125530
HLA-DMB	NA
HLA-DMB	8180078
LINC02570	NA
LINC02825	NA
LENG9	8039269
IGHV3-33	7981728
TBX22	8168534
TBX22	NA
IGHD6-25	NA
POLR3GP1	NA
IGHD2-8	NA
IGHVIII-47-1	NA
IGHV3-21	7981728
IGHV3-21	7981724
IGHV3-21	7981730
IGHV3-21	7981722
	7980859
IGHV1-17	NA
IGHD6-6	NA
IGHD	NA
NANOGP7	NA
CXADRP2	NA
	7980889
	7986603
LINC02203	7981781
LINC02203	7981783
LINC02203	8180369
PPP1R2P1	8180076
PPP1R2P1	8125527
PPP1R2P1	8178882
IGHV1-12	NA
IGHD2-21	NA
IGHD5-12	NA
SLC20A1P2	NA
IGHJ6	NA
HLA-N	NA
IGHV1-45	NA
HLA-DQB2	8180022
HLA-DQB2	8178826
LONRF2P4	NA
	7981785
IGHV3-50	NA
IGHV4-28	7981732
	7981783
	8180369
IGHV3-53	7981724
IGHV3-53	7981730
IGHV3-53	7981722
CHCHD2P2	NA
IGHD4-23	NA
IGHG4	NA
	7981775
GTF2H2C_2	8177507
GTF2H2C_2	8177674
GTF2H2C_2	8112538
GTF2H2C_2	8105918
GTF2H2C_2	8105970
GTF2H2C_2	NA
OR4M2B	7981781
OR4M2B	7973008
ERMARD	NA
ERMARD	8123467
DDX6P1	NA
GRAMD4P6	NA
NBEAP4	NA
NF1P9	NA
PPIAP9	8124924
IGHJ2P	NA
IGHV1-68	NA
IGHVIII-22-2	NA
IGHVII-40-1	NA
IGHV3-54	NA
C2	8178095
C2	8118324
C2	8179331
C2	NA
IGHJ3	NA
IGHV3-16	7981728
IGHV3-16	7981720
IGHV3-16	7981724
IGHV3-16	7981722
POTEB3	8067844
POTEB3	7986605
POTEB3	8022428
IGHJ4	NA
IGHJ1P	NA
IGHV7-56	NA
IGHV3-13	7981728
IGHV3-13	7981720
IGHV3-13	7981724
IGHV3-13	7981730
IGHV3-13	7981722
IGHV3-13	7981740
ADAM2	8150395
ADAM2	NA
PFDN6	8118661
PFDN6	8178270
PFDN6	8179559
IGHV1-18	NA
IGHVIII-25-1	NA
IGHD3-9	NA
IGHVIII-2-1	NA
IGHVII-74-1	NA
	7981718
	7981724
IGHVII-15-1	NA
IGHVII-44-2	NA
IGHV3-19	7981728
IGHV3-19	7981720
IGHV3-19	7981724
ADAM6	NA
IGHD1-20	NA
IGHVIII-11-1	NA
IGHVIII-5-1	NA
IGHVIII-13-1	NA
IGHV1-2	NA
SPACA7	7970150
SPACA7	NA
IGHVIII-67-3	NA
IGHV3-30-2	NA
HOMER2P2	NA
IGHD5-24	NA
IGHD2-15	NA
IGHV3-64	7981728
IGHV3-64	7981737
IGHV3-64	7981724
IGHV3-64	7981730
IGHV3-64	7981722
IGHV3-65	7981728
IGHV3-65	7981737
IGHV3-65	7981724
IGHV3-65	7981722
IGHV3-35	7981728
IGHV3-35	7981720
IGHV3-35	7981722
IGHVII-22-1	NA
ELK2AP	NA
DUX4L9	7931665
DUX4L9	8176570
DUX4L9	8098732
DUX4L9	7931662
DUX4L9	8098730
DUX4L9	7931671
DUX4L9	8098740
DUX4L9	8098725
DUX4L9	7931659
DUX4L9	7931668
DUX4L9	8176572
DUX4L9	7931656
DUX4L9	8098743
DUX4L9	8104122
IGHV3-15	8001104
IGHV3-15	7981737
IGHV3-15	7981722
TUBB7P	8021919
TUBB7P	8104119
IGHV5-51	NA
FRG2	8104124
FRG2	7937251
CEP72-DT	NA
CEP72	NA
IGHVII-46-1	NA
IGHV3-42	NA
IGHV3-6	7981728
IGHV3-7	7981728
IGHV3-7	7995263
IGHV3-7	7981737
IGHV3-7	7981724
IGHV3-7	7981730
IGHV3-7	7981722
TUBGCP3	NA
IGHV2-26	NA
IGHV4-55	NA
SLC9A3	NA
IGHD5-5	NA
GPI	NA
GPI	8027621
IGHD4-4	NA
IGHD3-10	NA
IGHVII-67-1	NA
IGHV7-27	NA
IGHV3-41	7981737
IGHV3-41	7981730
IGHV3-41	7981722
IGHVII-62-1	NA
IGHVIII-5-2	NA
IGHV4-59	7981732
LINC01070	NA
IGHV3-33-2	NA
IGHV2-70	NA
LINC01043	NA
IGHVIII-76-1	NA
IGHV3-43	7981728
IGHV3-43	7981724
LINC01044	NA
IGHV3-66	7981724
IGHV3-66	7981730
IGHV3-66	7981722
HLA-DMA	NA
HLA-DMA	8125537
HLA-DMA	8178884
HLA-DMA	8180086
IGHD3-16	NA
IGHVII-53-1	NA
IGHV3-22	7981728
IGHV3-22	7981737
IGHV3-22	7981724
IGHV3-22	7981722
IGHV3-72	7981728
IGHV3-72	7995263
IGHV3-72	7981737
IGHV3-72	7981730
IGHV3-72	7981722
	7981773
	7986627
IGHV3-48	7981728
IGHV3-48	7981720
IGHV3-48	7981724
IGHV3-48	7981730
IGHV3-48	7981722
FRG1	8161509
FRG1	8098714
FRG1	NA
UBD	8178295
UBD	8124650
IGHV7-40	NA
IGHV3-69-1	7981728
IGHV3-69-1	7981724
IGHV3-69-1	7981730
IGHV3-69-1	7981722
IGHV1-69D	NA
IGHV3-29	NA
IGHV3-36	NA
IGHV1-58	NA
IGHV2-5	NA
IGHV3-47	7981726
IGHVIII-44	NA
IGHV8-51-1	NA
IGHV3-57	NA
IGHV3-63	NA
IGHVIII-26-1	NA
IGHVII-30-1	NA
IGHD1-1	NA
IGHV6-1	NA
IGHV3-60	7981728
IGHV3-60	7981720
IGHV3-60	7981722
IGHV3-38	7981728
IGHV3-38	7981730
IGHV3-38	7981722
LILRB4	NA
LILRB4	8031238
IGHV3-73	7981737
RDH13	NA
IGHV4-61	7981732
IGHD5-18	NA
IGHVII-51-2	NA
IGHD6-13	NA
IGHV3-74	7981728
IGHV3-74	7981724
IGHV3-74	7981730
IGHV3-74	7981722
IGHV3-74	7981740
IGHV3-25	NA
IGHVII-65-1	NA
IGHV3-75	NA
IGHV2-70D	NA
	8098723
	8098721
IGHD1-7	NA
IGHVII-33-1	NA
IGHV3-37	NA
IGHVII-26-2	NA
IGHV3-62	7981728
IGHV3-62	7981737
IGHV3-62	7981724
IGHV3-62	7981730
IGHV3-62	7981722
ATP5MC1P1	NA
IGHV1-67	NA
IGHVII-1-1	NA
IGHD2-2	NA
HOMER2P1	NA
IGHVIV-44-1	NA
IGHD4-11	NA
IGHV1-69-2	NA
IGHV3-30	7981728
IGHV3-30	7981718
IGHVIII-67-4	NA
VARS1	NA
VARS1	8178609
VARS1	8125091
VARS1	8125123
IGHV4-4	NA
CUTA	8125752
IGHG2	NA
GAL3ST2	8049934
NEU4	8049942
NEU4	NA
IGHV3-71	7981728
IGHV3-71	7981737
IGHV3-71	7981724
IGHV3-71	7981722
IGHV1-69	NA
IGHV3-52	7981728
IGHV3-52	7981722
IGHV3-49	NA
COPDA1	NA
IGHV3-76	NA
IGHVII-49-1	NA
IGHV1-46	NA
SLC20A1P1	NA
IGHVII-60-1	NA
IGHV5-78	NA
IGHV3-23	7981728
IGHV3-23	7981724
IGHV3-23	7981730
IGHV3-23	7981722
CLN8	NA
CLN8	8144279
CLN8	8144267
IGHVIII-67-2	NA
IGHV1-14	NA
MCCD1P1	NA
BAG6	NA
BAG6	8124967
BAG6	8178526
BAG6	8179782
CLN8-AS1	NA
LINC00242	8130934
LINC00574	8123488
DYNLT2	8130927
DYNLT2	NA
RN7SKP117	8113771
RPS27P14	NA
MARVELD2	8177498
MARVELD2	8105899
MARVELD2	NA
SAPCD1-AS1	NA
HLA-DPB2	8118607
RNF5	8178188
RNF5	8118535
RNF5	8150356
RNF5	8179472
LINC01237	NA
EHMT2	NA
EHMT2	8125172
EHMT2	8179884
FAM240C	NA
HLA-J	8179049
HLA-J	8117813
TRIM31	8179617
TRIM31	8178330
TRIM31	8124707
TRIM31	NA
	8039210
RTP5	8049952
PDCD1	8060294
C6orf15	8179713
C6orf15	8178439
C6orf15	8124859
GRK1	NA
	7981732
TMEM255B	NA
	7981728
TMC4	NA
TMC4	8039144
LINC00552	NA
ADAM9	NA
RPL7AP80	NA
HLA-U	NA
	7895919
	8178476
	7896287
	7896458
	8179750
	8124926
	7895014
	7893002
	7892648
	7895226
COL11A2P1	NA
MTCO2P32	NA
LPCAT1	NA
LPCAT1	8110841
RNU6-164P	NA
ADAM32	NA
ADAM32	8146024
LILRB1-AS1	NA
LILRB3	8039196
LILRB3	NA
GAPDHP26	NA
BAAT	8162870
TAF4	NA
TAF4	8067361
FYTTD1P1	NA
TRMT112P4	NA
PLPPR1	8156923
PLPPR1	NA
	8178063
	8118235
	8179309
	8178070
	8118242
CDH4	NA
TUBB	8177858
TUBB	8117995
TUBB	8179174
B3GALT4	8179555
B3GALT4	8178264
B3GALT4	8118655
SNHG32	8179326
SNHG32	8178090
SNHG32	NA
SNHG32	8118322
CLPTM1L	8110803
CLPTM1L	NA
TRPC6P4	NA
HLA-DRB2	NA
GLIS2	7992956
TSBP1	NA
OCLN	8105908
VASN	7992967
MAPK15	8148674
MAPK15	NA
CORO7-PAM16	7999120
CORO7-PAM16	7999112
LY6L	NA
LY6H	8153380
LYPLA2P1	8125748
LYPLA2P1	8033458
HLA-DPA2	8125563
TRIM40	8179060
TRIM40	8177750
TRIM40	8117840
TRIM40	NA
NPIPA5	7993359
NPIPA5	7999634
NPIPA5	7999614
NPIPA5	7993349
NOMO1	7993511
NOMO1	7999791
NOMO1	7993371
NOMO1	NA
LINC02536	NA
PTPRK-AS1	NA
MRPS17P5	NA
PTPRK	8129418
PTPRK	NA
FAM83H	8153488
LINC02904	8148580
LINC02904	NA
LINC02878	8148671
GLIS2-AS1	NA
GFUS	NA
GFUS	8153474
NMRAL1	7999149
NMRAL1	NA
PRB3	7961300
PRB3	NA
CCDC125	8112439
CCDC125	8177628
CCDC125	NA
MSH5	NA
MSH5	8118293
MSH5	8118259
MSH5	8118302
LINC01511	NA
SLC6A3	8110821
SLC6A3	NA
LY6E	8148572
LY6E	NA
TAS2R42	7961298
PSMB8	NA
PSMB8	8178855
PSMB8	8125500
PSMB8	8180049
ADAM18	NA
ADAM18	8146069
LY6G5B	8178059
LY6G5B	8118228
CCL23	8014361
SUCLA2P1	NA
HLA-DRB1	NA
HLA-DPA1	8125556
HLA-DPA1	8178891
HLA-DPA1	8180100
HLA-DPA1	NA
NAIPP4	8112478
NAIPP4	8177527
NAIPP4	8112521
TBC1D3G	8014420
TBC1D3G	8014633
TBC1D3G	8019716
TBC1D3G	8019655
TBC1D3G	8014376
TBC1D3G	8006746
TBC1D3G	8017346
TBC1D3G	8014437
TBC1D3G	8014603
TBC1D3G	8017173
TBC1D3G	8014397
HMGN1P12	NA
CFL1P5	NA
AK6	8112458
AK6	NA
PRB4	7961269
TAS2R43	8180320
PUF60	8153536
PUF60	NA
HMOX2	7992987
HMOX2	NA
PRH1	NA
PRH1	7961259
MSH5	8178080
TNXB	8179935
TNXB	8178712
TNXB	8125289
TNXB	8125234
C6orf47-AS1	NA
	7961252
	7961259
LY6E-DT	NA
AK3P2	NA
TSPY24P	NA
ZNF92P1Y	NA
RBMY3AP	NA
RFTN1P1	NA
RFTN1P1	8177072
CCL16	8014342
SERBP1P2	NA
TSPY12P	NA
DUX4L19	8176572
TTTY12	8176471
TTTY12	NA
TTTY7B	8177101
TTTY7B	8176435
RPL3P10	NA
DDX52	NA
DDX52	8014574
OFD1P3Y	NA
RBMY2HP	NA
TTTY6	8177347
TTTY6	8176782
ELOCP35	NA
SLC9B1P1	8177130
USP12PY	8180323
TTTY23	NA
KDM5DP1	NA
TTTY7	8177101
TTTY7	8176435
	7995267
	7995275
	8001082
	7995292
LINC00279	NA
DUX4L17	NA
PRY	8177323
PRY	8176935
PRY	8176806
PRY	8177395
RRN3	7999608
RRN3	8000200
RRN3	8000192
RRN3	7994565
RRN3	NA
	8071058
	7927097
	8001070
	8043487
TSPY18P	NA
PCMTD1P1	NA
HSFY7P	NA
ZNF736P6Y	NA
TUSC2P1	NA
RBMY2AP	8177389
RBMY2AP	8176941
RBMY2AP	8176817
RBMY2AP	8177393
RBMY2AP	8176815
RBMY2AP	8176943
