hgnc_symbol	phalanx_onearray
GFOD1	PH_hs_0034059
GFOD1	
ATG4A	PH_hs_0000926
ATG4A	
RNF170	
RNF170	PH_hs_0027926
RNF170	PH_hs_0035637
NRSN1	PH_hs_0022140
NRSN1	
	PH_hs_0012940
BCAR1	PH_hs_0014101
BCAR1	
MIS18A	PH_hs_0003462
HTR2A	PH_hs_0025180
HTR2A	
MIS18A-AS1	
MRAP-AS1	
MRAP	
HTR2A-AS1	
DIAPH3-AS2	PH_hs_0005462
ZNF519P3	
RNY4P28	
LINC00434	
TARDBPP2	PH_hs_0035103
LINC01623	
GJD2	PH_hs_0032490
RNA5SP31	
EIF4A1P6	
LINC01668	
TDRD3	PH_hs_0022299
TDRD3	
TTBK2-AS1	
TTBK2-AS1	PH_hs_0019821
JARID2	PH_hs_0003026
JARID2	
WDR4	
WDR4	PH_hs_0008457
OCA2	PH_hs_0004686
LINC02675	
RPL17P33	
	PH_hs_0033032
RPL21P93	
LOXL2	PH_hs_0004760
LOXL2	
AGBL2	PH_hs_0008825
AGBL2	
MYO3A	
MYO3A	PH_hs_0022643
RN7SL156P	
TLDC2	PH_hs_0036190
ELOVL2	PH_hs_0013064
RNU6-71P	
SPART	PH_hs_0040978
SPART	
MRPL35P1	
MTCO2P33	
POM121L6P	
RPS3AP3	
RPS27AP3	
RN7SL443P	
OSER1	PH_hs_0004370
LINC00589	
LINC00589	PH_hs_0005563
PPIAP57	
JPH2	PH_hs_0022523
JPH2	
LZTS1	PH_hs_0005141
LZTS1	PH_hs_0030779
LZTS1	
LINC01255	
SLC38A9	PH_hs_0018453
SLC38A9	
ISCA2	
NRL	PH_hs_0031397
NRL	
RPL10AP2	PH_hs_0030367
RNU6-743P	
CDCA2	PH_hs_0018068
CDCA2	
EIF4EBP2P1	
SRSF6	
SRSF6	PH_hs_0030938
PPP4R1-AS1	
BOD1P2	
JDP2	
JDP2	PH_hs_0009272
PCK2	PH_hs_0004373
PCK2	
	PH_hs_0015489
RNU6-1251P	
AWAT2	PH_hs_0032077
AWAT2	
KLHL14	PH_hs_0004948
KLHL14	
IFT52	PH_hs_0002199
IFT52	
OR1Q1BP	
ZNF519P2	
EIF2AK4	
TBC1D22A-AS1	
IGLC7	
IGLJ7	
DLGAP1-AS5	
DLGAP1-AS5	PH_hs_0026226
HNRNPA1P37	
PSMD10	PH_hs_0030183
PSMD10	
OR2W1-AS1	
LINC01478	
RPL27AP	
MYBL2	PH_hs_0010641
RNU6-816P	
SPATA7	PH_hs_0024984
SPATA7	PH_hs_0033238
SPATA7	
NDUFV3	PH_hs_0022967
NDUFV3	PH_hs_0032130
MIR5571	
RN7SKP131	PH_hs_0033599
ZBED9	PH_hs_0010525
ACTR3BP6	
RNA5SP495	
RNA5SP494	
MIR650	
MIR3928	
RNU6-1066P	
RNU6-338P	
RN7SKP169	
RNU6-1128P	
RN7SL20P	
FNBP4	PH_hs_0000693
FNBP4	
RNA5SP496	
RNU6-201P	
SPART-AS1	PH_hs_0009288
RNU6-28P	
PAICSP4	
MIR5739	
MIR3619	
MIR6818	
MIR7109	
SNORD83A	PH_hs_0040356
MIR6821	PH_hs_0034689
SNORD83B	
RPL23P10	
SNORD43	
MIR1249	
RN7SKP252	
MTCYBP19	
RNU6-1161P	
MIR4535	
MIR3201	
MIR3667	
	PH_hs_0003906
MIR4762	
GABPA	PH_hs_0040994
GABPA	
RNA5SP497	
EDN1	PH_hs_0026662
PSME2P5	
MIR4766	
ZDHHC2	PH_hs_0028134
ZDHHC2	
RNU6-379P	
	PH_hs_0023980
PSMC1P13	
RN7SL633P	
ATXN8OS	PH_hs_0038014
ATXN8OS	
MIR1281	
RN7SKP214	
IGLCOR22-1	
LINC01543	
SLC5A4-AS1	
SLC5A4-AS1	PH_hs_0036691
STK24	PH_hs_0010078
STK24	
GTSF1L	PH_hs_0006875
BNIP3P3	
CPSF1P1	PH_hs_0036691
	PH_hs_0034932
GPX5	PH_hs_0029505
CST9	PH_hs_0036728
RFPL3	PH_hs_0029303
RFPL3	PH_hs_0040327
PGDP1	
SIRPB1	PH_hs_0011529
SIRPB1	
AQP4-AS1	
AQP4-AS1	PH_hs_0017311
TUSC2P2	
NRK	PH_hs_0041122
NRK	
IGLCOR22-2	
RFPL3S	PH_hs_0039993
RFPL3S	
TRMT9B	PH_hs_0026500
TRMT9B	PH_hs_0010889
EIF2AP4	
ZNF22-AS1	PH_hs_0032102
RNA5SP340	
YPEL5P2	
E2F3-IT1	
FTLP19	
SMIM13	PH_hs_0001825
SMIM13	PH_hs_0003180
SMIM13	PH_hs_0037286
ZNF33CP	
MSRB2	PH_hs_0026410
	PH_hs_0020341
	PH_hs_0040750
IGLVIVOR22-2	
NDUFV2	
NDUFV2	PH_hs_0028904
RTCB	PH_hs_0023368
RTCB	
HCG9	
MRPL48P1	
RBM24	PH_hs_0029422
RBM24	
ATP5F1AP1	
LRCH2	PH_hs_0004013
FAM74A6	PH_hs_0031778
FAM74A6	
CLIC6	PH_hs_0017133
ELAVL2	PH_hs_0010005
ELAVL2	
DCAF11	
DCAF11	PH_hs_0014707
KIR2DL5A	
OTOR	PH_hs_0003066
OTOR	
	PH_hs_0030552
GABRB3	PH_hs_0023615
GABRB3	
MTMR7	PH_hs_0040086
MTMR7	
FAM238A	
CCNYL2	PH_hs_0035785
CCNYL2	
PIGP	PH_hs_0019485
PIGP	
SRXN1	PH_hs_0008141
DTD1	PH_hs_0021497
TCERG1P2	
XYLT1	
KRT18P38	
DDX18P3	
RPL18AP14	
TUBAP6	
KCTD9P5	
FUNDC1	PH_hs_0000781
CDH10	PH_hs_0005120
SSR1	
SSR1	PH_hs_0005659
SSR1	PH_hs_0013283
RCBTB2	PH_hs_0002393
RCBTB2	
PTF1A	PH_hs_0016988
MPPE1	PH_hs_0009278
MPPE1	
PINCR	
OSBPL2	PH_hs_0031724
OSBPL2	
OSBPL2	PH_hs_0001440
OSBPL2	PH_hs_0035151
CCNB3	
CCNB3	PH_hs_0007671
YWHAH	
YWHAH	PH_hs_0023146
PRTFDC1	PH_hs_0028804
PRTFDC1	
	PH_hs_0018292
PTGER4P2	PH_hs_0040842
PCMTD1	PH_hs_0024327
PCMTD1	
TMEM252-DT	
C3orf52	
C3orf52	PH_hs_0025319
C3orf52	PH_hs_0039182
KCNE2	PH_hs_0026910
TPTE	PH_hs_0027797
TPTE	
RBM17P2	
PTGER4P3	PH_hs_0040842
RN7SL305P	
YWHAH-AS1	PH_hs_0012623
YWHAH-AS1	
FAM74A4	PH_hs_0031778
FAM74A4	
GRHPR	
GRHPR	PH_hs_0009381
TAF11L3	
ASPHD2	PH_hs_0010861
ACTRT1P1	
NLRP3P1	
PPIAP77	
RAB40AL	PH_hs_0033729
POU3F4	PH_hs_0000294
	PH_hs_0039706
SRRD	PH_hs_0034439
SRRD	
EIF3JP1	
GPX8	PH_hs_0015025
GPX8	
SNX3P1X	
FAM236C	
GCSAM	
VENTXP5	
P2RY10	PH_hs_0015335
P2RY10	PH_hs_0030654
MTND6P20	
PROSER2	
PROSER2	PH_hs_0025435
BNIP3L	
BNIP3L	PH_hs_0040782
TPT1P13	
KRT8P17	
TFIP11	PH_hs_0001759
TFIP11	
KRBOX4	PH_hs_0022318
KRBOX4	
ISL1	PH_hs_0000061
RPL36AP55	
HIRAP1	
CTSLP2	
EIF3LP2	
LINC00841	PH_hs_0020190
LINC00841	
LINC00609	
CYCSP1	
TPT1P10	
NUTF2P5	
LINC02672	
TOGARAM1	PH_hs_0006114
TOGARAM1	
	PH_hs_0038618
SLITRK1	PH_hs_0019607
MKX-AS1	
MKX-AS1	PH_hs_0012705
FOXF2	PH_hs_0003228
AGAP10P	
ALOX5AP	PH_hs_0005601
ALOX5AP	
LINC00838	
ZBED9-AS1	
	PH_hs_0012061
HSPA8P3	
UQCRFS1P3	
C5orf34-AS1	
SOX4	PH_hs_0024012
ENKUR	PH_hs_0022879
ENKUR	
EFNB1	PH_hs_0008565
LINC02533	
ANKH	PH_hs_0022715
ANKH	
FGF14	PH_hs_0023133
FGF14	PH_hs_0037563
FGF14	
TBILA	
CDKAL1	PH_hs_0014420
CDKAL1	
SLC9C1	PH_hs_0020297
SLC9C1	
SLC14A2-AS1	
SLC14A2-AS1	PH_hs_0032828
CNTNAP3P2	PH_hs_0033932
CNTNAP3P2	PH_hs_0034358
RPS4X	
RPS4X	PH_hs_0030329
OR4H6P	
POTEB2	
CISD1	PH_hs_0010449
CISD1	
	PH_hs_0019489
TRPM6	PH_hs_0014034
TRPM6	
IFT88	PH_hs_0023237
IFT88	
LINC02522	
KIF13B	PH_hs_0001453
KIF13B	
DCDC2	PH_hs_0026765
DCDC2	
ADH5P5	
LINC02119	PH_hs_0018156
LINC02119	
PRELID3BP4	
TPST2	PH_hs_0010046
TPST2	PH_hs_0025682
TPST2	PH_hs_0033427
PPWD1	
PPWD1	PH_hs_0000157
KRT18P68	
MDH1P1	
RPL26P27	
MTCYBP31	
PABPC1L2B-AS1	
DNAJC1	PH_hs_0001252
DNAJC1	
PPP1R2C	PH_hs_0007337
PHB1P10	
IGHV1OR15-2	
DLG3	PH_hs_0001083
DLG3	
ID4	PH_hs_0024544
MYL12BP1	
DPH6	
DPH6	PH_hs_0039538
	PH_hs_0017688
MIR548J	
HMGB1P10	PH_hs_0030523
CRYBB1	PH_hs_0002941
RUBCNL	PH_hs_0024927
RUBCNL	
SYNJ1	PH_hs_0019097
SYNJ1	
MRPL50P4	
HNRNPA3P1	PH_hs_0030314
UQCRHP3	
GPN3P1	
CTSLP4	PH_hs_0035208
CUBNP3	
CRYBA4	
SLC25A16	
SLC25A16	PH_hs_0010675
TWIST2	PH_hs_0036496
TWIST2	PH_hs_0025157
TWIST2	PH_hs_0033274
RPLP0P10	
	PH_hs_0028918
	PH_hs_0034845
	PH_hs_0038235
OR11J5P	
BMF-AS1	
C15orf62	PH_hs_0037680
C1QTNF6	PH_hs_0001919
C1QTNF6	
MRPS35P3	
SPRED1	
PROSER2-AS1	PH_hs_0015696
PROSER2-AS1	
UBE2V2P1	
MYL6P3	
PHYHIPL	PH_hs_0039717
PHYHIPL	
AP5M1	PH_hs_0005912
AP5M1	
FITM1	
SSTR3	PH_hs_0026822
TMTC4	PH_hs_0010360
TMTC4	
PSME1	PH_hs_0035453
PSME1	
PSME1	PH_hs_0004316
GAPDHP55	
TMPRSS6	
SGMS1-AS1	
FMN1	PH_hs_0039875
FMN1	
FMN1	PH_hs_0033563
FMN1	PH_hs_0038350
GRM5P1	PH_hs_0031563
GRM5P1	
SNX18P27	
VN1R54P	
IDI1P2	
NAMPTP1	PH_hs_0027356
GCSHP1	
HOOK3	PH_hs_0005683
HOOK3	PH_hs_0022763
HOOK3	
	PH_hs_0011360
ANKRD54P1	
NNT-AS1	
RPL21P8	
	PH_hs_0012470
TRIM51FP	PH_hs_0034928
TMEM63C	PH_hs_0001962
TMEM63C	
TMEM63C	PH_hs_0006739
AK4P2	
ASCC1	PH_hs_0022298
ASCC1	
ATPSCKMT	PH_hs_0035919
ATPSCKMT	
R3HDML	PH_hs_0026294
RIMS4	PH_hs_0040991
RIMS4	
LINC02958	
FBXO4	PH_hs_0033408
FBXO4	
CELF4	
CELF4	PH_hs_0025457
HAR1B	
INTS10	PH_hs_0026782
INTS10	
HAR1A	
THBS1-IT1	
	PH_hs_0036963
NF1P1	
SGSM2	
SGSM2	PH_hs_0023367
SGSM2	PH_hs_0032414
MIR124-3	
YTHDF1	PH_hs_0001113
YTHDF1	
	PH_hs_0036436
PPP1R11P2	
CYLC1	PH_hs_0021383
HMX1	
HMX1	PH_hs_0027753
SLC35F4	PH_hs_0002475
SLC35F4	
OOSP1	
NUTF2P6	
GABRG3-AS1	
OOSP4A	
OOSP4B	PH_hs_0033658
VEZTP1	
VPS39-DT	PH_hs_0017949
	PH_hs_0031609
IGHD3OR15-3B	
RIPPLY1	PH_hs_0016470
BIRC7	PH_hs_0013486
BIRC7	
OOSP2	PH_hs_0007899
GABPB1-IT1	
FSIP1	
FSIP1	PH_hs_0007578
LINC02284	
ATP5F1AP10	
FKBP4P7	
LINC01148	PH_hs_0029986
NPR3	
NPR3	PH_hs_0023184
NPR3	PH_hs_0001307
EPSTI1	PH_hs_0016654
EPSTI1	PH_hs_0038871
EPSTI1	
BMP4	PH_hs_0031292
BMP4	
MTND4P31	
PGAM4P1	
FDPSP5	
PAX5	PH_hs_0001921
PAX5	
GABRG3	PH_hs_0005779
GABRG3	PH_hs_0013438
GABRG3	
RNU6-954P	
NF1P3	
DPRXP6	
PPP6R2P1	
FRG2MP	
MTND6P13	
ANKRD20A18P	
RNA5SP488	
MIR3196	
H2AL1MP	
ERLEC1P1	
NKAIN4	PH_hs_0003305
NKAIN4	
EEF1A1P30	
RBM11	PH_hs_0032491
RBM11	
CXorf38	PH_hs_0022852
CXorf38	PH_hs_0019423
DNAJC8	
LINC02296	
FTH1P13	
	PH_hs_0033673
PTBP1P	
HNRNPA1P71	
RPL21P11	PH_hs_0038942
EIF4EBP2P2	
OR7E159P	
LINC02302	PH_hs_0011615
SNX18P23	
RPA2P1	
MTCO3P39	
MTND3P22	
EMC9	
EMC9	PH_hs_0027332
EIF3LP1	PH_hs_0031576
EIF4BP1	
COILP1	
TRAJ50	
HSPA13	PH_hs_0032808
HSPA13	
RPL18P1	
MTCYBP23	
FKBP1BP1	
ATP5IF1	PH_hs_0012932
ATP5IF1	
RPL36P18	
PRELID1P4	
EEF1A1P29	
SRSF5	PH_hs_0010038
SRSF5	
SFR1P1	
PCBP2P1	
GGTLC4P	PH_hs_0033748
PSMG1	PH_hs_0000529
PSMG1	
SORD2P	PH_hs_0028691
	PH_hs_0039728
LINC02405	
TCEAL7	PH_hs_0001900
POM121L9P	PH_hs_0029754
POM121L9P	PH_hs_0029959
POM121L9P	PH_hs_0037576
POM121L9P	
LINC02120	PH_hs_0020281
TNFRSF19	PH_hs_0023856
TNFRSF19	
ARFGAP1	PH_hs_0002253
ARFGAP1	
SESN2	PH_hs_0000852
PART1	PH_hs_0024912
PART1	PH_hs_0008728
PART1	
DNAAF4-CCPG1	PH_hs_0007174
DNAAF4-CCPG1	
SPECC1L	PH_hs_0000489
SPECC1L	PH_hs_0030909
SPECC1L	
HMGN1P35	
ARL5AP5	
TMEM230P1	
SPRING1P1	
RPL26P28	
RBP3	PH_hs_0000105
MED18	PH_hs_0026467
MED18	
TMEM184CP1	
BEX1	PH_hs_0016413
BEX1	PH_hs_0032710
TAF11L8	
RYR3-DT	
TAF11L9	
PSME2	
PSME2	PH_hs_0039146
PSME2	PH_hs_0039739
HSPB3	PH_hs_0003083
	PH_hs_0008854
RPL7AP72	
NLRP7P1	
IMPDH1P4	
RHOXF1P1	
LINC02213	PH_hs_0034467
ARHGAP12	PH_hs_0024570
ARHGAP12	
COX6B1P4	
GCNT1P2	
DCAF8L1	PH_hs_0033579
FST	
FST	PH_hs_0001026
DCTN6	PH_hs_0031910
DCTN6	PH_hs_0022731
RPL22P22	
H3P44	
PRTG	PH_hs_0006397
PRTG	PH_hs_0018269
PRTG	
RPL31P63	
SPIN4	PH_hs_0027768
RRM2P3	
COL4A2-AS2	
ANKFY1	PH_hs_0026766
ANKFY1	
PCNAP3	
COL4A2-AS1	
RAB20	PH_hs_0010646
RPL7P55	
MTCO1P53	
PRPF4BP1	
CARS2	PH_hs_0018565
CARS2	
DCAF12L2	PH_hs_0034117
DNAJC18	
DNAJC18	PH_hs_0021972
DNAJC18	PH_hs_0030910
H3P19	
TAF11L7	
UQCRBP3	
BRWD1	
BRWD1	PH_hs_0000529
BRWD1	PH_hs_0030684
TAF11L2	
MRPS30	PH_hs_0022371
MRPS30	PH_hs_0036828
TMEM30BP1	
RAD51	
RAD51	PH_hs_0026109
COX6CP12	
NCKAP1P1	
DEFT1P	PH_hs_0027393
OTUD6A	PH_hs_0033580
UBE2V1P16	
AKAIN1	
SLC14A2	PH_hs_0011406
SLC14A2	
PPP2R2A	PH_hs_0028631
PPP2R2A	
THOC2	PH_hs_0035474
THOC2	
CAP2P1	
GHR	PH_hs_0007066
GHR	
FUT8	PH_hs_0006549
FUT8	
TOLLIP	PH_hs_0002235
TOLLIP	
SPECC1L-ADORA2A	PH_hs_0022955
ADORA2A	
ADORA2A	PH_hs_0022955
RNU5B-4P	
ECSCR	
OR7E55P	
EVA1CP5	
LSP1P2	
RALBP1	PH_hs_0004329
RALBP1	
ALG1L6P	
FAM86DP	PH_hs_0032719
FAM86DP	
SMIM33	
BOLA2P3	
STING1	PH_hs_0033001
STING1	
ADORA2A-AS1	
ADORA2A-AS1	PH_hs_0020873
MIR7703	
RNF31	
RNF31	PH_hs_0029932
ZZEF1	PH_hs_0031992
ZZEF1	
SSU72P7	
UPB1	PH_hs_0023483
UPB1	PH_hs_0041135
UPB1	
KCNQ1OT1	
SSU72P3	
TOLLIP-DT	
SSU72P5	
WBP11P1	
LINC02018	
MUC5B	
MUC5B	PH_hs_0040975
KIF13A	
KIF13A	PH_hs_0008727
SS18	PH_hs_0024627
SS18	
ING1	
ING1	PH_hs_0028890
MIR3168	
RN7SL597P	
KBTBD6	PH_hs_0031534
CALM2P3	
KBTBD7	PH_hs_0031285
MORF4L1P4	
MTRF1	PH_hs_0023913
MTRF1	PH_hs_0032762
MTRF1	
SNRPD3	
SNRPD3	PH_hs_0024004
MINDY2-DT	
ACTC1	PH_hs_0006487
ACTC1	
SPIN3	
SPIN3	PH_hs_0036047
ENPP7P2	
	PH_hs_0032802
	PH_hs_0028212
SNRPCP10	
NCOA4P4	
RPS3AP15	
RAC1P3	
NAA16	PH_hs_0001276
NAA16	
ENTPD4-DT	
LRRC75B	PH_hs_0006243
LRRC75B	
CDH9	PH_hs_0014029
CDH9	
ACTBP7	
	PH_hs_0035218
MAP2K1P1	
ENTPD4	PH_hs_0022355
ENTPD4	PH_hs_0038529
ENTPD4	
BRSK2	PH_hs_0010221
BRSK2	PH_hs_0031977
BRSK2	
	PH_hs_0025741
GGT1	
GGT1	PH_hs_0032802
GGT1	PH_hs_0028212
GGT1	PH_hs_0040704
GGT1	PH_hs_0033869
CRK	PH_hs_0016623
CRK	PH_hs_0026639
CRK	
	PH_hs_0034049
CCNO-DT	
TEKT1	
TEKT1	PH_hs_0020163
TEKT1	PH_hs_0035971
NAIPP1	
TATDN1P1	
DOCK11P1	
RPS19P3	
BMS1P2	
	PH_hs_0003730
RAB42P1	PH_hs_0027129
LINC02228	
SNRPEP8	
UBE2D1	PH_hs_0007586
UBE2D1	
LINC02100	
ERO1A	PH_hs_0027571
ERO1A	
ADAMTS12	PH_hs_0001204
ADAMTS12	PH_hs_0031891
MIR4326	
RNU6-994P	
CHRNA4	PH_hs_0001064
CHRNA4	PH_hs_0010513
CHRNA4	
PIMREG	PH_hs_0024629
PIMREG	
TIMM9P2	
BRWD1-IT1	
YWHAZP3	
METTL21AP1	
LINC02632	
BRWD1-AS1	
RNU6-57P	
TUBBP2	
OR7E36P	
OR7E155P	
OR7E37P	
RGCC	PH_hs_0004423
RGCC	
HMGN1	
HMGN1	PH_hs_0039082
LINC01402	
GDF10	PH_hs_0000288
PNPLA10P	
MAP2K4P1	
H3P32	
SPRYD7P1	
BMS1P10	
BMS1P10	PH_hs_0034101
VWA8	PH_hs_0024651
VWA8	
RPL32P21	
GEMIN8P3	
	PH_hs_0007966
ITM2A	PH_hs_0001556
ITM2A	
RAB28P3	
LYPLA2P3	
PRKG1-AS1	
TCEA1P4	PH_hs_0001755
	PH_hs_0000231
	PH_hs_0029932
ZNF33B	
ZNF33B	PH_hs_0025313
ZNF33B	PH_hs_0033336
GNAQ	PH_hs_0033992
GNAQ	
SYT15B	PH_hs_0026527
SYT15B	
RNA5SP383	
IRF9	PH_hs_0000231
IRF9	
HIGD1AP15	
SPIDR	PH_hs_0033029
SPIDR	
RPL23AP6	
SDAD1P2	
CAPZA1P1	
MKKS	PH_hs_0003322
RPS7P13	
CBLL1P1	
LUZP4	PH_hs_0032272
CEP164P1	
PCAT5	
SPANXB1	PH_hs_0038637
LINC02899	PH_hs_0032682
LINC02899	
NPY4R2	PH_hs_0027011
NPY4R2	PH_hs_0028908
	PH_hs_0020253
LINC02225	
ALDH1A1	PH_hs_0004409
ALDH1A1	
CAMKK1	PH_hs_0000898
CAMKK1	
CAMKK1	PH_hs_0039275
H3P20	
NRP1	PH_hs_0022842
NRP1	
MCIDAS	PH_hs_0018938
FAM25C	
KCTD9P2	PH_hs_0028943
HSPA8P1	
RPL26P36	
PELI2	PH_hs_0020000
PELI2	PH_hs_0003194
PELI2	
MED28P4	
RHOXF1P2	
EEF1A2	PH_hs_0025294
EEF1A2	
BEX3	
AGAP12P	PH_hs_0030569
AGAP12P	PH_hs_0037633
AGAP12P	PH_hs_0039695
DPPA5P4	
OR7E106P	
ENSAP2	
UBA52P3	
CYB5AP5	
NAA30	
NAA30	PH_hs_0010068
NAA30	PH_hs_0014771
	PH_hs_0034474
	PH_hs_0030352
LINC02619	
RNA5SP315	
BMS1P7	
UGT3A1	PH_hs_0023266
UGT3A1	
PTPN20CP	
LINC02429	
MAGEC2	PH_hs_0031605
CLEC14A	PH_hs_0023293
PPDPF	PH_hs_0004605
VKORC1P1	
SUMO2P21	
DUTP4	
SLITRK4	PH_hs_0014046
REC8	PH_hs_0025112
REC8	
MIR5006	PH_hs_0024651
RN7SL515P	
RNU6-74P	
NAP1L2	PH_hs_0004044
KARS1P1	
PTK6	PH_hs_0003525
VWA8-AS1	PH_hs_0038819
RPS28P8	
FERP1	
RGS6	PH_hs_0021751
RGS6	PH_hs_0025427
RGS6	PH_hs_0031728
RGS6	
PHF5FP	
MAPK6P3	
LINC00456	
HTATSF1	
HTATSF1	PH_hs_0023027
RNA5SP37	
RAP2A	PH_hs_0022137
RAP2A	PH_hs_0031220
RAP2A	
ANKRD20A5P	
ANKRD20A5P	PH_hs_0040156
FNDC11	PH_hs_0011667
RPSAP75	
HSPA8P17	
PSMA6P4	
CARNMT1-AS1	
RNU1-94P	
LPAR6	
LPAR6	PH_hs_0022368
PDRG1	PH_hs_0001936
C9orf85	
C9orf85	PH_hs_0034103
TPMTP1	
RPS8P3	
	PH_hs_0032129
NAXD	PH_hs_0000864
NAXD	
XKR7	PH_hs_0002651
XKR7	PH_hs_0014492
FRMD3-AS1	
LINC01335	
BCRP3	
TTC39C-AS1	
IGKV1OR9-2	
NPM1P1	
	PH_hs_0037500
RNA5SP481	
	PH_hs_0033657
SERPINA7	PH_hs_0004431
CCM2L	PH_hs_0024352
FKBP4P6	
CDH18	PH_hs_0003691
CDH18	
SLC28A3	PH_hs_0022659
SLC28A3	PH_hs_0036176
SLC28A3	
ANKRD12	
ANKRD12	PH_hs_0024483
POM121L10P	PH_hs_0029959
POM121L10P	PH_hs_0037576
	PH_hs_0034144
ARL5AP4	
RPL7AP62	
OR11Q1P	
OR4H6BP	
P2RX1	PH_hs_0003085
P2RX1	
CRIP1P4	
GOLM2	
GOLM2	PH_hs_0016125
PPFIA1	
TAFA5	
BTG3P1	
CYCSP44	
H2BP8	
KRR1P1	
RNA5SP482	
TFDP3	PH_hs_0040280
SNURFL	
LINC01072	
RSL24D1P6	
TSPY26P	PH_hs_0036713
TSPY26P	
GJA3	PH_hs_0014676
MIR3649	
RPL7P53	
MDN1	PH_hs_0022866
MDN1	
ADIPOR2	
ADIPOR2	PH_hs_0016487
H2AZP4	
MIR548K	
MTND4LP1	
PPIAP28	
OR5BH1P	
LINC00556	
PLAGL2	PH_hs_0009274
GJB2	PH_hs_0016113
YAP1P2	
MAPK1	PH_hs_0016141
MAPK1	PH_hs_0039033
MAPK1	
IGBP1	PH_hs_0000423
IGBP1	PH_hs_0040163
CTTN-DT	
CTTN	PH_hs_0023607
CTTN	
POFUT1	PH_hs_0010595
POFUT1	
GJB6	PH_hs_0003422
RAB40A	
RPS4XP14	
SPANXN3	PH_hs_0033577
PPIAP87	
FOXB2	
CACNA2D4	PH_hs_0031009
CACNA2D4	
PGM5	PH_hs_0038934
PGM5	
PGM5	PH_hs_0003297
H2AQ1P	
IPO4	PH_hs_0024882
IPO4	
FGF13-AS1	
RNF6P1	
CT47A12	PH_hs_0028541
GET1	
GET1	PH_hs_0011683
GET1	PH_hs_0032127
KRT18P44	
LINC01281	PH_hs_0020207
LINC00850	
MIR1825	PH_hs_0010595
RHOXF2	PH_hs_0028249
NOL4L-DT	PH_hs_0033598
OR52B3P	
MUC5B-AS1	
OR52P2P	
C20orf203	PH_hs_0026470
C20orf203	
OR52B4	
CYP4F35P	PH_hs_0039240
CYP4F35P	
HAX1P1	PH_hs_0034508
CNOT7P1	
	PH_hs_0026470
OR7L1P	
TUBB4AP1	
ORC1P1	
C18orf25	PH_hs_0002812
SKP2P1	
ETS2P1	
LURAP1L-AS1	
BAK1P1	
MAPRE1	PH_hs_0024767
LINC02149	
PSAT1	PH_hs_0014797
WDR44	PH_hs_0005437
WDR44	
STARD9	
STARD9	PH_hs_0032002
PITPNM3	PH_hs_0027995
PITPNM3	
ZMYM2	
ZMYM2	PH_hs_0029730
PROCR	PH_hs_0004716
PROCR	PH_hs_0035477
ZBTB7C-AS1	
RAI14	PH_hs_0024075
RAI14	
RNA5SP483	
MMP24OS	
MMP24OS	PH_hs_0012422
MMP24OS	PH_hs_0032195
FAM242D	
SDR42E1P2	
OR11K1P	
IDNK	PH_hs_0033500
IDNK	
RPL7AP75	
SHC4	PH_hs_0032168
SHC4	
XKR6	PH_hs_0017131
XKR6	PH_hs_0007135
XKR6	PH_hs_0016897
MT1P3	
MMP24	PH_hs_0023086
GET1-SH3BGR	PH_hs_0003368
BMS1P14	
MIR6508	
MYL6P2	
	PH_hs_0037849
RPS26P4	
JCADP1	
AQP7P4	PH_hs_0034510
AQP7P4	PH_hs_0037066
AQP7P4	PH_hs_0039003
B3GALT5-AS1	PH_hs_0032967
ATP6V1G1P2	
LSM12P1	PH_hs_0040673
RPL17P46	
	PH_hs_0013046
RSL24D1P9	
MTCO2P2	
SIRLNT	
SINHCAFP1	
RPS24P18	
	PH_hs_0032554
GNRH1	
GNRH1	PH_hs_0004746
MAP1LC3P	
PCP4	PH_hs_0004623
FAM83C-AS1	
FAM83C	PH_hs_0026634
FAM83C	PH_hs_0034241
CIAPIN1P	
TRIM21	PH_hs_0000135
RASEF	PH_hs_0039332
RASEF	
RHOT1P1	
RPS10P5	
RPRD1A	
RPRD1A	PH_hs_0015493
SIRPA	PH_hs_0009416
PWWP3B	PH_hs_0001058
DSCAM	PH_hs_0003425
LINC00293	
SSU72P6	
LINC02689	
H3P33	
ZNF215	
ZNF215	PH_hs_0009814
STK24P1	
LINC01282	
NMRK1	PH_hs_0023165
NMRK1	
SRD5A1P1	
CTDSPL2P2	
PLXDC2	PH_hs_0026016
PLS3-AS1	
RAC1P4	
MAGEA8-AS1	
BRS3	PH_hs_0006756
DSN1	PH_hs_0013673
DSN1	
ASB12	PH_hs_0003670
MTMR3	PH_hs_0024915
MTMR3	PH_hs_0035036
MTMR3	
SNAP23	
SNAP23	PH_hs_0023005
RBBP8P1	
CT47A11	PH_hs_0028541
RIT2	PH_hs_0003376
RIT2	
CCKBR	PH_hs_0000029
CCKBR	
UFM1P1	
JARID2-AS1	PH_hs_0018634
C17orf100	PH_hs_0032371
FGF13	PH_hs_0000657
FGF13	PH_hs_0015889
FGF13	
SYCP2L	PH_hs_0029045
SYCP2L	
POLR1E	PH_hs_0002184
ALOX15P1	
MIR4760	
DSCAM-AS1	PH_hs_0019131
RSU1	PH_hs_0026463
RSU1	PH_hs_0029820
SNRPGP2	
DSCAM-IT1	
GAPDHP66	
YRDCP3	
	PH_hs_0002643
LINC02751	
POLR3GP2	
MIR3197	
RPL7AP67	
BACE2	PH_hs_0020544
